date,sales,source
10/24/2024,1203.6,US
10/25/2024,1218.41,US
10/26/2024,1169.32,US
10/27/2024,1192.28,US
10/28/2024,1149.94,US
10/29/2024,1211.98,US
10/30/2024,1219.42,US
10/31/2024,1185.5,US
01/11/2024,1393.63,EU
02/11/2024,1309.64,EU
03/11/2024,1302.48,EU
04/11/2024,1353.14,EU
05/11/2024,1377.82,EU
06/11/2024,1396.93,EU
07/11/2024,1332.64,EU
11/08/2024,1378.77,US
11/09/2024,1345.25,US
10/11/2024,1341.23,EU
11/11/2024,1372.92,EU
11/12/2024,1365.98,US
11/13/2024,1299.12,US
11/14/2024,1390.71,US
11/15/2024,1387.81,US
11/16/2024,1327.64,US
11/17/2024,1358.28,US
11/18/2024,1361.23,US
11/19/2024,1354.23,US
11/20/2024,1329.9,US
11/21/2024,1326.26,US
11/22/2024,1345.64,US
11/23/2024,1381.59,US
11/24/2024,1362.72,US
11/25/2024,1335.29,US
11/26/2024,1369.56,US
11/27/2024,1260.95,US
11/28/2024,1380.87,US
11/29/2024,1294.22,US
11/30/2024,1335.54,US
12/01/2024,1366.41,US
12/02/2024,1361.16,US
03/12/2024,1434.82,EU
04/12/2024,1385.97,EU
12/05/2024,1410.4,US
06/12/2024,1398.59,EU
07/12/2024,1414.31,EU
12/08/2024,1402.3,US
09/12/2024,1361.51,EU
10/12/2024,1429.89,EU
12/11/2024,1385.19,US
12/12/2024,1353.3,EU
12/13/2024,1387.16,US
12/14/2024,1445.02,US
12/15/2024,1425.51,US
12/16/2024,1389.54,US
12/17/2024,1389.52,US
12/18/2024,1390.35,US
12/19/2024,1462.3,US
12/20/2024,1411.46,US
12/21/2024,1412.9,US
12/22/2024,1430.91,US
12/23/2024,1407.16,US
12/24/2024,1392.23,US
12/25/2024,1394.11,US
12/26/2024,1397.85,US
12/27/2024,1398.88,US
12/28/2024,1421.83,US
12/29/2024,1401.56,US
12/30/2024,1421.98,US
12/31/2024,1397.58,US
