property_id,zip_code,school_district,sqft,bedrooms,bathrooms,age_years,garage_spaces,price
P01279,10001,1,1622.8,2,3,15,2,330511.09
P01280,10026,6,1282.8,2,1,63,0,215355.42
P01281,10023,1,2294.2,6,3,9,0,445470.34
P01282,10023,5,1943.3,5,2,40,2,390894.73
P01283,10012,9,1481.7,4,1,11,2,422454.76
P01284,10025,3,1836.3,2,1,43,0,364429.24
P01285,10012,7,1561.3,6,4,52,3,382865.26
P01286,10002,15,2607.1,4,3,37,3,434412.14
P01287,10028,2,2073.5,4,1,62,0,395511.39
P01288,10008,1,2134.9,3,1,21,1,293144.81
P01289,10004,5,800.0,4,2,45,2,196539.14
P01290,10019,13,1766.6,6,2,22,1,464621.27
P01291,10008,7,2841.6,5,2,41,1,423154.95
P01292,10026,10,2463.1,3,3,5,2,422925.51
P01293,10014,1,876.5,5,1,21,3,152962.49
P01294,10001,12,1643.3,6,1,57,1,324737.79
P01295,10029,2,1199.2,2,3,63,0,146071.0
P01296,10016,11,2655.6,6,4,22,2,517243.93
P01297,10008,3,1922.1,4,1,20,2,307462.73
P01298,10021,13,1416.1,2,2,24,2,323893.7
P01299,10016,5,1817.1,6,3,22,2,293908.81
P01300,10001,3,800.0,5,1,80,3,210127.32
P01301,10023,6,1257.5,3,4,52,2,328964.09
P01302,10013,1,1818.2,2,1,31,2,279199.74
P01303,10021,3,2222.8,6,3,37,1,471581.89
P01304,10027,9,829.3,5,2,41,1,177535.56
P01305,10019,5,1609.4,1,3,44,1,290170.73
P01306,10021,6,2304.8,4,1,31,1,458833.27
P01307,10008,13,1074.3,1,1,78,2,204969.83
P01308,10008,2,1914.6,2,3,23,2,309835.8
P01309,10013,6,1833.0,4,4,34,3,411205.71
P01310,10026,3,2657.2,2,3,0,1,440456.64
P01311,10016,8,1684.9,4,4,39,2,245330.45
P01312,10011,5,1714.2,3,2,69,1,338175.83
P01313,10024,1,2227.5,4,1,80,1,437151.52
P01314,10026,2,1136.8,5,2,38,0,155150.3
P01315,10028,13,1689.6,1,4,11,1,433316.59
P01316,10009,1,1572.1,5,4,58,2,304763.03
P01317,10022,12,1730.5,2,3,51,0,390657.9
P01318,10018,14,2224.2,1,2,77,0,498536.04
P01319,10014,7,2077.1,3,3,40,1,327273.33
P01320,10012,5,1425.7,2,3,0,3,314301.51
P01321,10004,12,1868.3,2,3,72,0,355882.31
P01322,10009,15,2545.2,3,4,54,0,501283.49
P01323,10017,2,1384.3,6,3,64,1,236165.61
P01324,10027,15,1872.6,4,1,9,1,345336.59
P01325,10026,15,1703.4,5,1,37,3,276072.9
P01326,10006,3,1768.5,1,3,37,0,243846.78
P01327,10021,1,984.7,1,4,21,1,192810.23
P01328,10003,11,2505.4,3,4,68,1,430394.04
P01329,10021,2,1412.8,5,3,15,0,286992.7
P01330,10011,10,2313.0,6,3,5,1,550356.0
P01331,10014,1,1489.3,1,4,18,1,195710.97
P01332,10022,11,1487.2,3,4,80,2,428300.22
P01333,10013,4,2406.6,3,1,9,3,469642.22
P01334,10025,2,2296.9,5,2,47,0,454288.07
P01335,10017,1,1904.3,2,2,14,1,288923.55
P01336,10030,3,2180.6,3,3,31,1,387216.22
P01337,10020,9,1655.7,6,2,44,3,392167.18
P01338,10009,2,1795.8,3,2,1,0,316001.44
P01339,10024,13,1469.2,5,1,19,1,433240.86
P01340,10013,10,2252.0,4,1,47,1,378316.66
P01341,10017,5,1453.3,4,2,1,1,256501.34
P01342,10005,15,2542.6,2,4,40,3,523199.33
P01343,10004,10,1642.1,6,2,48,2,437532.74
P01344,10018,11,1810.3,2,1,17,1,463705.16
P01345,10006,3,2179.4,6,2,13,3,402618.7
P01346,10030,11,1811.9,6,4,39,3,450152.43
P01347,10026,9,1651.0,4,3,58,0,280253.08
P01348,10022,15,1785.0,6,3,1,1,484084.5
P01349,10023,8,2246.9,5,1,27,1,419723.63
P01350,10018,11,1468.6,5,4,80,1,442287.56
P01351,10002,6,1736.9,1,1,27,1,297554.45
P01352,10012,1,1805.1,1,4,26,3,349863.88
P01353,10015,2,2232.3,1,4,59,3,393637.18
P01354,10028,14,1750.1,1,3,38,0,416096.17
P01355,10007,12,2704.1,6,4,31,3,583132.14
P01356,10015,6,1721.7,2,4,63,3,364751.1
P01357,10011,11,1681.2,1,3,2,1,452370.39
P01358,10005,1,1714.5,6,4,57,1,336617.77
P01359,10004,1,1141.7,2,3,30,0,243950.56
P01360,10011,8,1281.6,5,3,71,1,310093.08
P01361,10003,10,1534.7,6,2,58,0,235900.34
P01362,10003,15,2367.9,4,3,76,3,432889.17
P01363,10011,12,1783.4,6,2,10,0,442012.95
P01364,10007,4,1557.7,6,1,15,1,437586.1
P01365,10017,13,2413.3,1,2,73,1,412728.28
P01366,10001,8,2575.6,1,1,31,3,438442.38
P01367,10010,13,2427.7,3,4,66,3,493563.06
P01368,10014,3,1373.5,4,2,55,3,256301.01
P01369,10029,1,1552.4,5,4,40,1,246309.61
P01370,10020,1,2706.9,2,2,3,1,436998.61
P01371,10027,15,1920.6,2,2,5,2,347274.79
P01372,10011,2,1666.2,2,1,58,1,336443.07
P01373,10014,15,2159.2,2,4,7,0,406762.75
P01374,10013,11,2303.6,6,3,0,3,525961.03
P01375,10027,3,1514.3,3,2,17,0,232502.29
P01376,10029,13,1909.7,6,3,74,0,368205.9
P01377,10029,3,2263.3,1,4,50,3,372284.19
P01378,10023,3,1219.9,1,3,58,2,228429.14
P01379,10016,9,1806.2,5,2,52,2,285982.6
P01380,10017,5,1242.8,2,4,45,0,196447.31
P01381,10030,5,1308.2,1,4,20,1,201922.52
P01382,10009,3,1518.4,4,4,34,0,286238.7
P01383,10011,10,2038.6,1,1,44,2,445178.48
P01384,10027,1,1639.0,1,4,80,2,198943.07
P01385,10012,4,1475.8,3,1,72,1,359810.66
P01386,10008,9,1825.8,4,3,59,2,378494.12
P01387,10017,8,1226.5,4,3,65,3,209831.88
P01388,10010,11,2014.4,4,1,65,2,414057.75
P01389,10027,4,2365.7,1,1,54,0,344909.18
P01390,10028,10,1760.4,2,4,66,2,393118.16
P01391,10010,12,1698.7,3,4,5,0,327593.49
P01392,10016,6,1986.7,2,1,1,1,345711.11
P01393,10030,4,800.0,4,3,35,3,259125.87
P01394,10023,9,2068.4,2,1,4,1,433046.06
P01395,10007,9,3350.9,4,3,27,3,669014.08
P01396,10018,2,1738.7,6,2,16,0,389886.66
P01397,10019,9,1740.4,4,4,77,3,434408.59
P01398,10020,3,2171.8,3,3,53,1,391386.18
P01399,10001,9,2622.7,3,2,3,0,491005.45
P01400,10009,14,2287.5,4,3,50,1,450230.93
P01401,10026,9,800.0,5,2,59,0,137057.22
P01402,10008,12,2081.7,2,1,26,2,356393.58
P01403,10009,5,3086.0,1,3,71,0,457858.02
P01404,10010,14,2111.2,5,4,78,0,438064.12
P01405,10006,13,1222.7,4,2,79,2,270034.29
P01406,10005,14,1940.9,1,1,7,0,368059.14
P01407,10011,12,1159.7,4,1,36,1,301026.14
P01408,10027,10,2416.4,1,2,62,2,369078.06
P01409,10001,8,1322.1,4,4,35,1,310310.15
P01410,10009,14,1837.1,5,2,38,0,391416.97
P01411,10002,13,1371.1,1,4,26,0,250018.78
P01412,10017,7,1526.8,5,2,33,3,283861.57
P01413,10008,2,2543.1,1,2,56,3,375267.22
P01414,10024,1,1851.7,2,4,2,1,412586.74
P01415,10018,4,1520.4,5,3,64,3,461213.68
P01416,10024,1,1227.4,3,1,58,0,262688.9
P01417,10020,4,864.1,6,1,11,0,317705.18
P01418,10014,2,1174.4,6,1,62,3,232739.13
P01419,10026,15,1856.0,6,4,42,2,391288.91
P01420,10015,2,2290.1,1,1,25,2,349631.19
P01421,10029,10,1519.8,2,1,36,1,213826.81
P01422,10030,6,2585.3,2,4,41,3,494765.29
P01423,10018,3,1441.2,4,3,17,2,382701.41
P01424,10021,11,1681.0,3,4,49,1,407406.59
P01425,10008,15,1260.2,5,1,50,1,242347.8
P01426,10025,12,2295.4,2,3,29,1,482560.29
P01427,10021,15,2848.8,2,1,37,2,515427.16
P01428,10028,9,919.1,4,3,49,2,294594.6
P01429,10009,11,1626.9,4,1,40,3,370504.56
P01430,10024,3,2432.4,5,4,35,1,542801.98
P01431,10015,13,1076.5,2,2,77,1,255826.09
P01432,10006,12,2083.3,4,2,71,2,360997.35
P01433,10006,4,2410.7,6,4,30,2,511418.54
P01434,10017,6,1839.1,4,1,58,1,340270.34
P01435,10010,10,2075.1,6,4,65,0,445261.21
P01436,10004,1,2680.5,3,3,8,1,492267.27
P01437,10013,13,2774.2,1,3,47,0,503646.23
P01438,10020,5,1769.0,5,2,64,0,329638.61
P01439,10010,2,1533.8,3,4,4,3,342459.79
P01440,10029,5,1340.0,1,2,27,3,188557.86
P01441,10024,13,2288.5,1,2,64,0,454375.75
P01442,10016,5,1114.1,2,2,75,1,82496.56
P01443,10029,9,1673.7,2,2,80,1,259130.4
P01444,10013,13,1851.3,5,2,48,3,390722.58
P01445,10005,1,1548.5,4,1,3,1,292599.28
P01446,10002,12,1939.9,2,2,2,1,300999.03
P01447,10029,5,3082.3,1,2,65,2,410064.39
P01448,10029,11,1739.2,1,2,59,1,275058.4
P01449,10023,3,1582.3,6,4,15,0,384740.37
P01450,10004,3,2307.7,3,1,10,1,472390.1
P01451,10009,12,1919.8,1,4,11,0,334984.61
P01452,10002,13,2519.7,5,4,71,2,475046.07
P01453,10002,15,1882.3,6,1,61,3,343556.47
P01454,10008,11,1675.8,1,3,76,3,340935.48
P01455,10018,7,908.1,6,1,9,1,283686.83
P01456,10002,3,990.1,5,1,56,1,168579.89
P01457,10030,5,882.2,2,4,74,0,96349.12
P01458,10014,10,1989.7,5,1,43,1,370437.63
P01459,10008,6,1118.9,3,2,62,0,218719.5
P01460,10016,8,2427.8,4,1,48,2,338070.01
P01461,10024,3,1815.1,1,1,0,3,420710.97
P01462,10010,7,1677.9,2,1,34,0,266611.98
P01463,10002,4,1378.1,5,4,21,2,291290.25
P01464,10002,2,2111.1,5,1,6,2,344360.58
P01465,10026,2,1397.8,1,4,48,1,184032.02
P01466,10004,8,1307.3,2,1,75,2,259808.28
P01467,10020,6,2394.2,4,4,4,2,519168.23
P01468,10012,2,1977.3,6,4,26,1,437915.65
P01469,10024,8,1682.5,5,3,54,3,409923.32
P01470,10002,3,2120.7,5,4,25,2,366146.24
P01471,10027,1,1804.5,3,2,9,1,271391.14
P01472,10021,2,1991.5,1,4,15,2,360482.41
P01473,10014,7,1391.6,5,1,1,2,237052.91
P01474,10007,15,2835.2,5,3,80,0,567344.74
P01475,10030,4,1510.2,3,4,39,0,333104.48
P01476,10010,5,2578.0,4,3,76,1,403188.42
P01477,10015,4,1705.6,2,2,55,0,316402.4
P01478,10012,6,2203.5,3,3,28,1,524991.89
P01479,10007,11,2167.1,2,4,76,1,479574.54
P01480,10013,5,2373.4,3,4,21,3,409515.25
P01481,10005,10,1379.7,1,3,14,0,283919.77
P01482,10001,14,2337.8,4,3,65,2,511526.1
P01483,10009,15,2723.2,2,4,44,2,483562.1
P01484,10004,9,1670.7,5,3,34,1,414230.68
P01485,10013,11,1817.4,4,1,47,3,377446.87
P01486,10026,14,1538.3,6,4,78,1,318683.85
P01487,10005,12,1626.8,2,1,22,1,282910.56
P01488,10001,5,2655.7,2,3,72,0,413193.31
P01489,10004,2,1297.9,2,2,73,1,256975.84
P01490,10016,2,1328.9,4,1,61,0,169222.97
P01491,10009,14,2605.5,1,2,12,3,491560.07
P01492,10015,9,2112.3,5,1,7,0,422299.21
P01493,10001,5,2860.2,5,2,9,3,545908.43
P01494,10010,6,1574.8,5,2,56,0,344428.74
P01495,10013,5,1863.1,1,2,32,1,265141.22
P01496,10013,13,1469.7,3,1,79,0,250931.03
P01497,10017,10,1871.7,4,3,0,1,368068.1
P01498,10024,14,913.0,3,1,30,2,347830.69
P01499,10015,5,2142.5,3,4,21,1,394597.89
P01500,10026,8,1961.7,5,1,71,2,298644.88
P01501,10016,2,1771.2,6,1,9,3,311693.38
P01502,10008,15,1604.8,2,2,33,0,257100.73
P01503,10007,8,1352.6,2,2,70,1,253607.67
P01504,10010,9,2163.9,2,4,78,2,399116.16
P01505,10018,7,1214.5,3,3,74,2,321100.96
P01506,10008,5,2055.9,4,2,52,0,301104.65
P01507,10028,15,2837.2,5,4,13,0,619150.14
P01508,10015,8,2542.8,2,1,7,1,425065.44
P01509,10026,11,1047.4,2,4,33,2,232064.93
P01510,10021,1,1531.6,1,2,38,3,250697.17
P01511,10011,5,2010.7,1,2,41,1,362260.38
P01512,10007,13,1764.9,1,2,4,2,384340.84
P01513,10023,2,1100.3,2,1,54,1,215640.77
P01514,10010,2,1992.7,5,3,32,0,356698.38
P01515,10008,13,1795.0,5,3,8,1,375156.46
P01516,10028,5,2757.2,6,3,74,1,522178.53
P01517,10015,5,1673.4,4,3,28,0,299444.51
P01518,10002,9,2384.0,3,1,18,2,402234.45
P01519,10015,3,1166.5,6,4,39,1,296138.82
P01520,10014,1,1286.0,1,3,76,0,135376.86
P01521,10026,1,2160.8,4,3,66,1,279546.83
P01522,10022,2,2341.9,5,1,8,3,505660.7
P01523,10006,3,1321.3,4,4,55,2,261360.71
P01524,10005,11,1812.0,2,3,53,1,365880.66
P01525,10019,5,1109.2,4,2,71,3,266390.26
P01526,10002,2,1709.4,6,4,78,0,274349.08
P01527,10010,1,2218.5,2,3,60,1,356268.97
P01528,10005,8,1582.5,4,4,52,2,347253.81
P01529,10001,13,1675.5,1,4,28,1,410472.89
P01530,10028,6,1235.1,2,1,72,2,265539.73
P01531,10003,1,1475.8,5,4,76,2,236061.79
P01532,10001,4,2679.1,3,3,80,1,542269.52
P01533,10028,8,1836.5,2,1,77,3,365344.78
P01534,10006,3,1298.8,3,4,51,3,226047.96
P01535,10025,15,1642.6,1,2,77,1,347979.85
P01536,10001,12,1001.3,5,4,63,3,308587.57
P01537,10005,6,1292.9,6,1,19,2,349913.96
P01538,10004,15,2480.2,1,2,2,0,500957.53
P01539,10022,5,1728.8,2,2,79,0,329349.52
P01540,10019,3,2745.4,6,2,34,0,566763.56
P01541,10015,15,1752.3,6,3,70,0,385037.98
P01542,10008,15,1782.0,5,1,23,1,354419.11
P01543,10003,5,2120.4,5,3,29,0,295611.75
P01544,10018,9,800.0,6,1,66,2,311912.1
P01545,10007,3,1902.5,3,2,42,1,394612.41
P01546,10018,10,1775.5,6,3,54,2,437682.35
P01547,10021,11,2543.0,6,2,25,2,574099.45
P01548,10026,11,2282.3,2,2,49,1,340652.5
P01549,10015,9,1233.2,1,3,39,2,273838.8
P01550,10001,11,2421.1,4,1,75,3,500036.61
P01551,10009,9,1668.8,5,4,39,1,382955.25
P01552,10026,13,1347.8,6,4,7,1,330744.22
P01553,10016,3,1898.6,1,4,59,2,263972.34
P01554,10019,8,1698.6,3,2,77,3,363965.13
P01555,10014,7,2569.2,5,2,71,2,402303.29
P01556,10005,9,1970.3,1,4,8,3,436876.88
P01557,10027,3,1902.8,5,3,80,0,327622.37
P01558,10024,5,2250.3,2,4,28,0,422715.02
P01559,10030,15,2346.4,1,1,67,1,329632.5
P01560,10026,2,2191.8,2,4,51,0,290492.4
P01561,10009,10,2509.7,5,3,78,0,448014.82
P01562,10008,10,2104.3,6,4,27,0,411860.25
P01563,10008,8,1883.8,1,4,49,1,276906.92
P01564,10028,1,2419.6,3,1,55,3,445186.45
P01565,10017,1,1754.6,2,1,12,3,253283.62
P01566,10014,5,1816.6,5,1,62,1,284890.14
P01567,10030,2,2660.8,5,3,11,3,493864.12
P01568,10019,2,2611.0,6,4,67,3,549014.45
P01569,10028,3,1795.9,3,1,10,1,383508.57
P01570,10030,3,1573.2,2,1,14,1,280133.85
P01571,10003,13,2531.6,2,2,40,3,432906.53
P01572,10011,10,2200.2,5,2,14,1,514949.87
P01573,10023,1,1957.8,3,1,6,1,353422.48
P01574,10025,10,1639.1,1,3,4,3,433366.06
P01575,10005,3,1965.8,6,4,23,2,453428.7
P01576,10010,7,1789.1,1,1,39,1,237775.66
P01577,10017,1,1467.8,6,1,3,3,280742.43
P01578,10024,2,1864.5,1,1,11,2,365020.28
P01579,10004,2,1932.7,4,1,49,1,393095.6
P01580,10019,7,1612.3,2,2,25,1,333911.7
P01581,10009,7,2251.9,5,1,61,0,353102.4
P01582,10007,6,2444.4,3,2,68,0,482794.55
P01583,10016,10,2284.9,3,1,2,3,388127.2
P01584,10013,11,1661.9,3,3,76,0,319120.67
P01585,10020,11,2177.9,6,2,55,3,519895.83
P01586,10010,9,1839.0,2,1,66,0,344645.62
P01587,10025,9,1182.1,2,1,38,2,346561.49
P01588,10003,8,2136.4,1,2,0,2,310124.82
P01589,10026,4,1873.1,5,3,71,3,395518.43
P01590,10001,8,3096.8,5,1,46,1,557147.61
P01591,10023,1,2528.6,4,2,3,3,463065.74
P01592,10011,15,2155.6,1,3,13,1,475716.23
P01593,10012,6,1924.6,5,2,16,3,500222.82
P01594,10001,12,1881.9,5,1,30,0,379282.6
P01595,10022,15,1298.2,6,2,35,1,402651.49
P01596,10005,8,930.5,6,1,34,2,223595.88
P01597,10020,13,1363.7,2,4,70,2,322454.02
P01598,10022,8,1776.1,5,4,76,3,430558.81
P01599,10026,2,800.0,3,2,54,1,98111.53
P01600,10022,1,1527.8,4,1,51,2,331538.23
P01601,10010,3,1676.2,2,1,69,2,281886.13
P01602,10023,15,1692.3,4,3,21,3,391454.19
P01603,10025,8,1469.1,6,4,45,0,379052.01
P01604,10010,5,1629.2,4,2,52,0,268983.13
P01605,10004,7,2661.9,6,3,23,2,554267.17
P01606,10027,4,2131.1,6,1,77,0,390024.77
P01607,10005,14,1519.8,1,4,19,0,343758.89
P01608,10018,15,1765.8,6,2,4,2,486801.48
P01609,10008,2,1785.8,5,1,26,1,322500.34
P01610,10004,11,1416.0,3,4,66,1,398492.08
P01611,10024,6,1415.4,4,4,30,1,422609.73
P01612,10005,1,2305.3,4,2,17,2,405455.41
P01613,10021,14,1590.1,5,4,70,1,371581.24
P01614,10021,1,1252.7,5,1,12,3,261302.11
P01615,10002,4,1778.4,1,2,12,0,308080.21
P01616,10006,1,1859.0,1,3,72,0,237522.17
P01617,10024,8,813.6,2,3,26,0,244472.97
P01618,10016,9,1779.6,4,2,0,3,326551.65
P01619,10004,5,2234.0,6,4,35,1,469668.69
P01620,10030,2,2025.6,4,4,60,0,368215.9
P01621,10008,2,2914.9,1,1,61,1,395333.89
P01622,10001,15,2425.6,5,4,7,2,529515.44
P01623,10028,13,2524.5,3,1,22,1,513629.71
P01624,10001,15,3200.0,3,3,50,1,597266.39
P01625,10017,8,2179.1,5,2,53,0,375975.86
P01626,10030,9,1881.5,2,2,50,2,332416.99
P01627,10018,12,2286.9,4,1,27,0,496710.43
P01628,10018,10,1520.4,2,2,69,0,346029.91
P01629,10012,7,1853.8,3,1,6,2,404440.08
P01630,10004,5,1476.1,4,4,66,3,328791.38
P01631,10018,8,1999.0,4,1,76,2,403654.51
P01632,10027,1,1474.0,6,2,55,3,240238.8
P01633,10003,3,1456.5,2,1,34,1,197357.9
P01634,10027,12,2006.7,6,1,30,2,343364.31
P01635,10013,14,1731.1,5,2,35,1,376295.93
P01636,10017,2,836.2,3,4,13,2,190494.21
P01637,10005,2,1072.2,1,2,17,3,201489.54
P01638,10019,2,1226.4,2,4,51,2,283464.11
P01639,10006,12,1358.5,4,4,44,0,236956.74
P01640,10009,5,2007.2,5,2,40,2,348881.49
P01641,10022,5,1909.5,4,4,38,1,425147.47
P01642,10002,1,2332.6,5,2,6,2,353372.62
P01643,10014,15,2176.4,1,3,70,2,336877.01
P01644,10018,7,2336.0,4,3,77,2,460043.02
P01645,10004,12,2104.2,6,3,19,3,484299.6
P01646,10009,11,1904.8,3,4,25,3,444710.59
P01647,10011,3,2349.7,6,1,51,3,531968.8
P01648,10020,13,2259.7,1,2,0,2,435963.36
P01649,10030,9,1988.0,6,3,8,1,415419.61
P01650,10026,10,2435.5,5,2,73,0,385014.44
P01651,10006,4,800.0,4,4,13,3,240682.89
P01652,10001,13,1654.8,4,2,46,3,428160.66
P01653,10002,14,1647.1,6,2,71,0,325814.12
P01654,10018,7,2376.3,3,2,59,0,439219.06
P01655,10005,2,2585.7,1,3,22,2,436709.85
P01656,10007,13,1074.9,6,1,12,0,317707.47
P01657,10026,14,2505.6,1,1,58,0,387054.97
P01658,10027,8,1214.3,4,4,32,3,259139.57
P01659,10026,9,1229.4,2,1,78,0,184957.83
P01660,10008,4,1682.9,6,1,52,0,350668.03
P01661,10019,2,1640.9,6,2,0,3,397867.53
P01662,10019,15,1020.8,3,2,20,0,314126.68
P01663,10006,8,2124.9,4,1,60,3,338719.42
P01664,10017,5,2139.7,3,4,56,2,352320.61
P01665,10016,11,2327.0,3,1,60,2,390249.03
P01666,10012,1,1583.3,6,2,18,3,391153.36
P01667,10023,2,1780.2,2,1,20,0,322827.57
P01668,10021,4,1784.8,6,2,16,0,445136.5
P01669,10016,7,2644.0,4,1,56,0,336305.98
P01670,10022,6,800.0,6,4,0,1,358224.62
P01671,10023,3,1321.5,4,4,65,3,269853.34
P01672,10018,6,1802.8,5,1,22,0,460288.55
P01673,10009,6,1257.2,3,1,39,1,262981.35
P01674,10023,8,1670.8,3,4,19,1,353565.87
P01675,10022,9,1737.0,2,2,34,0,396824.84
P01676,10030,14,1471.2,2,1,61,1,280980.9
P01677,10005,13,1832.2,1,1,16,0,391446.72
P01678,10013,5,2114.1,3,2,46,0,313719.85
P01679,10028,14,1681.9,6,3,4,2,479651.85
P01680,10016,8,1573.4,6,3,14,3,315094.25
P01681,10029,3,1717.1,5,1,55,1,281695.27
P01682,10001,6,1796.3,3,2,46,2,402351.55
P01683,10002,12,929.8,4,2,49,2,143227.62
P01684,10024,13,2030.8,5,3,18,3,563233.03
P01685,10011,6,1574.5,1,2,16,3,422817.08
P01686,10016,3,2430.8,6,1,34,3,381044.17
P01687,10013,3,2095.5,6,4,10,3,441179.44
P01688,10013,2,2385.0,6,3,71,3,434300.86
P01689,10029,11,1294.5,1,2,21,3,279359.15
P01690,10003,8,1614.3,6,1,58,2,273467.49
P01691,10024,7,1178.8,4,1,12,1,326218.75
P01692,10027,11,1447.4,4,4,52,1,331887.11
P01693,10020,13,2426.1,2,4,16,2,520647.67
P01694,10012,12,2543.7,3,3,22,3,533474.71
P01695,10005,3,1225.9,3,1,33,3,241652.21
P01696,10021,9,1570.9,6,2,10,2,384164.98
P01697,10015,14,1761.9,3,2,10,0,386314.66
P01698,10005,12,2092.8,2,1,60,1,358899.26
P01699,10011,5,920.1,6,1,27,2,254342.99
P01700,10029,6,998.5,2,2,45,1,186198.6
P01701,10008,14,2044.8,6,2,52,1,429898.13
P01702,10006,1,825.5,6,3,50,1,137621.37
P01703,10021,8,1576.6,2,3,50,0,274974.66
P01704,10006,2,1881.0,5,2,78,1,297729.51
P01705,10028,14,2007.8,5,2,51,1,494566.64
P01706,10026,1,1729.1,4,3,28,3,288607.13
P01707,10030,1,1617.1,5,1,23,0,259159.49
P01708,10028,5,2222.3,1,1,64,1,365133.88
P01709,10008,4,1942.6,4,4,34,3,431780.55
P01710,10007,8,1476.5,4,1,45,1,323659.03
P01711,10011,5,1818.9,4,1,66,1,374042.33
P01712,10015,6,1991.6,6,3,19,0,467215.0
P01713,10027,9,2659.1,5,3,18,2,450231.94
P01714,10023,9,2193.2,4,1,4,3,477770.23
P01715,10020,15,2407.3,3,4,5,1,504885.06
P01716,10027,8,1494.7,3,1,49,1,204135.91
P01717,10020,9,1537.9,1,3,40,2,286544.88
P01718,10012,11,1682.3,4,3,24,1,461259.79
P01719,10013,3,1728.2,2,4,17,1,294503.37
P01720,10016,11,1296.0,6,3,56,3,320222.1
P01721,10003,13,2433.0,5,3,6,1,468939.43
P01722,10023,5,2241.7,6,1,56,3,408150.11
P01723,10020,3,1647.2,6,4,73,1,320688.5
P01724,10022,6,2120.9,3,1,36,2,506058.87
P01725,10017,5,1911.4,3,2,40,1,303353.12
P01726,10024,9,2159.9,4,2,43,2,497230.14
P01727,10029,13,1127.8,3,2,7,1,259013.32
P01728,10018,9,1727.2,2,3,50,0,397163.97
P01729,10014,2,1771.0,5,1,29,2,322327.92
P01730,10004,5,2111.8,3,2,37,3,434900.2
P01731,10024,11,1485.8,6,2,1,0,434256.47
P01732,10028,5,800.0,2,3,71,2,162606.83
P01733,10021,9,1259.2,3,3,27,2,332214.54
P01734,10026,11,1769.5,4,4,6,2,386512.02
P01735,10026,5,1831.9,6,1,63,0,228275.18
P01736,10024,10,2641.9,4,4,79,0,526474.36
P01737,10016,6,2091.4,1,2,42,2,336736.53
P01738,10003,3,1840.8,3,2,2,2,275619.26
P01739,10001,6,1783.8,6,3,80,1,421967.24
P01740,10007,7,2352.1,2,1,16,1,415808.39
P01741,10013,1,1504.9,3,4,19,2,258162.3
P01742,10023,14,1729.9,1,2,57,1,376795.27
P01743,10014,8,1255.4,5,4,26,1,285782.94
P01744,10001,1,2509.5,1,1,6,2,414561.28
P01745,10007,14,1996.2,3,4,55,3,465688.73
P01746,10030,13,1446.2,5,2,21,3,368905.47
P01747,10030,1,1742.8,6,3,69,0,315146.71
P01748,10012,3,2054.8,2,4,12,1,442595.61
P01749,10025,6,1674.6,2,1,73,0,404436.03
P01750,10022,8,1532.8,1,2,58,3,321302.49
P01751,10028,11,1472.9,3,4,19,2,418971.35
P01752,10027,7,1969.5,6,1,46,0,271712.08
P01753,10019,10,1621.0,2,1,76,3,355857.89
P01754,10012,1,1573.1,2,3,5,2,345988.8
P01755,10019,10,1132.0,3,1,66,0,284466.69
P01756,10010,14,1838.8,6,4,37,0,461591.03
P01757,10011,8,1709.4,4,4,76,3,401047.81
P01758,10019,7,1639.2,4,1,16,1,316546.13
P01759,10018,5,1899.4,5,1,58,2,398494.23
P01760,10018,15,2174.0,5,4,78,3,533065.93
P01761,10012,1,2150.8,4,3,27,1,442413.37
P01762,10013,5,2076.4,4,4,8,0,348743.13
P01763,10001,3,1679.7,4,4,31,0,385245.12
P01764,10019,13,1516.5,2,2,48,3,400609.66
P01765,10018,8,1278.0,3,2,51,2,314573.3
P01766,10029,14,1503.4,6,3,39,1,322210.65
P01767,10016,10,1809.8,1,3,75,0,215203.51
P01768,10015,9,1406.9,5,2,46,2,324816.47
P01769,10003,8,1848.0,4,2,51,0,261565.81
P01770,10006,4,1317.3,3,2,77,0,237516.81
P01771,10011,9,969.5,1,3,76,2,279606.72
P01772,10012,11,2209.7,5,2,27,2,548625.92
P01773,10011,15,1562.8,1,2,23,2,381561.48
P01774,10012,9,1381.5,4,1,60,3,354657.58
P01775,10024,15,1253.1,1,4,42,1,349180.77
P01776,10004,15,2011.5,6,3,36,2,499935.3
P01777,10010,8,2487.5,2,4,56,1,409083.7
P01778,10005,7,1598.5,5,4,53,1,310350.82
P01779,10010,3,1692.2,4,3,74,0,302172.46
P01780,10021,5,2335.8,1,2,29,3,394417.81
P01781,10002,14,894.8,5,3,61,2,218324.83
P01782,10011,3,2783.4,6,3,18,2,607890.28
P01783,10001,6,3022.1,2,4,75,0,572582.07
P01784,10029,11,800.0,6,1,6,0,242429.37
P01785,10022,4,1751.2,5,1,60,3,481422.7
P01786,10008,15,1440.5,5,1,8,2,319248.71
P01787,10006,10,1667.6,3,1,71,0,270744.6
P01788,10003,1,1590.8,1,3,77,2,169237.56
P01789,10015,4,2205.9,3,1,66,3,439553.12
P01790,10023,12,1743.7,5,1,63,3,349953.14
P01791,10018,13,1344.5,4,2,38,1,379547.36
P01792,10027,14,1713.9,4,4,19,1,364455.1
P01793,10011,13,2057.4,5,2,79,3,522966.81
P01794,10009,2,1208.1,3,2,42,1,209294.33
P01795,10015,11,976.9,1,2,66,2,243412.7
P01796,10007,2,2796.4,6,4,57,3,553292.94
