date,feature_1,feature_2,feature_3,feature_4,feature_5,target
2023-05-15,1.230258,-1.499568,1.70613,-1.327501,0.191615,0
2022-04-21,-0.714877,-0.885199,-0.179635,-0.536956,-1.041867,0
2023-01-07,-0.947063,-0.444431,0.786804,0.322207,0.131083,1
2023-07-11,1.796095,-0.644957,0.939465,1.371293,0.431692,0
2023-10-25,0.34415,-0.649079,1.17822,1.113966,0.227189,1
2023-08-08,-0.493338,0.715257,-0.603717,-0.122527,0.802736,0
2022-06-24,-1.659888,-0.771834,-0.311578,0.321115,-0.015818,0
2022-02-12,-1.176615,-0.84296,-0.419848,-0.921028,-0.701599,0
2022-09-14,0.656819,1.558528,-2.298763,-0.771877,1.378436,0
2023-07-12,-0.065898,0.085533,0.654925,0.675348,1.429375,1
2023-10-15,-2.227932,0.089984,-0.178035,-1.379251,-0.786002,1
2022-03-03,-0.361833,1.041409,-0.397329,0.801656,0.865755,0
2022-01-25,-1.21656,-0.572971,1.3524,0.493674,-0.548162,1
2023-04-29,0.077641,-0.052527,0.864257,-0.925452,-0.986054,1
2023-10-17,-0.070534,-0.694733,0.040247,0.441789,1.003871,1
2023-07-01,-1.84787,-0.347773,0.443052,0.381738,-0.305267,1
2022-07-29,0.06459,-0.049758,-0.344998,0.676588,-1.163919,0
2022-12-22,-1.351796,-1.456582,1.441337,0.028562,0.80891,0
2022-09-16,-0.742679,-0.464203,-0.265749,0.123159,0.542451,0
2022-10-08,0.296033,-2.088083,1.030132,-0.108138,-0.009984,1
2023-06-14,1.131357,1.352664,0.532275,1.01114,1.549995,0
2023-03-01,-1.890372,0.463068,-0.680886,2.192803,-0.009435,1
2022-01-02,-0.154529,-0.545884,-0.47232,0.336832,-0.392799,0
2022-04-16,-0.395244,-0.997582,-0.169409,-0.414394,0.555677,0
2022-05-03,-0.639503,-1.893212,0.090778,-1.33993,-1.23154,1
2022-06-18,0.826407,1.222376,-0.353603,-0.820376,-0.849501,0
2023-10-23,1.050913,-0.107523,-0.049484,-0.42787,-0.100026,0
2023-11-17,-0.228985,0.337235,0.344588,0.433671,0.532811,1
2022-01-28,1.309551,-0.558887,-0.445922,-0.287213,-1.350189,0
2023-02-28,0.771036,-0.484777,-0.533681,1.827355,-1.23159,0
2023-02-09,0.718622,-0.627765,-1.331032,-0.054743,-0.078877,0
2023-11-10,-0.412593,0.883442,-0.51166,0.430723,1.260441,0
2022-04-28,0.324013,-0.431295,0.03836,2.237287,0.539224,1
2022-02-27,-0.151052,0.089938,-1.117319,-0.715619,-1.31944,0
2023-03-13,0.704412,0.316964,0.387507,0.698781,0.515921,0
2023-09-25,1.507919,1.675572,-0.948179,0.263972,1.300814,0
2022-11-23,0.512595,0.90496,1.177454,-0.390201,-0.438427,1
2023-02-13,-0.216172,-0.545696,0.1976,-0.231369,0.178384,0
2023-11-10,-1.020329,0.310254,0.871609,0.642195,0.596377,1
2023-02-16,-1.592975,-0.242105,1.362224,0.23832,0.428985,1
2023-03-30,-0.008368,-0.927745,-1.222772,0.486538,0.913708,0
2022-06-16,0.697488,-0.727126,1.057021,0.342696,0.059366,1
2023-12-30,0.69637,-0.736549,0.169592,0.93235,-0.339804,0
2023-07-07,1.344405,-0.404399,1.304506,-1.386161,-0.098587,1
2022-03-28,0.632858,-0.297118,0.510194,-0.481662,1.624596,0
2023-03-14,-0.053343,1.389147,-0.208374,0.586929,0.302048,0
2023-01-07,0.304669,0.919168,-0.72458,-0.851011,-1.594275,1
2022-07-03,0.010983,-0.220616,-0.708355,-0.530379,1.195335,0
2022-10-28,-0.999985,0.310713,-1.566749,-0.523018,-0.538608,0
2023-02-07,0.640302,0.010134,-0.012762,-0.409522,0.185963,0
2023-02-15,-4.389115,0.053346,-0.44147,-0.405443,-0.293147,0
2023-09-02,-0.823829,-0.768937,-1.20327,1.357327,-0.323924,0
2023-03-05,0.177521,-0.49652,-0.337549,-2.158654,0.446513,0
2023-09-20,-0.500841,0.14286,0.196794,1.331037,-0.024071,1
2023-07-18,1.489638,0.060841,-1.312946,0.198432,-0.100013,0
2023-03-12,0.121038,-1.061127,0.7544,0.971111,-1.692618,1
2022-03-28,-1.320489,-0.316471,1.034416,-0.887124,0.939783,0
2023-10-01,1.091205,-1.982579,0.07948,1.220186,0.901953,0
2023-08-24,-0.296146,-0.496241,-0.002466,1.552209,-0.551961,1
2022-07-25,0.752872,-0.550975,1.847412,1.124327,0.601115,1
2023-12-28,-0.087294,0.365833,0.574357,1.053653,1.770402,1
2023-09-27,1.202378,-0.775235,-0.406925,1.083011,-1.765544,0
2023-04-27,0.623642,0.926206,-0.626217,-0.494707,-1.73548,1
2022-07-25,-1.540734,-1.561337,0.519293,0.306703,0.341904,0
2023-07-04,0.453061,-1.314802,1.142747,1.326179,-0.622264,0
2022-06-14,-2.37729,0.533776,0.968294,0.323676,1.230408,0
2022-06-13,-0.304973,0.536263,2.144203,-1.254809,1.266531,0
2023-03-15,-1.708088,-0.556958,0.22112,-0.024907,-0.537213,0
2022-02-27,1.797561,1.431133,-1.582216,0.913027,-1.414699,0
2022-03-09,1.165308,-0.782472,-0.329483,-1.150074,0.388794,1
2023-03-29,0.145167,-0.985647,-0.258625,0.454697,0.987827,0
2022-06-25,-1.702779,-1.029888,-2.149408,0.161786,-0.351712,0
2023-05-26,-1.044222,1.651726,0.08462,0.065913,-0.514991,1
2023-10-27,-0.873063,-0.360418,0.369302,-0.062837,-0.563178,1
2022-03-26,0.00134,-1.20316,0.128206,-0.803636,-1.098946,1
2023-08-15,1.025687,1.640477,-0.036243,-1.533828,-1.086973,0
2023-02-28,-0.377236,1.021704,1.544274,-1.148735,0.699852,1
2022-12-22,-1.098925,-0.93289,-0.521734,0.550754,0.151834,0
2022-08-30,-0.443902,0.815957,-0.64416,0.753434,-0.361446,1
2023-10-16,0.364041,-0.086235,-0.795323,1.062297,-0.466921,0
2022-05-05,0.141419,-1.099861,0.136403,-1.591247,-1.917691,0
2022-07-01,0.765955,0.495274,0.016124,0.835464,-0.231664,1
2022-09-28,-0.178572,-0.734256,0.870199,-0.438087,-0.946346,1
2023-08-27,-0.992912,0.341758,1.825189,0.99031,-0.045011,1
2022-01-21,0.263717,1.283599,-1.390156,1.359312,0.606008,0
2022-04-28,-0.217685,0.577676,0.612861,-0.407514,-1.383732,0
2023-04-29,-0.358054,-1.983709,1.845928,0.537236,-0.137183,1
2023-08-27,0.71196,-0.029414,0.454337,-0.072279,0.142014,0
2023-06-18,-0.015779,-0.797882,0.849134,0.079242,-0.616506,1
2022-06-14,0.675145,0.82254,0.262288,0.133763,-1.307417,1
2023-06-25,-1.321571,1.387429,-0.365481,0.620848,-1.448751,1
2023-09-02,-0.012756,1.858178,0.167522,0.762334,-0.200424,1
2022-05-18,-0.78318,-0.454957,-0.796554,1.054626,-0.677743,1
2023-01-05,-0.976385,-0.907537,1.768124,0.132261,1.096154,1
2023-03-23,1.998466,-1.80461,0.976264,0.352138,-1.058773,0
2022-02-11,-0.765535,0.814504,-0.222945,2.450479,0.463102,0
2022-01-22,0.152563,0.820426,0.364755,-0.126434,-1.262118,1
2022-12-10,0.868582,-1.099354,2.521552,-0.232242,0.116309,1
2023-07-16,-0.563581,-0.77713,0.505318,0.543078,-1.220653,1
2023-04-08,0.008932,-0.692567,1.403814,-0.153455,-0.204135,1
2022-01-13,-0.040763,-0.343653,0.74542,1.488986,0.261491,1
2022-01-20,0.351756,0.44174,-0.44719,0.188088,1.267277,0
2022-12-05,-0.47186,0.660678,-0.452305,-1.028096,0.484666,0
2023-05-31,-0.333885,1.112448,-0.49318,0.170798,1.7153,0
2022-09-02,-2.703818,-0.961214,-1.005358,-0.892078,0.46269,0
2023-08-27,0.406828,1.393674,-0.664253,-1.156734,0.517737,0
2022-01-23,-0.296571,-0.84166,-0.62885,0.735944,2.364042,0
2023-05-06,1.8313,0.271357,-0.554841,1.840777,0.713402,0
2023-11-24,0.693362,-1.42775,0.827659,-1.406041,-0.759171,0
2022-10-24,-0.074763,-0.369053,0.464046,-0.703931,1.359411,0
2022-01-18,-1.287423,-2.347174,1.330322,0.616583,-0.994044,1
2022-01-19,1.728698,1.848782,0.112338,1.573255,-1.074374,1
2022-03-23,-0.271674,-0.032013,0.556769,-0.087357,0.413307,0
2022-12-17,0.542676,-1.451312,1.296838,0.737582,-0.800077,1
2022-05-05,-0.113168,0.071196,-2.188749,-0.048962,1.042243,0
2022-01-04,0.289119,-0.102381,0.043675,0.036373,-0.894523,1
2022-05-14,0.087963,-0.109075,-0.835507,-0.033458,-0.368698,0
2023-07-30,-1.322134,0.206697,-0.729342,0.30417,2.24377,0
2022-09-04,-0.668909,-0.71986,-0.214336,0.470358,-0.476203,0
2023-04-13,1.758111,2.221027,-0.189684,0.752255,-1.060765,0
2022-11-11,0.245947,-0.196168,-0.927093,1.458695,1.504038,0
2022-03-05,0.724283,-0.215611,0.053743,1.036277,0.431906,1
2022-04-02,-0.725392,0.330385,-1.638717,-1.082806,-1.047823,0
2023-10-10,-0.071478,0.709534,0.610069,0.209617,-0.102168,1
2023-03-03,1.073009,-1.226133,0.95988,-0.155755,0.646328,0
2023-02-20,0.598834,-0.340268,1.324775,-0.468432,0.555479,0
2023-08-14,1.337368,-0.917295,-1.404355,-0.442713,-1.613599,0
2022-06-02,-1.808144,0.95827,-0.368234,-0.345865,-0.449216,0
2023-01-09,0.263425,0.412423,1.421863,-0.235688,0.869542,0
2022-01-19,2.905067,-1.371501,0.157437,2.614027,0.900427,1
2023-04-24,-1.74032,-2.50419,-1.194411,-0.798557,-0.005509,0
2022-04-08,-0.213805,0.278398,0.183757,-0.458012,-1.469296,0
2023-05-27,0.488205,1.275265,0.823318,-0.03323,0.546948,1
2022-06-03,0.390455,1.280129,-0.593511,-0.977757,-1.207375,0
2022-04-25,-1.587098,0.758796,-0.979003,0.871916,-0.920726,0
2022-05-06,-0.94053,-0.315488,0.085468,0.849706,0.54218,0
2023-09-04,-0.212839,0.574443,-0.171806,0.946428,0.190868,1
2023-05-21,-0.830698,0.049851,-0.88128,-0.787515,0.294876,0
2022-11-17,0.250298,-1.065647,-0.176259,-1.039351,-1.092743,0
2022-06-26,-1.861194,-2.130148,0.502089,1.434986,1.973191,1
2022-08-11,-0.373514,-0.783427,-1.027603,2.06801,-0.030121,1
2023-02-06,-0.74247,0.938893,0.090189,-1.448335,0.683723,0
2022-09-27,-0.781191,-0.982686,2.258696,0.091131,-0.301389,1
2023-08-21,1.706858,-1.744593,0.498385,-1.078499,-0.513084,0
2023-01-24,0.39898,0.272345,0.271951,-0.107911,-0.144914,0
2023-12-17,0.22738,0.050199,-0.139742,1.158659,-0.770814,1
2022-02-02,-0.331488,-0.724109,-0.461349,1.023108,0.088634,1
2023-07-30,1.650369,0.387874,1.171553,0.149647,0.490369,1
2023-09-29,0.318473,0.193327,2.03928,0.123519,0.452588,1
2023-07-25,1.152219,1.439634,-0.245514,-0.47374,-1.169799,0
2022-05-09,-0.917754,-0.785053,0.85912,1.0601,0.650385,1
2023-05-12,0.777934,-0.343009,-0.380477,1.003426,-1.436189,1
2022-12-09,0.725324,-0.246316,-0.327501,-1.32202,-1.038591,0
2022-10-10,0.562858,-0.384223,1.131401,0.12929,1.323451,1
2022-05-01,-1.567177,0.263123,-0.418307,1.264631,-0.440022,0
2022-08-21,-0.723236,0.667956,0.272692,-0.882304,0.083641,0
2022-02-19,-0.521323,0.719562,1.160559,1.032135,0.189987,0
2022-11-01,1.061519,1.433784,-0.070977,0.254613,-0.96957,0
2022-11-23,-0.516625,-0.327935,0.889988,0.389708,-0.037163,1
2022-02-03,-0.833369,-0.506477,0.626888,-1.233966,0.066471,0
2023-02-25,-0.347431,-0.900552,-0.440385,0.319548,-0.512106,1
2023-07-03,0.431183,0.403523,-0.674514,0.401942,-0.890839,1
2022-11-25,-1.307667,0.267919,0.233097,0.02219,-1.058615,0
2023-12-09,-0.335071,-0.185621,1.150203,-0.216157,1.378792,1
2022-01-24,0.989584,0.669754,-1.313502,-0.328087,-0.398579,0
2022-03-25,0.690104,-0.75761,-0.616498,-0.107839,-0.44069,1
2023-01-07,0.509248,0.204163,0.208007,-0.482513,-0.484217,1
2022-04-12,0.462212,-0.875306,-0.157423,-0.040954,-1.591635,1
2023-04-28,0.392499,0.512559,1.211015,-1.116825,-0.282467,1
2022-04-20,-0.624603,0.484226,2.77612,-1.018556,-1.648817,1
2023-04-13,-1.129795,-0.917149,-0.86794,-0.741588,1.841702,0
2022-01-28,-0.205162,0.274535,0.148895,0.918546,0.159754,0
2022-01-30,-1.482185,-0.535667,-0.825777,-0.476894,1.841365,0
2022-05-02,2.386952,-1.033131,2.496514,0.561558,0.500704,1
2022-08-18,-0.908998,1.580747,0.65302,-0.98364,1.027716,0
2022-04-29,1.175507,1.243089,0.891809,0.006427,-0.497621,1
2023-02-13,0.469536,1.30145,0.203787,-1.44881,0.509365,0
2023-09-15,0.289487,-2.271377,-0.173895,-0.948729,-1.278368,0
2023-02-28,0.701036,0.290846,0.029795,1.100233,-0.853045,1
2023-01-22,0.134619,-0.961284,-1.143866,-0.129155,-0.637934,0
2023-06-01,-0.693081,0.8674,0.263937,0.974193,1.991905,0
2023-10-11,1.299978,1.619262,0.046279,-0.278557,0.260627,0
2023-06-30,-0.210258,-1.194003,1.033673,-1.053972,-1.165944,1
2023-12-03,1.945472,0.792705,-0.557255,-0.951148,-1.293551,1
2023-11-03,1.288631,-0.402607,-0.092928,0.193736,0.353069,0
2022-05-02,0.135123,1.810712,-1.052752,0.388677,-0.913855,0
2022-06-21,1.209265,0.499483,-1.278721,-0.099623,1.12551,0
2023-09-10,-1.168264,0.51313,1.174704,0.541711,-0.218539,1
2022-01-20,1.573355,-0.280572,-0.94198,-0.425678,0.676698,0
2022-06-30,0.584169,0.774761,-1.597991,0.931468,0.601077,0
2023-02-05,-0.722122,-0.544587,0.381888,0.946609,-0.503417,1
2022-12-14,-2.650224,-0.522912,0.62275,-1.204383,0.61934,0
2022-06-03,-1.047287,0.00997,-1.052422,0.865659,0.105751,0
2023-07-01,0.936113,-0.525203,0.554619,-0.319611,-1.502184,1
2022-11-18,-0.164844,-1.005743,0.027551,-1.371035,0.999319,0
2023-08-17,0.454303,-2.293391,-0.221998,0.286371,0.866328,0
2023-09-24,-0.368137,1.201136,-0.140602,1.151652,-1.264959,1
2023-08-24,0.198359,0.757908,0.038536,-1.67216,0.987234,0
2022-06-26,-0.632086,1.448622,-1.634089,0.893655,-1.69742,0
2023-10-02,0.959546,-0.977664,-1.108422,0.247241,-0.163145,0
2022-06-13,-0.039099,0.809546,-0.105672,-0.490111,-1.806044,0
2022-10-02,0.446141,1.157281,-0.567691,0.483254,-1.401566,0
2023-12-15,0.735984,-0.425638,-1.976865,-1.437654,0.303098,0
2023-12-30,1.373088,0.795223,0.980864,-0.091574,-0.615279,1
2023-12-28,-0.240708,0.362535,0.786177,0.087596,0.878349,1
2023-06-18,0.830398,0.058113,0.673359,-0.137883,-1.040836,0
2022-04-11,-0.164651,0.450194,-1.161942,-0.076657,-0.008369,0
2022-08-15,-0.522238,-2.135196,-0.743387,0.557836,-0.180048,1
2022-10-13,-0.316125,1.384891,-1.111048,-0.712963,0.071544,0
2023-05-03,-1.721951,0.711247,-0.271339,-1.682125,0.630505,0
2022-08-21,-0.115804,-0.693014,-1.383183,1.32757,-1.147791,0
2022-05-22,0.094827,0.523965,0.444211,0.321758,-1.370777,1
2023-07-17,-0.700793,-0.589869,0.039881,-1.392136,0.521191,0
2022-12-23,0.614644,0.312883,0.437008,1.082346,-0.224613,1
2022-12-15,-0.850207,-0.671236,-0.957661,0.699172,0.089629,0
2022-04-20,0.322797,-0.063116,0.685438,1.501668,0.121502,1
2022-05-23,-1.202697,-0.462765,0.541321,0.8689,-1.734264,1
2023-10-31,-0.139257,-0.070027,1.191403,1.277569,-0.451645,1
2023-12-12,0.901705,-0.670091,0.276944,0.41392,0.280945,0
2023-06-19,-0.365098,0.691169,0.049399,0.06186,0.662093,1
2023-08-03,1.277766,-0.661241,0.968299,-0.504539,-0.056698,0
2022-08-08,1.057189,-0.730736,0.926765,0.86839,0.40607,1
2023-05-07,-0.306868,0.062953,-0.383146,1.008061,-1.212653,0
2022-02-07,-0.086101,-0.815631,0.102057,0.619711,1.18955,0
2022-10-14,0.396487,-0.12821,2.78767,-1.54102,2.224071,0
2022-08-09,0.013237,-1.171294,-1.266921,2.00158,-0.966358,1
2022-03-29,-1.058281,0.09711,0.316466,0.570187,0.228522,0
2023-01-02,0.824743,-0.391815,0.209096,0.739961,-0.583702,1
2023-12-15,1.885692,-0.327441,-0.948922,-0.842567,-1.193036,0
2022-03-09,-0.867005,0.274724,-1.097393,-1.221779,-0.247025,0
2022-12-05,-0.23625,0.24446,1.859871,-0.7625,1.027516,1
2023-01-24,0.303743,0.55436,0.164616,0.284036,2.430095,0
2022-03-20,1.319013,2.420939,-0.31528,1.474019,-1.108237,0
2023-05-09,1.768425,0.353833,-2.208856,-0.706806,-0.931466,0
2023-11-18,-1.037687,0.988532,0.226621,-0.260443,-3.407281,1
2022-05-02,-1.598052,0.814629,0.442037,0.015097,-0.624001,0
2022-02-04,0.619171,-0.462889,0.602675,1.642683,-0.548263,1
2023-11-01,0.567446,1.113421,0.048506,-0.593271,1.17757,0
2023-10-07,0.525815,1.867896,0.533797,1.779279,-0.21452,1
2023-02-24,0.321791,1.26295,0.156294,-0.18686,0.922653,0
2023-04-05,0.111959,-0.907106,-0.636426,1.59238,-0.364283,1
2022-06-30,0.762149,0.842051,-0.42988,-0.300024,-0.295609,1
2023-02-05,-0.544571,-1.111254,0.617576,0.293469,-1.084727,1
2022-10-13,-2.236925,-0.940372,0.686829,-0.667205,0.516711,0
2022-06-05,0.319095,-0.211915,-1.104582,-0.213458,-0.121955,0
2023-02-02,-0.725394,1.290757,0.855141,-1.321307,-0.595759,1
2023-01-28,0.992477,0.1154,-0.675217,0.668616,2.196919,1
2023-10-18,1.283762,-0.639743,-0.994901,-0.543784,-0.946126,0
2022-10-21,-1.542485,-0.090762,0.780155,0.134226,0.292695,0
2022-09-12,1.081375,0.944412,2.014242,-0.118377,-0.616644,1
2022-06-28,0.089593,-0.976958,-0.071483,-0.563313,1.475542,0
2022-06-29,-0.702755,0.550864,-1.056578,1.116601,1.945384,0
2023-09-27,1.166567,-1.861883,0.513233,-1.057853,-0.589693,0
2022-04-10,0.959591,-1.190366,-1.142315,0.252704,-0.235025,1
2023-05-03,1.493302,1.58973,0.586454,-1.359014,0.422172,0
2023-06-28,1.469571,-0.424417,-0.299163,0.093961,0.741291,0
2023-12-29,-0.148206,0.430659,-0.935928,0.110761,-2.57407,1
2022-05-19,1.071305,0.101651,1.203491,1.310877,0.035296,1
2022-12-22,0.180335,0.829043,-0.049783,0.458374,-0.25022,0
2022-12-10,0.426447,0.154503,1.018074,0.534543,0.062877,1
2023-07-29,-0.616217,1.228921,0.387565,-1.193857,0.480902,1
2022-05-11,-0.300765,-0.482732,-0.460371,0.231629,0.585629,0
2022-07-29,0.11698,-1.148668,0.479885,1.020739,-0.342005,1
2023-03-30,-0.661624,1.319529,0.477361,-0.394943,-0.736538,0
2023-01-16,-0.437027,-0.034606,-0.825836,-1.176006,-0.611489,0
2022-06-13,-0.620519,1.231928,-0.47499,0.445125,0.029248,0
2022-05-07,1.477394,0.792401,-0.083094,-0.965598,-0.135809,0
2022-03-16,0.339875,1.113208,-1.889277,1.03828,0.637841,0
2022-02-21,-0.975959,-0.537037,0.122503,0.283741,-0.737007,0
2022-11-10,0.074777,0.138671,0.902465,-0.014395,-0.178754,0
2023-02-11,0.40524,-1.62306,-1.38833,-0.481681,1.095814,0
2023-06-07,0.663112,1.165011,1.723209,-0.433069,-1.434535,1
2023-08-20,-0.159672,-1.446283,-0.319861,0.789901,-1.170485,0
2022-03-08,0.06992,-0.165123,0.814238,-0.151619,0.450465,0
2023-01-14,0.570201,1.565565,1.926586,0.921294,2.216504,1
2022-08-13,-1.725354,-0.292906,0.117765,-1.374326,-0.497957,0
2023-11-14,0.759303,-1.306313,-1.527891,-0.610905,-0.422439,0
2022-02-13,-1.281069,-0.676053,0.770738,1.140682,0.230851,1
2023-01-22,1.512144,-0.007776,-1.453683,-0.45992,-0.16985,0
2022-02-02,-0.189244,0.620017,1.239688,0.814789,-1.234637,1
2023-07-09,-0.167207,-0.378121,0.400252,-0.306074,-0.854842,0
2022-10-26,-0.765356,-0.437027,0.610203,-0.017466,-1.019577,1
2023-03-24,0.736056,-0.806022,0.294889,-1.658344,-0.427706,0
2022-01-01,0.879398,0.865807,0.75303,-0.017818,-1.443033,0
2022-10-03,-0.906431,-2.10204,-0.124124,-0.298138,-0.605006,1
2023-10-19,0.101215,0.815437,-1.351497,0.374478,-1.723145,0
2022-09-28,-0.14204,1.063812,0.698523,0.584145,1.180366,0
2022-10-03,0.375108,0.252806,-0.751424,-0.191437,2.449111,0
2022-01-07,-0.079718,-0.503217,-0.25621,-0.006779,-0.385396,0
2023-11-05,0.172651,1.332662,-0.256806,-0.360915,-0.073755,1
2022-10-15,-0.040095,-0.095619,0.70628,-1.483628,-0.125218,0
2023-02-26,1.769083,0.439115,-0.20419,0.664779,-0.672753,1
2022-12-22,-1.187527,-1.909137,0.335505,-2.068467,1.182166,0
2022-12-17,-0.014334,0.80608,-1.031388,-0.65142,-1.094995,0
2022-12-21,-0.332597,1.783857,0.822848,1.280621,-0.302091,0
2022-01-22,1.471492,0.996793,-1.772235,0.033561,-0.227171,0
2023-07-30,-1.382735,0.660116,0.340268,-0.685605,-0.166187,1
2023-06-24,-0.273097,0.598671,0.022645,0.325485,-0.147227,0
2023-02-12,0.320292,1.056972,-0.115232,-1.290836,0.484664,0
2022-07-30,0.511514,-0.635914,0.052238,0.047877,-0.620719,0
2023-04-16,-0.021708,-0.375327,1.677322,0.466969,0.063268,0
2022-07-05,-0.32054,-0.023373,-0.060446,0.115241,1.17439,0
2022-05-09,-0.144284,-1.399068,0.011457,-1.488629,-1.277057,0
2023-05-11,-0.477207,0.887126,-2.725046,-0.073424,-0.868108,0
2022-05-17,1.808915,-1.421378,-1.039994,0.509633,-0.250166,1
2022-05-25,-0.560449,1.520123,-0.358552,-0.926275,0.740235,0
2023-12-11,2.335996,-0.152288,-0.515588,1.604787,-0.280278,0
2023-12-02,1.569978,0.547115,-0.088591,0.378973,-0.965181,1
2022-07-15,0.141169,-1.584723,-0.136001,-0.441422,-0.028462,0
2023-10-14,0.888844,-0.984761,-0.67044,-0.195709,-0.234972,0
2022-09-10,-0.227766,0.0913,-0.11553,0.313052,0.890924,0
2022-11-28,0.272333,-0.68107,1.316781,-1.587223,1.682321,0
2022-06-08,0.603007,1.324283,1.527579,-3.027833,-0.670561,0
2022-11-21,-0.768643,0.134592,-0.685324,0.343216,-0.199012,0
2022-10-09,0.394811,1.026601,0.545212,-0.540721,0.443426,1
2023-07-10,0.329318,1.110676,-0.472247,0.376866,0.469975,0
2023-07-13,0.6332,-0.411613,-1.020139,-0.451843,-0.512106,0
2022-11-26,-1.738815,-0.157277,-0.068383,1.195665,-0.006536,1
2022-07-03,1.435994,0.541984,-0.019842,1.409567,-0.748622,1
2022-12-19,-2.014714,-0.411684,1.062663,0.522746,1.352844,1
2022-07-30,0.303467,-0.862801,-0.249812,-0.527146,0.920399,0
2023-06-15,-0.447419,-0.9433,0.534797,0.707173,-0.254166,1
2023-04-02,0.92656,2.218714,1.370313,-0.954338,-0.733875,1
2022-11-27,0.690557,-0.967159,-1.4804,-1.129238,-0.475282,0
2023-02-16,0.584828,0.01708,0.884041,0.061286,1.038178,1
2023-11-21,1.630276,1.221805,0.948533,-0.430854,0.944806,0
2022-09-11,0.889346,0.585872,-0.207252,2.568801,-0.2901,1
2022-04-04,1.62007,0.793808,0.496332,2.66151,-1.669256,1
2022-08-18,0.835615,-1.10177,-0.610055,-0.490845,0.463515,1
2023-08-26,-0.045762,0.676276,0.918208,-1.223307,1.776486,0
2022-08-22,-0.342845,1.032606,0.754986,-0.324999,-1.358213,0
2023-12-23,-0.625004,0.562993,0.177642,-0.290891,-0.184971,1
2022-07-19,-0.831523,1.401866,-1.292446,0.542567,1.2162,0
2023-03-19,2.055477,-0.448789,-0.276619,-0.069819,-0.412008,0
2022-10-23,-0.566189,-0.704653,2.811437,0.077262,0.16908,1
2023-02-22,0.032315,0.188122,0.922963,1.000504,0.767236,1
2022-08-03,0.227163,-3.01779,0.510845,-1.626317,-1.987713,1
2023-02-27,1.12661,-1.481629,0.935311,1.191232,1.747452,0
2023-05-11,0.065169,-1.353492,2.065746,-0.018644,-0.882145,1
2023-04-23,1.054042,0.031375,0.077547,-0.774571,0.2263,0
2022-02-21,1.112966,-0.637269,-1.736751,-0.637249,-0.409443,0
2022-09-18,-0.608367,-0.467026,0.308735,-2.152006,0.567561,0
2023-07-16,0.653501,-0.629131,-0.191754,1.908634,1.171877,0
2022-07-03,-0.586516,0.811764,-0.715081,-0.889085,-1.075833,0
2022-08-07,1.249023,0.792413,0.467625,0.453301,0.048476,1
2023-03-01,-0.38266,0.018151,-2.254209,0.236536,-0.027134,0
2023-09-18,0.29841,0.437284,-0.405958,1.61287,0.475532,1
2022-09-26,-1.050172,-0.179091,-0.467742,-0.742553,1.525327,0
2022-08-07,-0.766462,1.084353,0.621065,-1.358122,0.627512,0
2022-11-07,0.482386,-0.800563,1.762201,-1.242451,0.141022,1
2022-09-06,-2.022447,-0.25222,-0.640007,-0.210589,0.800902,0
2023-08-04,2.05202,0.752183,1.638226,-1.784791,-0.11759,0
2023-04-05,-1.446946,1.014829,2.349416,-1.022937,-0.030141,1
2023-09-20,-0.50335,-1.599237,0.513629,-1.378513,1.223023,0
2023-01-01,-1.411537,1.6541,-0.030683,-0.989335,1.156684,0
2023-07-20,-0.688672,-0.77171,2.670031,0.761725,-1.768779,1
2023-03-12,-1.402096,-0.097555,-0.668637,-1.546329,-0.238666,0
2022-10-23,-0.177014,-1.989438,1.681602,-0.661551,-1.004672,1
2022-12-24,-0.44568,0.015282,-0.133125,1.55472,0.976852,1
2022-04-07,-1.485055,-0.322312,0.894713,1.237261,1.01819,1
2023-12-14,-0.474367,1.735624,-0.036272,-0.101871,-0.918774,1
2023-10-29,-0.103362,1.494294,0.810662,0.503094,1.654402,1
2023-06-05,-0.910039,-1.32467,0.394823,1.098495,0.628375,1
2022-05-19,0.453019,0.069689,-0.115007,-0.590046,-0.298367,0
2023-06-29,0.445213,0.057165,-0.108239,-1.287802,-1.053077,0
2022-02-13,-0.627588,-0.363475,-0.262726,1.547275,0.327827,0
2022-07-27,-0.567722,0.161762,0.322835,0.421826,0.09695,1
2023-08-22,0.075805,-0.537861,1.253034,-1.314504,1.537871,0
2022-01-29,0.459386,-0.700639,1.660061,1.097935,-0.497959,1
2022-11-20,-0.422914,1.092186,-0.477203,-1.761337,-0.334855,0
2023-11-20,-0.564372,0.733067,-2.007236,-0.219771,0.153883,0
2023-06-12,0.380935,1.34203,-0.324995,-0.833682,0.985676,0
2023-01-29,-1.763086,-0.368067,-1.548798,0.467946,0.779562,0
2022-01-07,-1.447112,0.078802,-1.10143,-1.030469,0.117674,0
2022-05-02,-0.102662,-0.394675,-1.151695,-1.379971,-0.220596,0
2023-10-16,0.322676,-3.584981,2.073719,1.156886,-0.211587,0
2023-01-10,-0.936598,0.65253,-0.218617,1.241693,-0.607968,1
2022-04-19,0.328368,0.997669,-1.08097,0.319178,-0.416367,0
2023-08-30,0.479618,-0.97068,-0.511498,-0.415012,0.702453,0
2022-07-17,-2.861518,0.164824,1.360783,0.476071,-1.566225,1
2022-04-27,0.452538,-1.101207,-0.584474,0.506282,-1.140145,1
2023-11-08,-0.964647,0.482166,-1.120386,-0.041705,-0.277789,1
