company_id,founding_year,industry,employees,initial_funding_usd,marketing_spend_pct,revenue_growth_pct
CO00554,2023,healthcare,8,759438,8.98,36.95
CO00555,2024,healthcare,168,75234,25.87,56.28
CO00556,2021,retail,20,3196111,19.99,38.61
CO00557,2014,healthcare,160,760801,16.29,55.02
CO00558,2014,retail,22,2430964,11.85,29.33
CO00559,2023,healthcare,13,229516,12.34,52.68
CO00560,2014,tech,124,719540,28.05,51.19
CO00561,2018,retail,31,288891,20.13,40.61
CO00562,2021,manufacturing,31,8164965,27.87,27.04
CO00563,2024,healthcare,9,558231,29.17,52.89
CO00564,2024,retail,21,450227,16.41,24.43
CO00565,2020,manufacturing,51,176931,18.3,28.67
CO00566,2013,healthcare,9,157640,19.69,31.7
CO00567,2022,manufacturing,19,711723,25.18,32.25
CO00568,2023,services,22,2278835,19.77,50.34
CO00569,2014,manufacturing,35,112519,3.44,23.66
CO00570,2017,tech,145,569867,28.27,39.37
CO00571,2012,retail,25,639434,19.83,19.77
CO00572,2019,manufacturing,17,905938,26.1,37.81
CO00573,2024,tech,500,14545,12.74,35.52
CO00574,2021,retail,21,69601,14.24,21.95
CO00575,2017,healthcare,27,28805,20.67,58.36
CO00576,2024,tech,23,472488,23.29,51.35
CO00577,2016,retail,25,72988,2.35,7.94
CO00578,2010,services,36,163982,12.22,21.59
CO00579,2024,manufacturing,83,40596,23.1,32.12
CO00580,2024,retail,50,197506,29.77,38.55
CO00581,2013,tech,97,46713,0.35,46.05
CO00582,2010,healthcare,94,2014369,7.94,28.04
CO00583,2024,manufacturing,41,1153666,13.95,28.03
CO00584,2016,manufacturing,48,597469,6.69,22.44
CO00585,2017,tech,100,241860,0.81,35.14
CO00586,2021,retail,11,10000,16.19,25.65
CO00587,2019,tech,403,176943,19.48,30.22
CO00588,2023,healthcare,20,96479,12.48,40.61
CO00589,2020,services,23,725450,11.1,38.24
CO00590,2016,manufacturing,10,1527914,29.57,38.49
CO00591,2013,services,10,846838,14.33,47.79
CO00592,2024,tech,88,5532092,23.94,42.47
CO00593,2014,healthcare,321,141970,8.62,11.21
CO00594,2017,manufacturing,19,130672,24.91,38.97
CO00595,2014,manufacturing,47,3526288,24.71,26.02
CO00596,2022,healthcare,41,616881,8.03,35.34
CO00597,2014,tech,90,269952,19.68,41.35
CO00598,2017,manufacturing,305,17770356,20.46,17.99
CO00599,2010,tech,152,1404878,13.28,30.88
CO00600,2014,manufacturing,26,302220,23.21,26.15
CO00601,2018,retail,56,112208,9.21,31.51
CO00602,2022,manufacturing,62,6280909,14.53,28.54
CO00603,2023,services,32,669304,29.7,48.7
CO00604,2017,retail,11,464647,5.36,23.93
CO00605,2020,tech,15,1710938,4.43,51.06
CO00606,2021,tech,104,2571952,4.27,36.62
CO00607,2014,services,116,1328737,29.94,25.38
CO00608,2023,manufacturing,27,2592028,4.8,26.57
CO00609,2017,healthcare,43,1091156,5.71,43.96
CO00610,2022,healthcare,110,1342147,20.84,38.48
CO00611,2020,tech,6,102408,22.78,59.59
CO00612,2012,services,21,16530335,15.81,35.2
CO00613,2014,tech,249,37520,29.48,47.78
CO00614,2023,tech,45,821391,1.17,54.09
CO00615,2010,services,11,30530,18.62,36.56
CO00616,2023,manufacturing,37,363575,18.19,26.17
CO00617,2022,healthcare,92,141126,9.64,34.52
CO00618,2013,tech,5,580422,26.98,67.24
CO00619,2022,manufacturing,39,876345,16.59,31.38
CO00620,2017,retail,23,65338,7.39,43.23
CO00621,2014,healthcare,6,417137,2.65,38.85
CO00622,2019,services,36,7183867,3.21,28.88
CO00623,2023,services,29,32063,26.92,35.08
CO00624,2024,retail,32,80169,7.51,26.52
CO00625,2022,healthcare,23,2474401,27.21,34.02
CO00626,2023,healthcare,12,516644,3.6,33.31
CO00627,2018,services,8,598576,29.52,41.78
CO00628,2024,manufacturing,17,3418131,25.0,36.79
CO00629,2023,healthcare,78,90387,3.49,47.85
CO00630,2024,services,42,156581,2.58,29.4
CO00631,2021,tech,31,122359,24.1,34.49
CO00632,2014,healthcare,12,220486,2.34,28.14
CO00633,2018,tech,23,6446475,7.87,48.93
CO00634,2021,services,69,14732,24.04,36.52
CO00635,2022,retail,55,40601,27.23,47.14
CO00636,2021,healthcare,21,28814,23.03,50.68
CO00637,2020,services,5,7300021,26.7,54.55
CO00638,2019,healthcare,17,129469,16.8,40.11
CO00639,2020,services,20,230188,23.39,49.5
CO00640,2022,manufacturing,13,17513,10.33,14.2
CO00641,2020,healthcare,22,261771,23.56,53.62
CO00642,2021,retail,75,2503107,20.39,32.62
CO00643,2022,manufacturing,32,733742,17.24,16.96
CO00644,2023,retail,89,356565,29.77,41.41
CO00645,2013,tech,7,19345,14.09,54.79
CO00646,2011,healthcare,24,229600,18.58,39.89
CO00647,2021,manufacturing,5,593521,15.3,40.9
CO00648,2020,tech,22,60861,7.82,28.0
CO00649,2021,healthcare,12,1639303,9.91,32.07
CO00650,2017,healthcare,119,2597700,29.36,46.47
CO00651,2024,services,50,153691,11.76,30.25
CO00652,2023,retail,91,1889200,20.38,28.55
CO00653,2024,healthcare,22,355230,17.01,44.03
CO00654,2018,services,12,4387525,26.69,41.99
CO00655,2023,retail,12,25862415,22.73,38.5
CO00656,2023,retail,43,49645,2.42,24.69
CO00657,2010,healthcare,202,2061550,10.66,29.36
CO00658,2014,healthcare,50,6015975,21.36,46.56
CO00659,2019,services,23,63490,4.84,24.61
CO00660,2024,tech,27,140050,15.1,36.04
CO00661,2022,retail,32,136932,9.53,33.79
CO00662,2023,retail,251,339231,1.94,29.87
CO00663,2022,manufacturing,114,216916,29.91,38.66
CO00664,2019,healthcare,43,297577,27.88,50.0
CO00665,2021,healthcare,37,2364262,22.43,42.21
CO00666,2020,retail,45,10000,6.03,19.97
CO00667,2024,tech,54,63083,29.66,59.39
CO00668,2023,retail,22,1689352,18.92,17.54
CO00669,2024,retail,14,1336483,28.98,37.95
CO00670,2016,healthcare,93,53258,1.28,35.85
CO00671,2016,tech,34,1355124,5.2,34.08
CO00672,2024,healthcare,86,6285361,20.32,48.89
CO00673,2021,services,172,401092,27.22,40.23
CO00674,2023,tech,56,58928,5.27,26.94
CO00675,2019,services,47,2545680,9.51,36.27
CO00676,2024,manufacturing,500,13881823,17.65,8.62
CO00677,2020,tech,41,75185,29.99,55.16
CO00678,2023,retail,11,478544,23.99,42.61
CO00679,2022,retail,25,3914942,27.71,44.26
CO00680,2024,retail,156,557221,20.25,30.34
CO00681,2023,manufacturing,9,13432,26.32,31.52
CO00682,2017,services,16,1073930,15.21,29.22
CO00683,2023,tech,100,62466,3.72,35.86
CO00684,2021,tech,25,34841,21.29,40.82
CO00685,2019,services,30,13967,18.04,42.53
CO00686,2011,manufacturing,97,4784129,14.56,32.32
CO00687,2021,retail,16,83331,8.25,32.52
CO00688,2020,retail,8,861708,23.53,51.55
CO00689,2018,tech,8,1408321,24.61,51.33
CO00690,2021,healthcare,59,611480,10.93,34.7
CO00691,2024,healthcare,43,800619,27.83,45.68
CO00692,2023,manufacturing,17,947987,11.09,13.56
CO00693,2022,retail,10,583147,3.23,14.96
CO00694,2021,retail,25,96730,5.0,30.24
CO00695,2024,retail,101,80928,14.84,15.78
CO00696,2024,healthcare,14,358626,2.4,27.39
CO00697,2015,tech,17,343750,21.55,49.58
CO00698,2022,healthcare,10,1044072,23.85,44.86
CO00699,2023,retail,23,4005985,16.48,42.65
CO00700,2019,retail,46,880117,26.8,38.47
CO00701,2018,healthcare,275,87398,28.63,30.58
CO00702,2010,healthcare,41,10000,13.43,43.9
CO00703,2019,healthcare,31,95046,2.67,39.68
CO00704,2024,retail,78,30062,6.94,11.44
CO00705,2011,manufacturing,66,102667,19.73,28.09
CO00706,2021,retail,19,718236,12.17,25.79
CO00707,2011,tech,331,523755,20.55,31.91
CO00708,2014,retail,32,18189503,20.0,53.74
CO00709,2010,tech,42,1162592,18.16,50.15
CO00710,2024,tech,57,20142338,4.73,43.53
CO00711,2013,manufacturing,47,1849227,8.58,25.41
CO00712,2021,services,152,3880262,11.34,39.79
CO00713,2023,retail,18,215819,24.73,30.77
CO00714,2014,manufacturing,72,51584,20.47,21.13
CO00715,2024,services,39,180246,19.35,42.89
CO00716,2017,healthcare,88,432034,20.16,30.0
CO00717,2017,manufacturing,27,125955,15.1,33.49
CO00718,2024,retail,23,59737,1.19,10.03
CO00719,2023,services,69,1018330,6.03,29.89
CO00720,2012,tech,47,59231,4.21,25.62
CO00721,2021,tech,15,20599,1.92,28.83
CO00722,2023,retail,127,46902,9.58,33.0
CO00723,2023,retail,69,276866,23.63,42.45
CO00724,2024,tech,31,60971,3.45,47.92
CO00725,2019,tech,21,280357,3.34,29.29
CO00726,2024,healthcare,48,1470170,3.73,28.58
CO00727,2015,services,64,1395671,8.09,36.18
CO00728,2024,services,7,117989,6.07,37.49
CO00729,2016,tech,48,32601,0.42,29.36
CO00730,2024,services,64,139909,8.3,26.18
CO00731,2018,retail,5,1641776,29.89,32.87
CO00732,2022,services,40,2619233,10.09,49.45
CO00733,2022,manufacturing,66,896075,6.34,18.18
CO00734,2021,retail,59,4890827,14.87,33.81
CO00735,2017,retail,74,14053812,6.88,30.9
CO00736,2012,tech,24,168306,16.79,55.72
CO00737,2022,healthcare,12,8650489,12.02,37.08
CO00738,2015,manufacturing,5,262734,26.91,42.58
CO00739,2021,services,99,3401399,27.84,32.78
CO00740,2022,healthcare,67,1825099,21.39,54.64
CO00741,2021,tech,107,10000,6.47,21.29
CO00742,2010,retail,16,64058,14.22,28.91
CO00743,2024,tech,74,38461,9.16,52.29
CO00744,2023,tech,7,12530,23.95,53.6
CO00745,2020,healthcare,14,2567979,0.88,40.96
CO00746,2019,services,38,27716645,19.87,35.59
CO00747,2016,manufacturing,64,264251,9.7,16.39
CO00748,2016,retail,178,2441964,14.43,38.5
CO00749,2013,manufacturing,26,8617026,9.69,31.75
CO00750,2023,manufacturing,14,671093,10.94,33.13
CO00751,2012,retail,13,420573,20.23,35.72
CO00752,2022,tech,17,270661,17.86,46.01
CO00753,2018,manufacturing,305,1296420,7.32,19.48
CO00754,2023,manufacturing,71,2544355,1.31,22.59
CO00755,2021,services,101,1114158,25.68,39.15
CO00756,2018,retail,26,1040202,14.77,21.66
CO00757,2020,tech,33,399350,18.56,56.07
CO00758,2024,healthcare,67,18289,14.65,39.94
CO00759,2021,manufacturing,20,2664249,18.57,26.39
CO00760,2015,services,25,33885,18.81,45.36
CO00761,2024,tech,17,1526932,0.45,43.58
CO00762,2022,tech,21,2005639,16.0,51.68
CO00763,2024,tech,35,45212,15.06,51.06
CO00764,2024,services,15,131189,2.87,35.33
CO00765,2023,retail,44,30797654,22.38,42.47
CO00766,2015,services,44,377390,7.08,30.68
CO00767,2012,healthcare,28,38544,1.64,48.24
CO00768,2023,services,14,2195144,24.09,38.14
CO00769,2019,healthcare,37,94338,25.95,51.21
CO00770,2011,healthcare,20,10000,7.22,33.19
CO00771,2024,services,35,1251106,20.63,44.4
CO00772,2017,healthcare,99,70739,0.15,39.38
CO00773,2022,services,9,841025,21.63,39.33
CO00774,2024,retail,291,87083,13.94,23.79
CO00775,2022,tech,31,1820111,23.77,55.07
CO00776,2022,retail,50,638576,11.79,24.8
CO00777,2021,manufacturing,16,10000,10.53,30.74
CO00778,2017,retail,104,949817,25.22,40.66
CO00779,2022,tech,29,247839,1.16,35.85
CO00780,2023,manufacturing,22,7522697,5.61,34.75
CO00781,2018,manufacturing,19,975217,12.36,20.32
CO00782,2023,healthcare,25,2007329,17.89,45.13
CO00783,2019,healthcare,50,106821,0.15,28.54
CO00784,2021,services,39,91113,17.25,41.78
CO00785,2019,healthcare,32,420290,11.35,36.1
CO00786,2021,retail,16,215080,18.9,39.61
CO00787,2022,healthcare,15,6426997,27.21,56.57
CO00788,2023,healthcare,21,325579,13.23,38.01
CO00789,2016,tech,52,38191,16.64,58.54
CO00790,2019,services,64,84528,13.88,27.03
CO00791,2021,manufacturing,73,3048323,3.56,10.5
CO00792,2018,retail,33,316628,23.79,42.62
CO00793,2024,manufacturing,49,284525,26.56,14.2
CO00794,2023,healthcare,28,3687189,24.34,61.13
CO00795,2015,healthcare,6,71002,28.43,48.19
CO00796,2021,retail,27,10000,14.04,15.58
CO00797,2016,manufacturing,23,80359,19.57,19.83
CO00798,2015,manufacturing,12,717966,5.05,10.15
CO00799,2023,services,19,268599,29.3,46.95
CO00800,2019,manufacturing,38,19518,17.42,13.43
CO00801,2014,retail,11,3375719,7.85,35.54
CO00802,2016,healthcare,16,613535,24.16,44.99
CO00803,2019,retail,156,963212,17.59,25.29
CO00804,2018,retail,7,1023993,28.49,44.65
CO00805,2024,retail,28,32956,23.1,37.9
CO00806,2018,retail,10,810784,26.32,48.25
CO00807,2020,manufacturing,16,2716643,16.4,25.27
CO00808,2024,services,27,4328018,15.52,39.78
CO00809,2024,tech,12,1872016,22.72,48.13
CO00810,2014,healthcare,59,1234602,3.15,37.35
CO00811,2023,retail,128,13700,1.62,10.89
CO00812,2021,tech,77,429394,29.51,48.85
CO00813,2014,services,92,65306,27.49,35.02
CO00814,2024,retail,8,5747846,28.67,45.04
CO00815,2021,services,26,4242906,1.87,33.23
CO00816,2014,healthcare,53,66101,8.08,39.29
CO00817,2015,services,79,403545,27.05,40.0
CO00818,2024,services,191,727245,2.68,20.26
CO00819,2021,manufacturing,96,2680683,13.54,27.22
CO00820,2023,retail,81,15502,10.24,16.12
CO00821,2018,services,461,10000,26.4,25.37
CO00822,2020,retail,36,477489,15.54,29.74
CO00823,2014,healthcare,25,10000,8.71,36.04
CO00824,2019,manufacturing,40,607522,15.73,29.01
CO00825,2015,manufacturing,13,1446150,3.37,36.0
CO00826,2013,services,35,5241717,21.94,46.19
CO00827,2019,tech,6,127371,18.55,48.73
CO00828,2014,manufacturing,20,610701,18.02,23.66
CO00829,2023,services,30,1628255,13.14,43.95
CO00830,2022,services,86,42131,8.83,26.59
CO00831,2021,retail,101,2759874,1.96,12.53
CO00832,2024,tech,13,765806,28.41,53.38
CO00833,2022,tech,264,131808,12.5,36.37
CO00834,2023,healthcare,38,586988,14.88,35.31
CO00835,2020,retail,42,334814,11.27,28.28
CO00836,2023,tech,7,2105677,29.64,56.44
CO00837,2012,manufacturing,18,215147,23.89,30.51
CO00838,2014,healthcare,95,696749,2.87,43.66
CO00839,2020,retail,39,127789,18.25,21.18
CO00840,2023,tech,37,67799,14.54,60.41
CO00841,2023,tech,42,623476,23.8,50.97
CO00842,2024,tech,8,73604,29.92,57.73
CO00843,2018,retail,30,2193832,22.33,38.51
CO00844,2020,tech,135,1446221,25.95,35.79
CO00845,2021,services,98,95776,15.08,23.93
CO00846,2024,retail,29,678446,11.21,26.36
CO00847,2018,manufacturing,158,94902,19.3,30.03
CO00848,2010,manufacturing,9,17878,22.48,16.56
CO00849,2020,services,13,133993,6.83,25.22
CO00850,2024,services,213,400058,15.1,30.83
CO00851,2020,manufacturing,59,1255215,3.41,24.98
CO00852,2020,healthcare,25,596574,6.49,41.75
CO00853,2023,tech,31,2717843,26.46,46.9
CO00854,2024,manufacturing,15,62172,4.34,7.03
CO00855,2019,retail,44,208272,24.34,39.42
CO00856,2016,manufacturing,40,11860610,11.18,40.0
CO00857,2024,tech,34,10000,19.91,41.88
CO00858,2022,retail,10,179170,27.31,28.61
CO00859,2022,healthcare,43,51896,23.43,39.58
CO00860,2014,healthcare,20,299300,24.78,49.87
CO00861,2017,manufacturing,12,185554,7.83,21.13
CO00862,2022,tech,118,1475209,10.85,54.01
CO00863,2022,services,290,737514,21.98,38.0
CO00864,2016,retail,231,32492,23.32,26.36
CO00865,2023,retail,63,136444,23.7,17.88
CO00866,2024,tech,25,442309,22.2,45.16
CO00867,2023,retail,31,1941092,6.95,25.23
CO00868,2024,retail,50,50000000,8.67,27.64
CO00869,2024,tech,22,1804134,28.26,57.06
CO00870,2024,manufacturing,124,58395,16.62,23.21
CO00871,2021,healthcare,5,366703,22.63,33.1
CO00872,2021,tech,25,635363,17.98,55.46
CO00873,2019,tech,74,156563,27.74,50.39
CO00874,2020,tech,14,1133154,26.06,57.06
CO00875,2014,manufacturing,26,10000,7.84,24.89
CO00876,2016,healthcare,60,1337481,26.54,41.66
CO00877,2018,retail,151,170625,9.0,32.99
CO00878,2016,tech,9,355254,13.23,45.46
CO00879,2014,tech,8,8297342,25.54,68.67
CO00880,2019,services,13,35488,9.72,24.76
CO00881,2022,retail,7,763324,8.72,41.84
CO00882,2014,retail,8,2164810,20.06,29.98
CO00883,2022,retail,13,621986,29.99,60.87
CO00884,2022,healthcare,114,17529,3.93,21.52
CO00885,2021,retail,24,6588216,21.03,46.85
CO00886,2015,services,34,289900,15.81,33.74
CO00887,2024,services,13,154032,12.32,40.69
CO00888,2024,tech,62,237764,22.5,48.3
CO00889,2016,retail,216,206015,16.65,15.64
CO00890,2019,healthcare,14,40930,23.93,21.77
CO00891,2023,healthcare,186,615322,22.32,59.78
CO00892,2023,manufacturing,48,133991,29.55,32.61
CO00893,2024,tech,34,1692600,24.33,29.47
CO00894,2024,retail,49,1245678,2.0,28.3
CO00895,2012,healthcare,49,11425277,23.39,54.75
CO00896,2023,services,212,289738,19.49,25.64
CO00897,2019,tech,56,88743,2.69,32.11
CO00898,2022,services,57,23400,18.16,33.71
CO00899,2017,tech,22,35558392,22.52,65.86
CO00900,2018,retail,77,1663136,5.92,27.87
CO00901,2017,manufacturing,13,110764,13.05,36.65
CO00902,2014,retail,37,13076276,16.27,45.37
CO00903,2019,services,500,6664628,12.39,18.22
CO00904,2024,tech,5,29656,26.28,37.73
CO00905,2024,healthcare,42,98032,5.07,32.83
CO00906,2017,manufacturing,43,339541,23.15,34.35
CO00907,2011,retail,26,52043,23.34,34.14
CO00908,2020,healthcare,27,364703,13.44,46.08
CO00909,2020,manufacturing,36,1837513,16.18,35.87
CO00910,2011,manufacturing,26,28381,4.61,22.82
CO00911,2024,tech,41,794923,5.85,40.39
CO00912,2014,healthcare,20,4579021,15.95,49.74
CO00913,2016,healthcare,250,985042,6.74,47.81
CO00914,2021,tech,26,380319,24.19,39.55
CO00915,2021,healthcare,59,116284,18.49,44.78
CO00916,2022,services,17,2330710,1.7,47.42
CO00917,2023,manufacturing,84,42030,10.74,10.39
CO00918,2024,healthcare,69,718976,25.75,54.31
CO00919,2017,manufacturing,50,465576,8.32,31.9
CO00920,2023,services,12,4202634,21.59,31.8
CO00921,2014,tech,16,137930,2.81,45.67
CO00922,2023,tech,179,163493,27.92,44.03
CO00923,2023,manufacturing,15,36911,13.48,23.28
CO00924,2018,retail,63,1060836,14.75,28.9
CO00925,2017,healthcare,13,189542,17.09,53.11
CO00926,2022,tech,91,78893,10.9,39.44
CO00927,2015,services,17,95450,21.76,35.25
CO00928,2019,services,13,1295245,0.44,28.02
CO00929,2021,healthcare,16,48731,4.87,32.02
CO00930,2022,healthcare,19,58201,5.66,26.6
CO00931,2022,healthcare,50,2657038,19.06,41.5
CO00932,2022,retail,35,317349,26.72,38.1
CO00933,2018,services,11,2990317,1.91,36.64
CO00934,2016,tech,32,215623,25.57,60.87
CO00935,2022,manufacturing,11,441418,24.59,34.38
CO00936,2018,retail,63,604767,2.3,20.81
CO00937,2014,retail,76,7092670,4.3,19.95
CO00938,2021,manufacturing,32,6026913,10.5,30.06
CO00939,2017,tech,43,4441372,3.44,42.43
CO00940,2021,manufacturing,191,125789,22.75,22.15
CO00941,2020,manufacturing,28,61472,15.12,26.77
CO00942,2019,retail,13,2026018,12.32,37.22
CO00943,2021,manufacturing,59,6944908,21.75,34.58
CO00944,2024,services,11,4527305,8.79,35.98
CO00945,2022,services,27,454111,26.15,36.22
CO00946,2015,tech,18,1896682,19.62,46.53
CO00947,2020,manufacturing,16,1964553,10.4,33.74
CO00948,2024,services,26,595934,16.2,34.63
CO00949,2022,services,81,650012,7.78,20.94
CO00950,2024,manufacturing,100,538418,29.55,40.89
CO00951,2019,tech,84,91473,13.07,34.34
CO00952,2023,tech,46,112183,26.9,50.85
CO00953,2023,retail,26,108773,29.34,41.48
CO00954,2024,services,5,18061,16.07,34.62
CO00955,2024,services,48,588728,21.9,20.15
CO00956,2024,services,5,407930,17.17,42.01
CO00957,2023,retail,5,2030775,2.75,39.22
CO00958,2013,manufacturing,28,5506471,28.57,43.08
CO00959,2017,tech,43,6253105,13.7,31.92
CO00960,2019,services,21,7549039,26.82,63.59
CO00961,2024,retail,154,97327,19.67,16.85
CO00962,2013,manufacturing,53,25237,3.16,8.0
CO00963,2021,manufacturing,26,2846176,12.51,34.3
CO00964,2020,retail,132,7019951,5.88,30.2
CO00965,2013,tech,158,9939078,5.1,41.21
CO00966,2016,healthcare,55,1167053,21.45,40.73
CO00967,2021,tech,15,10000,0.9,46.55
CO00968,2022,healthcare,19,919163,28.98,49.89
CO00969,2018,tech,8,1343624,13.5,35.84
CO00970,2012,tech,32,5412112,14.69,59.53
CO00971,2019,healthcare,12,7719478,8.98,44.8
CO00972,2020,healthcare,24,2728511,2.57,47.03
CO00973,2022,healthcare,43,136686,17.65,45.88
CO00974,2023,services,5,56486,10.34,52.23
CO00975,2022,manufacturing,9,1287125,18.72,28.4
CO00976,2023,tech,20,90687,16.67,46.36
CO00977,2022,manufacturing,31,8455047,6.51,31.91
CO00978,2022,manufacturing,20,14630,13.85,20.2
CO00979,2024,services,25,1374737,9.24,42.0
CO00980,2017,tech,16,838248,7.19,20.74
CO00981,2018,tech,8,292572,23.09,50.75
CO00982,2020,manufacturing,19,69547,0.36,16.98
CO00983,2023,healthcare,27,10000,8.07,32.89
CO00984,2016,healthcare,24,152839,15.93,34.31
CO00985,2013,manufacturing,37,158297,14.28,32.28
CO00986,2022,retail,50,4087619,28.2,36.33
CO00987,2012,manufacturing,65,92437,25.31,30.38
CO00988,2015,manufacturing,18,1094207,22.55,31.94
CO00989,2015,services,7,33373,15.42,38.93
CO00990,2023,retail,118,1156023,12.87,39.92
CO00991,2022,retail,49,10000,1.1,21.2
CO00992,2023,manufacturing,13,29226674,24.65,44.16
CO00993,2023,healthcare,44,333655,12.92,41.12
CO00994,2011,healthcare,96,10000,9.63,27.98
CO00995,2021,services,187,105292,18.2,29.36
CO00996,2011,retail,43,76778,22.62,30.82
CO00997,2012,manufacturing,96,119176,15.69,27.58
CO00998,2022,manufacturing,10,213355,4.49,22.42
CO00999,2024,healthcare,32,117567,27.65,40.2
CO01000,2020,retail,24,86437,3.39,22.6
CO01001,2012,healthcare,47,43592,29.09,33.28
CO01002,2024,services,166,2288892,13.27,31.09
CO01003,2016,services,43,4887889,28.4,45.97
CO01004,2014,services,13,265893,27.44,57.66
CO01005,2024,services,9,427080,12.19,47.08
CO01006,2018,services,172,46506,24.0,24.74
CO01007,2023,services,55,509936,2.69,31.53
CO01008,2022,retail,52,700764,2.48,27.07
CO01009,2023,manufacturing,23,285273,10.68,22.65
CO01010,2022,manufacturing,43,976910,18.29,27.64
CO01011,2024,healthcare,12,820293,0.28,33.17
CO01012,2024,services,49,53729,15.46,48.82
CO01013,2024,healthcare,10,4809458,29.27,49.37
CO01014,2022,services,23,292057,25.75,44.78
CO01015,2018,manufacturing,17,12624415,6.97,7.19
CO01016,2017,manufacturing,5,1025654,15.84,35.92
CO01017,2024,services,23,22790771,5.14,46.45
CO01018,2021,healthcare,13,4641454,7.9,33.43
CO01019,2022,retail,27,696887,27.69,34.82
CO01020,2018,retail,33,104170,29.93,41.12
CO01021,2018,retail,194,108756,7.28,19.95
CO01022,2016,tech,45,1284742,6.36,46.99
CO01023,2022,services,46,589041,11.52,32.57
CO01024,2019,healthcare,54,136209,13.38,53.62
CO01025,2023,services,79,2341072,2.68,25.42
CO01026,2022,tech,52,478084,4.43,62.36
CO01027,2021,retail,44,2369097,12.74,42.16
CO01028,2024,healthcare,67,62884,7.06,40.77
CO01029,2015,tech,5,3265564,25.35,47.15
CO01030,2016,services,267,1205001,22.55,39.67
CO01031,2018,manufacturing,162,4853153,16.09,29.87
CO01032,2015,healthcare,41,3124738,12.98,25.84
CO01033,2024,manufacturing,8,373283,24.93,21.3
CO01034,2020,manufacturing,111,317823,4.98,21.11
CO01035,2024,services,17,15651260,26.62,46.44
CO01036,2018,healthcare,56,247425,1.47,29.27
CO01037,2021,manufacturing,9,1976557,27.7,44.52
CO01038,2017,services,307,206328,4.16,12.41
CO01039,2024,healthcare,8,10681,24.36,39.35
CO01040,2023,manufacturing,35,37999,0.54,11.35
CO01041,2012,services,5,996337,24.45,47.68
CO01042,2024,retail,32,1798140,17.52,21.01
CO01043,2019,retail,22,1002920,0.57,22.01
CO01044,2024,tech,103,4377108,23.23,37.06
CO01045,2022,services,22,967547,3.05,29.68
CO01046,2023,retail,103,93857,16.2,33.5
CO01047,2024,healthcare,12,1452220,9.96,47.45
CO01048,2019,healthcare,25,621080,22.78,40.58
CO01049,2024,healthcare,25,139928,25.6,50.29
CO01050,2011,retail,54,1138291,13.93,30.06
CO01051,2015,services,48,518523,22.74,51.13
CO01052,2022,services,68,131926,27.5,39.14
CO01053,2018,manufacturing,43,309981,20.68,5.01
CO01054,2021,manufacturing,64,7475445,9.66,33.42
CO01055,2024,manufacturing,13,7002484,13.9,26.67
CO01056,2023,retail,49,644537,6.9,25.35
CO01057,2023,manufacturing,165,496100,13.75,23.7
CO01058,2024,healthcare,6,25182,7.38,24.21
CO01059,2022,retail,54,13780019,24.22,40.27
CO01060,2021,tech,65,3515469,18.3,53.91
CO01061,2013,tech,143,1990513,19.0,49.1
CO01062,2024,manufacturing,68,10000,3.31,10.2
CO01063,2024,retail,37,480145,0.04,32.17
CO01064,2021,manufacturing,51,343088,23.68,22.11
CO01065,2022,healthcare,16,1733461,16.27,39.73
CO01066,2023,tech,22,179501,27.95,51.52
CO01067,2018,tech,9,278334,16.12,50.11
CO01068,2024,retail,147,1527015,6.44,21.83
CO01069,2023,manufacturing,52,94168,20.95,36.97
CO01070,2018,services,13,140352,21.03,41.58
CO01071,2015,tech,43,651252,1.97,40.93
CO01072,2022,tech,106,6433127,20.81,52.06
CO01073,2017,tech,89,2228723,6.38,48.03
CO01074,2018,healthcare,13,3801126,7.64,43.41
CO01075,2019,tech,5,502139,0.94,26.55
CO01076,2024,services,49,8799065,18.82,50.35
CO01077,2020,manufacturing,14,13597,21.95,27.79
CO01078,2024,tech,62,25253578,6.91,51.91
CO01079,2023,manufacturing,86,32720683,23.78,30.97
CO01080,2022,retail,101,1102656,22.86,19.47
CO01081,2020,manufacturing,190,2337342,12.29,2.91
CO01082,2014,tech,114,410036,2.05,29.42
CO01083,2020,services,190,290937,8.41,30.84
CO01084,2023,services,132,130386,4.96,36.72
CO01085,2024,tech,143,401103,28.76,51.56
CO01086,2017,manufacturing,32,1344949,24.53,24.5
CO01087,2016,services,9,1024553,2.35,26.15
CO01088,2019,tech,396,23516342,15.4,48.11
CO01089,2020,services,35,540661,8.01,22.96
CO01090,2011,manufacturing,113,22524,0.96,29.8
CO01091,2021,retail,19,11859280,9.67,48.63
CO01092,2019,manufacturing,87,38487,3.83,33.18
CO01093,2024,services,5,144526,6.68,35.44
CO01094,2017,services,22,761835,9.8,32.54
CO01095,2023,services,30,1019018,12.27,39.39
CO01096,2018,tech,53,24566,14.05,49.3
CO01097,2017,services,97,99414,15.61,27.53
CO01098,2024,tech,11,22889,11.1,33.35
CO01099,2016,services,64,1534056,14.95,34.74
CO01100,2022,retail,113,4717359,12.54,24.01
CO01101,2024,tech,346,38419,28.93,48.22
CO01102,2019,services,67,3240764,2.03,26.39
CO01103,2024,manufacturing,21,2846376,17.58,31.55
CO01104,2023,services,9,118404,5.81,39.43
CO01105,2023,retail,206,10000,11.26,28.68
CO01106,2019,retail,69,51921,16.39,30.13
CO01107,2018,services,32,134522,22.79,42.36
CO01108,2015,retail,7,9658430,29.33,35.55
