transaction_id,customer_id,amount,date,quarter
2320,1006,1561.21,2024-03-03,Q1
2321,3756,879.52,2024-08-14,Q3
2322,1048,2044.63,2024-01-26,Q1
2323,5549,402.93,2024-03-12,Q1
2324,6389,266.27,2024-05-13,Q2
2325,199651,417.81,2024-10-23,Q4
2326,196302,293.15,2024-01-18,Q1
2327,4229,774.96,2024-07-08,Q3
2328,5128,982.65,2024-05-07,Q2
2329,4892,392.32,2024-05-13,Q2
2330,6158,826.21,2024-05-16,Q2
2331,952,815.38,2024-08-25,Q3
2332,101041,731.2,2024-11-25,Q4
2333,6908,730.17,2024-02-23,Q1
2334,2390,590.78,2024-09-10,Q3
2335,393,3088.99,2024-09-06,Q3
2336,4303,596.37,2024-11-20,Q4
2337,793,306.7,2024-08-08,Q3
2338,4419,1277.5,2024-06-18,Q2
2339,6907,506.91,2024-09-27,Q3
2340,4397,252.28,2024-05-30,Q2
2341,3589,924.47,2024-07-09,Q3
2342,1326,287.26,2024-01-17,Q1
2343,7277,1483.98,2024-06-27,Q2
2344,95,751.52,2024-07-12,Q3
2345,444,1089.79,2024-11-09,Q4
2346,137575,774.09,2024-04-12,Q2
2347,101890,310.22,2024-02-15,Q1
2348,141679,688.09,2024-07-22,Q3
2349,5841,398.07,2024-02-04,Q1
2350,4707,692.13,2024-05-01,Q2
2351,140968,415.19,2024-07-28,Q3
2352,931,328.36,2024-06-29,Q2
2353,6736,1428.91,2024-12-08,Q4
2354,1046,334.2,2024-12-13,Q4
2355,3333,1323.51,2024-02-19,Q1
2356,2115,405.53,2024-07-20,Q3
2357,2379,569.2,2024-02-29,Q1
2358,2255,736.68,2024-07-20,Q3
2359,520,741.9,2024-10-25,Q4
2360,6628,1991.0,2024-10-19,Q4
2361,125808,345.77,2024-08-23,Q3
2362,805,696.29,2024-01-25,Q1
2363,105924,415.15,2024-01-05,Q1
2364,3793,482.16,2024-12-18,Q4
2365,7258,668.34,2024-06-19,Q2
2366,1506,1068.99,2024-07-02,Q3
2367,758,108.1,2024-05-01,Q2
2368,3915,280.68,2024-04-09,Q2
2369,3913,494.11,2024-12-19,Q4
2370,2954,316.56,2024-05-25,Q2
2371,3707,391.43,2024-01-21,Q1
2372,194691,1002.75,2024-12-02,Q4
2373,2223,1185.7,2024-06-21,Q2
2374,3202,621.18,2024-08-02,Q3
2375,1369,290.82,2024-01-13,Q1
2376,3999,882.92,2024-02-27,Q1
2377,5043,1370.0,2024-08-11,Q3
2378,5011,1424.91,2024-09-22,Q3
2379,1101,253.52,2024-03-26,Q1
2380,4803,773.65,2024-11-02,Q4
2381,1215,991.99,2024-09-18,Q3
2382,6669,842.67,2024-03-19,Q1
2383,3866,962.81,2024-01-27,Q1
2384,3066,1086.74,2024-09-30,Q3
2385,6653,2810.9,2024-06-23,Q2
2386,855,443.29,2024-10-08,Q4
2387,3190,78.41,2024-07-25,Q3
2388,581,483.33,2024-06-30,Q2
2389,3677,302.6,2024-03-14,Q1
2390,6869,3020.6,2024-05-14,Q2
2391,5475,521.77,2024-06-21,Q2
2392,7168,742.24,2024-07-16,Q3
2393,4055,205.55,2024-10-19,Q4
2394,4993,838.06,2024-01-31,Q1
2395,4040,1188.57,2024-11-11,Q4
2396,1503,1044.77,2024-04-22,Q2
2397,4470,396.96,2024-09-23,Q3
2398,3279,347.6,2024-03-23,Q1
2399,6650,927.66,2024-01-28,Q1
2400,135338,1151.72,2024-10-13,Q4
2401,452,1336.22,2024-02-16,Q1
2402,1807,457.41,2024-03-03,Q1
2403,3489,888.11,2024-05-22,Q2
2404,133735,494.99,2024-10-06,Q4
2405,5835,609.0,2024-09-14,Q3
2406,4467,2701.5,2024-09-16,Q3
2407,197982,1387.43,2024-04-27,Q2
2408,6272,674.99,2024-01-08,Q1
2409,1466,142.66,2024-09-13,Q3
2410,187353,985.48,2024-10-02,Q4
2411,2588,191.38,2024-05-09,Q2
2412,2871,608.15,2024-06-12,Q2
2413,1733,784.07,2024-12-14,Q4
2414,4774,1022.61,2024-12-03,Q4
2415,5583,151.74,2024-09-27,Q3
2416,1505,716.48,2024-06-03,Q2
2417,6409,1267.32,2024-06-19,Q2
2418,1183,450.98,2024-01-10,Q1
2419,7427,1155.39,2024-07-03,Q3
2420,106,397.06,2024-05-30,Q2
2421,5990,1324.9,2024-09-26,Q3
2422,114923,390.06,2024-12-02,Q4
2423,180321,621.64,2024-07-11,Q3
2424,4776,1354.96,2024-11-28,Q4
2425,4962,6525.32,2024-08-30,Q3
2426,2816,1429.47,2024-10-22,Q4
2427,4250,334.59,2024-12-26,Q4
2428,4047,1809.16,2024-03-26,Q1
2429,171137,764.05,2024-02-29,Q1
2430,1875,734.28,2024-05-20,Q2
2431,2657,1228.43,2024-04-18,Q2
2432,847,5720.02,2024-07-29,Q3
2433,118300,1381.94,2024-10-10,Q4
2434,184772,442.82,2024-12-06,Q4
2435,4116,304.94,2024-09-05,Q3
2436,596,218.03,2024-02-27,Q1
2437,5787,680.38,2024-03-24,Q1
2438,714,44.64,2024-12-09,Q4
2439,1172,550.24,2024-04-29,Q2
2440,2571,382.71,2024-07-08,Q3
2441,3040,371.25,2024-08-29,Q3
2442,895,1138.78,2024-12-15,Q4
2443,1769,1013.11,2024-12-08,Q4
2444,6203,462.67,2024-07-05,Q3
2445,5478,830.63,2024-05-29,Q2
2446,4415,432.47,2024-01-31,Q1
2447,134866,767.97,2024-10-11,Q4
2448,5097,152.49,2024-08-13,Q3
2449,160124,366.96,2024-10-18,Q4
2450,166514,1450.98,2024-12-28,Q4
2451,342,216.0,2024-07-07,Q3
2452,4358,198.21,2024-11-23,Q4
2453,154705,652.1,2024-12-29,Q4
2454,6408,924.93,2024-02-28,Q1
2455,4007,399.55,2024-12-08,Q4
2456,2561,317.01,2024-06-21,Q2
2457,179783,319.05,2024-12-12,Q4
2458,3398,150.49,2024-10-07,Q4
2459,4370,1634.19,2024-06-03,Q2
2460,2444,478.07,2024-01-17,Q1
2461,3235,431.41,2024-04-07,Q2
2462,3524,348.51,2024-07-10,Q3
2463,132290,274.75,2024-10-16,Q4
2464,7271,458.28,2024-03-29,Q1
2465,129241,174.63,2024-07-04,Q3
2466,5715,229.74,2024-07-02,Q3
2467,178715,1014.39,2024-11-30,Q4
2468,3791,1026.32,2024-06-20,Q2
2469,5119,1430.28,2024-12-25,Q4
2470,5529,1586.34,2024-05-11,Q2
2471,4680,115.17,2024-07-17,Q3
2472,122240,726.65,2024-05-05,Q2
2473,2123,259.15,2024-07-02,Q3
2474,3241,1487.11,2024-01-29,Q1
2475,6112,432.81,2024-04-14,Q2
2476,100365,1202.97,2024-11-22,Q4
2477,7500,583.59,2024-05-12,Q2
2478,7062,539.32,2024-06-29,Q2
2479,3350,721.67,2024-03-13,Q1
2480,192656,1385.61,2024-12-15,Q4
2481,103481,336.45,2024-10-10,Q4
2482,5984,539.08,2024-09-15,Q3
2483,1234,2263.96,2024-11-30,Q4
2484,832,328.96,2024-04-24,Q2
2485,5843,1196.59,2024-09-15,Q3
2486,161176,378.31,2024-10-13,Q4
2487,2005,1745.19,2024-07-05,Q3
2488,6422,275.93,2024-08-24,Q3
2489,145842,1318.91,2024-10-11,Q4
2490,1229,2595.44,2024-01-28,Q1
2491,916,3764.84,2024-06-28,Q2
2492,7246,281.12,2024-10-11,Q4
2493,156136,2472.39,2024-10-03,Q4
2494,6610,710.29,2024-12-02,Q4
2495,3361,684.01,2024-08-22,Q3
2496,5522,788.19,2024-07-19,Q3
2497,777,477.75,2024-10-30,Q4
2498,117039,1430.48,2024-02-28,Q1
2499,2214,1626.98,2024-12-22,Q4
2500,975,347.81,2024-03-28,Q1
2501,56,821.07,2024-08-08,Q3
2502,6943,649.18,2024-07-05,Q3
2503,6330,157.15,2024-10-04,Q4
2504,187952,239.08,2024-10-24,Q4
2505,3520,983.86,2024-03-13,Q1
2506,121494,974.88,2024-10-13,Q4
2507,102701,340.71,2024-02-11,Q1
2508,266,1208.15,2024-08-01,Q3
2509,1368,1418.31,2024-08-24,Q3
2510,1842,509.88,2024-01-12,Q1
2511,4956,812.2,2024-06-15,Q2
2512,149222,293.15,2024-11-08,Q4
2513,3695,1004.63,2024-06-13,Q2
2514,1344,666.67,2024-04-15,Q2
2515,6103,1262.29,2024-04-07,Q2
2516,162754,997.42,2024-11-13,Q4
2517,3065,817.13,2024-04-12,Q2
2518,3301,623.12,2024-01-05,Q1
2519,195820,776.91,2024-11-06,Q4
2520,6893,1145.8,2024-11-14,Q4
2521,5819,562.1,2024-05-30,Q2
2522,947,187.21,2024-05-10,Q2
2523,1479,1119.77,2024-04-02,Q2
2524,6376,556.59,2024-09-11,Q3
2525,1319,1368.12,2024-04-23,Q2
2526,5138,1140.38,2024-07-31,Q3
2527,5569,978.5,2024-06-11,Q2
2528,149105,1285.89,2024-10-16,Q4
2529,1210,685.51,2024-02-11,Q1
2530,4460,211.11,2024-03-14,Q1
2531,189277,1073.23,2024-10-28,Q4
2532,3767,588.79,2024-04-24,Q2
2533,6656,594.04,2024-03-02,Q1
2534,666,573.73,2024-03-27,Q1
2535,349,3461.52,2024-05-13,Q2
2536,6667,1063.37,2024-04-05,Q2
2537,7419,200.63,2024-06-12,Q2
2538,2343,258.75,2024-02-25,Q1
2539,5285,447.2,2024-06-10,Q2
2540,139330,2860.9,2024-12-19,Q4
2541,7289,235.02,2024-03-27,Q1
2542,138283,1025.18,2024-12-13,Q4
2543,3301,598.2,2024-09-23,Q3
2544,2265,549.11,2024-10-23,Q4
2545,4868,670.52,2024-12-03,Q4
2546,3830,1147.27,2024-05-31,Q2
2547,2785,634.7,2024-04-20,Q2
2548,5970,815.99,2024-04-24,Q2
2549,2105,721.63,2024-01-11,Q1
2550,178251,1401.7,2024-12-02,Q4
2551,7461,1489.46,2024-03-06,Q1
2552,3436,456.98,2024-04-16,Q2
2553,4917,438.31,2024-08-07,Q3
2554,193306,952.89,2024-11-12,Q4
2555,61,439.5,2024-03-25,Q1
2556,3933,455.01,2024-12-08,Q4
2557,2565,1369.28,2024-08-31,Q3
2558,4823,634.25,2024-07-12,Q3
2559,429,795.53,2024-03-07,Q1
2560,5158,783.51,2024-03-14,Q1
2561,4941,2678.51,2024-08-06,Q3
2562,6717,591.48,2024-08-04,Q3
2563,72,241.73,2024-10-06,Q4
2564,116901,1000.67,2024-12-09,Q4
2565,1718,686.28,2024-01-18,Q1
2566,142115,1055.32,2024-12-11,Q4
2567,128279,1004.04,2024-12-09,Q4
2568,182487,1978.26,2024-12-28,Q4
2569,141313,578.21,2024-12-11,Q4
2570,2518,283.75,2024-09-09,Q3
2571,3925,704.45,2024-02-03,Q1
2572,6213,3801.05,2024-07-24,Q3
2573,107593,284.28,2024-04-08,Q2
2574,132893,825.34,2024-02-07,Q1
2575,6037,642.81,2024-03-25,Q1
2576,4760,652.9,2024-03-29,Q1
2577,169906,1620.26,2024-12-26,Q4
2578,3638,1319.19,2024-06-28,Q2
2579,180590,392.29,2024-12-07,Q4
2580,6533,992.05,2024-11-12,Q4
2581,7100,299.48,2024-09-05,Q3
2582,4704,928.15,2024-05-04,Q2
2583,3158,1842.51,2024-12-23,Q4
2584,186816,1253.82,2024-05-31,Q2
2585,2136,1159.78,2024-06-29,Q2
2586,3279,2147.38,2024-08-03,Q3
2587,131046,399.64,2024-02-24,Q1
2588,183094,266.2,2024-10-29,Q4
2589,193702,1080.71,2024-06-12,Q2
2590,3422,1114.51,2024-09-16,Q3
2591,6877,871.45,2024-01-15,Q1
2592,1868,1111.68,2024-11-29,Q4
2593,6891,499.74,2024-05-22,Q2
2594,139507,260.22,2024-04-25,Q2
2595,3281,252.66,2024-09-24,Q3
2596,1594,468.87,2024-08-03,Q3
2597,1145,766.48,2024-12-18,Q4
2598,117136,698.9,2024-12-15,Q4
2599,6941,782.48,2024-07-27,Q3
2600,6865,313.31,2024-01-13,Q1
2601,5625,465.13,2024-01-20,Q1
2602,6380,453.1,2024-01-15,Q1
2603,2275,579.49,2024-08-29,Q3
2604,1203,654.98,2024-04-30,Q2
2605,186789,1093.04,2024-12-14,Q4
2606,5549,2610.11,2024-01-31,Q1
2607,123796,568.83,2024-08-13,Q3
2608,3087,968.33,2024-10-05,Q4
2609,5144,453.66,2024-07-01,Q3
2610,5466,383.83,2024-08-03,Q3
2611,2155,2658.88,2024-01-17,Q1
2612,1011,2082.96,2024-12-12,Q4
2613,3716,607.95,2024-12-13,Q4
2614,1277,296.36,2024-08-27,Q3
2615,116140,508.14,2024-08-27,Q3
2616,1204,416.94,2024-11-16,Q4
2617,7487,1513.52,2024-06-28,Q2
2618,2578,337.84,2024-12-13,Q4
2619,5847,929.68,2024-08-01,Q3
2620,165536,379.54,2024-10-26,Q4
2621,4650,949.78,2024-03-01,Q1
2622,789,2041.06,2024-07-10,Q3
2623,3363,2475.38,2024-07-27,Q3
2624,947,1670.64,2024-05-04,Q2
2625,3115,1051.5,2024-03-26,Q1
2626,5808,1360.65,2024-05-20,Q2
2627,2167,462.22,2024-12-28,Q4
2628,776,361.18,2024-03-06,Q1
2629,3813,1055.28,2024-11-28,Q4
2630,110465,288.25,2024-11-03,Q4
2631,170199,599.89,2024-03-29,Q1
2632,6673,384.55,2024-09-06,Q3
2633,3381,915.93,2024-06-01,Q2
2634,153048,1715.16,2024-03-06,Q1
2635,6507,732.63,2024-02-27,Q1
2636,5631,591.4,2024-08-01,Q3
2637,111086,1858.91,2024-10-19,Q4
2638,7482,1768.96,2024-03-01,Q1
2639,181657,900.79,2024-08-20,Q3
2640,4654,1661.4,2024-09-18,Q3
2641,1730,2103.58,2024-06-19,Q2
2642,2712,718.21,2024-09-01,Q3
2643,3077,584.25,2024-02-19,Q1
2644,111800,460.51,2024-07-16,Q3
2645,3138,826.57,2024-05-11,Q2
2646,3994,535.8,2024-06-22,Q2
2647,7023,414.21,2024-04-29,Q2
2648,111862,2005.26,2024-07-25,Q3
2649,137076,824.1,2024-01-07,Q1
2650,489,333.32,2024-07-31,Q3
2651,3054,555.1,2024-11-13,Q4
2652,118387,395.36,2024-10-20,Q4
2653,2705,405.83,2024-01-15,Q1
2654,139982,325.03,2024-09-18,Q3
2655,5377,649.3,2024-05-21,Q2
2656,2374,894.23,2024-01-14,Q1
2657,2953,544.23,2024-03-25,Q1
2658,5965,137.96,2024-02-03,Q1
2659,981,356.5,2024-11-17,Q4
2660,4092,392.25,2024-08-27,Q3
2661,1312,1476.27,2024-04-06,Q2
2662,192552,696.12,2024-11-09,Q4
2663,3289,741.29,2024-05-29,Q2
2664,3314,875.43,2024-04-10,Q2
2665,7051,1015.23,2024-10-14,Q4
2666,158156,833.52,2024-02-28,Q1
2667,127443,393.05,2024-01-07,Q1
2668,120552,993.38,2024-11-11,Q4
2669,697,256.74,2024-11-21,Q4
2670,7138,1145.7,2024-09-27,Q3
2671,134185,397.19,2024-12-06,Q4
2672,7353,654.79,2024-06-24,Q2
2673,7096,3607.85,2024-03-19,Q1
2674,5354,662.61,2024-04-13,Q2
2675,4653,1959.37,2024-11-29,Q4
2676,4103,2753.63,2024-03-02,Q1
2677,3703,131.23,2024-07-23,Q3
2678,5024,465.74,2024-03-20,Q1
2679,2501,2099.86,2024-07-01,Q3
2680,395,552.63,2024-10-08,Q4
2681,151621,1324.53,2024-10-02,Q4
2682,196286,769.43,2024-10-20,Q4
2683,4829,205.27,2024-06-03,Q2
2684,6200,244.96,2024-06-22,Q2
2685,3296,3243.19,2024-12-17,Q4
2686,171423,424.59,2024-06-24,Q2
2687,7216,560.63,2024-04-16,Q2
2688,3085,1156.94,2024-11-27,Q4
2689,4794,650.53,2024-06-04,Q2
2690,4972,226.43,2024-01-29,Q1
2691,1477,1296.15,2024-09-09,Q3
2692,3648,681.96,2024-07-26,Q3
2693,149455,1063.32,2024-11-20,Q4
2694,1189,1691.24,2024-12-25,Q4
2695,5960,683.48,2024-05-22,Q2
2696,1339,669.19,2024-01-04,Q1
2697,7481,675.84,2024-04-11,Q2
2698,573,677.92,2024-01-06,Q1
2699,7487,530.56,2024-01-26,Q1
2700,5085,332.04,2024-02-15,Q1
2701,7189,685.59,2024-02-15,Q1
2702,196,1171.79,2024-07-19,Q3
2703,646,310.19,2024-03-03,Q1
2704,1821,969.11,2024-04-19,Q2
2705,172501,1049.2,2024-02-15,Q1
2706,6347,380.36,2024-05-06,Q2
2707,4286,242.67,2024-09-22,Q3
2708,2884,572.59,2024-03-01,Q1
2709,3676,784.22,2024-11-06,Q4
2710,1953,214.39,2024-08-30,Q3
2711,530,1245.94,2024-04-26,Q2
2712,6604,313.8,2024-12-23,Q4
2713,3475,354.75,2024-01-31,Q1
2714,860,3341.59,2024-03-31,Q1
2715,5686,1152.14,2024-02-15,Q1
2716,889,1085.57,2024-02-06,Q1
2717,166406,258.7,2024-12-27,Q4
2718,169457,349.95,2024-09-01,Q3
2719,785,959.77,2024-01-18,Q1
2720,3405,821.53,2024-06-01,Q2
2721,763,195.09,2024-02-24,Q1
2722,163292,897.93,2024-10-13,Q4
2723,3366,1180.93,2024-08-16,Q3
2724,198121,1079.49,2024-07-09,Q3
2725,117,216.18,2024-11-27,Q4
2726,3672,186.85,2024-01-08,Q1
2727,158958,999.76,2024-11-02,Q4
2728,4256,700.3,2024-08-04,Q3
2729,5586,676.38,2024-02-10,Q1
2730,5411,203.37,2024-08-04,Q3
2731,1423,440.78,2024-05-12,Q2
2732,5448,549.72,2024-10-31,Q4
2733,2404,1328.38,2024-02-10,Q1
2734,2325,345.24,2024-01-29,Q1
2735,3266,702.62,2024-06-29,Q2
2736,112241,643.59,2024-10-07,Q4
2737,3135,564.45,2024-03-10,Q1
2738,3544,1013.19,2024-09-27,Q3
2739,3892,2598.57,2024-05-14,Q2
2740,154385,2223.82,2024-12-04,Q4
2741,6503,1874.13,2024-11-19,Q4
2742,5944,748.37,2024-08-02,Q3
2743,861,327.3,2024-10-31,Q4
2744,4002,363.94,2024-02-08,Q1
2745,142166,1188.04,2024-10-04,Q4
2746,1903,1749.62,2024-03-27,Q1
2747,7356,315.36,2024-04-12,Q2
2748,7021,1412.51,2024-01-13,Q1
2749,752,734.88,2024-12-11,Q4
2750,59,929.84,2024-02-17,Q1
2751,3103,1026.47,2024-05-17,Q2
2752,110369,509.37,2024-10-08,Q4
2753,194434,179.46,2024-11-21,Q4
2754,131743,1521.22,2024-10-22,Q4
2755,194759,1246.17,2024-11-06,Q4
2756,116150,897.99,2024-10-18,Q4
2757,134863,760.72,2024-10-30,Q4
2758,3076,1337.91,2024-02-27,Q1
2759,6431,2115.72,2024-04-30,Q2
2760,5865,252.55,2024-09-21,Q3
2761,4367,408.98,2024-05-24,Q2
2762,2314,670.6,2024-12-05,Q4
2763,3878,1072.3,2024-08-07,Q3
2764,170514,2339.85,2024-12-17,Q4
2765,6042,1927.99,2024-12-14,Q4
2766,1755,370.06,2024-08-25,Q3
2767,2464,2364.78,2024-09-23,Q3
2768,148168,390.31,2024-10-05,Q4
2769,5095,653.75,2024-05-20,Q2
2770,5826,548.34,2024-01-01,Q1
2771,161085,1708.15,2024-07-01,Q3
2772,152977,716.45,2024-10-03,Q4
2773,6195,252.93,2024-02-16,Q1
2774,5799,729.54,2024-04-08,Q2
2775,612,1206.97,2024-10-13,Q4
2776,160248,2486.54,2024-04-11,Q2
2777,127450,205.78,2024-10-10,Q4
2778,1912,349.22,2024-10-13,Q4
2779,5273,471.03,2024-03-28,Q1
2780,3100,641.66,2024-10-01,Q4
2781,3001,2068.3,2024-07-04,Q3
2782,2276,1010.11,2024-06-26,Q2
2783,3887,246.2,2024-05-05,Q2
2784,6082,695.0,2024-04-06,Q2
2785,5838,2309.6,2024-05-20,Q2
2786,3974,575.68,2024-05-01,Q2
2787,983,1552.73,2024-02-20,Q1
2788,3368,796.66,2024-05-04,Q2
2789,4271,2725.36,2024-12-24,Q4
2790,189326,585.99,2024-10-01,Q4
2791,5977,310.99,2024-02-12,Q1
2792,5453,621.19,2024-04-27,Q2
2793,6356,786.84,2024-01-01,Q1
2794,1413,999.4,2024-01-19,Q1
2795,1572,597.26,2024-08-21,Q3
2796,177236,547.3,2024-12-19,Q4
2797,157899,755.32,2024-11-25,Q4
2798,3329,2049.69,2024-11-29,Q4
2799,3248,361.14,2024-01-24,Q1
2800,5527,1234.33,2024-02-12,Q1
2801,4676,1579.64,2024-09-22,Q3
2802,105999,260.84,2024-10-22,Q4
2803,4674,1038.52,2024-11-03,Q4
2804,2715,390.94,2024-08-14,Q3
2805,3572,220.05,2024-01-09,Q1
2806,183247,471.74,2024-11-22,Q4
2807,150405,597.57,2024-10-14,Q4
2808,1143,1384.83,2024-01-18,Q1
2809,7343,144.41,2024-07-13,Q3
2810,144976,1492.37,2024-10-30,Q4
2811,3767,477.64,2024-04-30,Q2
2812,3105,460.45,2024-09-09,Q3
2813,107237,637.58,2024-06-11,Q2
2814,3986,458.71,2024-08-24,Q3
2815,1184,2111.91,2024-04-27,Q2
2816,159710,871.83,2024-07-01,Q3
2817,131442,1474.96,2024-05-03,Q2
2818,5260,650.19,2024-06-28,Q2
2819,5968,459.23,2024-01-29,Q1
2820,6233,995.94,2024-01-19,Q1
2821,4882,319.16,2024-01-07,Q1
2822,3278,804.41,2024-05-16,Q2
2823,143478,605.08,2024-11-08,Q4
2824,130730,709.54,2024-11-04,Q4
2825,192627,1145.85,2024-11-09,Q4
2826,1104,2774.84,2024-10-25,Q4
2827,166042,596.91,2024-08-24,Q3
2828,2289,942.3,2024-08-13,Q3
2829,335,2323.64,2024-07-03,Q3
2830,150705,708.1,2024-10-23,Q4
2831,5589,271.18,2024-02-07,Q1
2832,146860,1617.86,2024-05-01,Q2
2833,2570,236.25,2024-03-03,Q1
2834,106123,1301.85,2024-10-27,Q4
2835,3336,1123.31,2024-08-08,Q3
2836,161305,802.85,2024-12-15,Q4
2837,6182,1184.54,2024-04-08,Q2
2838,3493,1197.79,2024-06-17,Q2
2839,197958,690.32,2024-10-17,Q4
2840,147969,247.24,2024-12-20,Q4
2841,125340,578.44,2024-10-01,Q4
2842,5185,1110.39,2024-10-29,Q4
2843,7065,676.59,2024-07-23,Q3
2844,1448,936.47,2024-07-19,Q3
2845,1545,805.73,2024-05-08,Q2
2846,368,97.48,2024-05-19,Q2
2847,117396,1075.1,2024-12-13,Q4
2848,4216,285.39,2024-10-31,Q4
2849,3220,329.16,2024-05-29,Q2
2850,6596,1698.09,2024-10-16,Q4
2851,4472,123.72,2024-08-05,Q3
2852,3906,2285.98,2024-04-10,Q2
2853,3194,594.81,2024-06-06,Q2
2854,273,774.86,2024-08-01,Q3
2855,189047,1050.26,2024-10-30,Q4
2856,5250,2731.35,2024-05-09,Q2
2857,7208,646.07,2024-08-14,Q3
2858,3353,258.92,2024-01-25,Q1
2859,6565,1106.48,2024-11-25,Q4
2860,105130,1301.82,2024-12-02,Q4
2861,3309,929.99,2024-08-14,Q3
2862,4152,1656.09,2024-06-21,Q2
2863,702,652.52,2024-05-23,Q2
2864,6563,1347.1,2024-03-21,Q1
2865,6957,317.16,2024-03-21,Q1
2866,185,306.88,2024-11-26,Q4
2867,1564,1356.07,2024-06-09,Q2
2868,142670,246.48,2024-07-20,Q3
2869,69,340.69,2024-10-25,Q4
2870,3943,884.96,2024-06-20,Q2
2871,2290,4425.52,2024-08-18,Q3
2872,165,851.38,2024-03-17,Q1
2873,4955,1674.71,2024-03-26,Q1
2874,5083,543.37,2024-03-24,Q1
2875,113642,108.29,2024-12-11,Q4
2876,5321,298.94,2024-04-19,Q2
2877,4856,2579.49,2024-05-01,Q2
2878,5473,351.3,2024-01-28,Q1
2879,1764,661.11,2024-01-23,Q1
2880,4148,701.06,2024-01-26,Q1
2881,3582,404.7,2024-01-06,Q1
2882,6211,383.75,2024-04-08,Q2
2883,5415,935.69,2024-09-15,Q3
2884,6150,184.91,2024-08-14,Q3
2885,287,155.54,2024-08-28,Q3
2886,2057,1975.17,2024-06-06,Q2
2887,982,977.02,2024-05-03,Q2
2888,5503,1173.52,2024-05-19,Q2
2889,1060,1226.4,2024-02-21,Q1
2890,6045,598.19,2024-09-21,Q3
2891,204,527.61,2024-08-08,Q3
2892,2919,918.61,2024-07-11,Q3
2893,2110,1005.42,2024-06-26,Q2
2894,170502,400.64,2024-08-10,Q3
2895,162537,379.74,2024-12-27,Q4
2896,181492,1561.32,2024-12-16,Q4
2897,5468,631.65,2024-07-05,Q3
2898,896,715.04,2024-08-12,Q3
2899,5546,653.08,2024-03-20,Q1
2900,2525,183.06,2024-04-27,Q2
2901,4397,1122.19,2024-05-18,Q2
2902,6665,483.35,2024-04-05,Q2
2903,6899,509.58,2024-12-15,Q4
2904,6487,462.01,2024-08-07,Q3
2905,3978,350.73,2024-11-17,Q4
2906,5907,1938.91,2024-05-31,Q2
2907,3566,486.8,2024-04-26,Q2
2908,180360,1107.08,2024-08-24,Q3
2909,2951,1534.52,2024-02-03,Q1
2910,3037,1098.78,2024-07-29,Q3
2911,2632,1366.18,2024-02-04,Q1
2912,4897,370.13,2024-03-09,Q1
2913,153340,473.56,2024-12-16,Q4
2914,4087,594.54,2024-05-24,Q2
2915,4100,1044.5,2024-01-15,Q1
2916,4245,4112.62,2024-09-08,Q3
2917,151001,877.75,2024-07-23,Q3
2918,5644,693.24,2024-09-11,Q3
2919,5573,525.79,2024-01-13,Q1
2920,5980,936.01,2024-07-24,Q3
2921,181968,3866.79,2024-10-15,Q4
2922,1322,1617.3,2024-10-23,Q4
2923,841,338.55,2024-06-09,Q2
2924,174,654.95,2024-03-14,Q1
2925,181193,375.55,2024-07-01,Q3
2926,6701,273.81,2024-07-09,Q3
2927,6190,893.35,2024-08-03,Q3
2928,127087,1035.89,2024-10-30,Q4
2929,6129,813.92,2024-03-15,Q1
2930,196376,491.32,2024-12-10,Q4
2931,4151,3075.0,2024-02-28,Q1
2932,2391,667.89,2024-03-28,Q1
2933,169578,650.94,2024-04-12,Q2
2934,5286,626.59,2024-09-27,Q3
2935,2954,502.29,2024-09-05,Q3
2936,4383,249.09,2024-11-08,Q4
2937,5542,896.89,2024-11-15,Q4
2938,929,588.25,2024-01-25,Q1
2939,1717,277.11,2024-04-12,Q2
2940,2368,689.76,2024-02-22,Q1
2941,3409,805.35,2024-01-26,Q1
2942,1372,2184.62,2024-06-27,Q2
2943,271,464.6,2024-08-03,Q3
2944,135169,749.17,2024-10-21,Q4
2945,5831,1622.86,2024-01-13,Q1
2946,6003,260.36,2024-06-12,Q2
2947,6384,518.44,2024-02-09,Q1
2948,3936,448.08,2024-04-10,Q2
2949,6909,267.17,2024-10-22,Q4
2950,2553,317.52,2024-05-07,Q2
2951,129145,243.12,2024-07-01,Q3
2952,5797,684.87,2024-08-24,Q3
2953,4784,355.55,2024-07-08,Q3
2954,3526,424.2,2024-08-27,Q3
2955,4067,437.06,2024-01-04,Q1
2956,293,1159.82,2024-09-26,Q3
2957,102121,745.88,2024-09-01,Q3
2958,5746,144.47,2024-04-30,Q2
2959,168584,1675.97,2024-11-10,Q4
2960,6353,1857.7,2024-03-03,Q1
2961,120256,214.59,2024-10-18,Q4
2962,183379,454.03,2024-10-16,Q4
2963,393,999.97,2024-11-17,Q4
2964,1766,962.03,2024-04-06,Q2
2965,185567,438.87,2024-12-08,Q4
2966,2503,800.93,2024-03-23,Q1
2967,6923,467.06,2024-06-10,Q2
2968,150355,1173.69,2024-04-20,Q2
2969,7245,554.69,2024-11-18,Q4
2970,4197,546.5,2024-08-19,Q3
2971,123,389.94,2024-09-03,Q3
2972,6589,605.26,2024-08-20,Q3
2973,4350,1030.13,2024-11-01,Q4
2974,2256,597.05,2024-07-28,Q3
2975,3779,164.92,2024-08-19,Q3
2976,2727,793.16,2024-04-28,Q2
2977,115790,323.65,2024-03-08,Q1
2978,4147,2271.72,2024-01-07,Q1
