customer_id,region_id,signup_date
1248,6,2022-01-11
1249,29,2018-09-05
1250,14,2021-01-07
1251,28,2022-12-01
1252,40,2018-03-28
1253,47,2020-02-21
1254,13,2019-03-17
1255,34,2022-04-29
1256,22,2018-11-04
1257,26,2021-09-28
1258,9,2018-05-21
1259,43,2023-07-17
1260,9,2019-12-01
1261,2,2020-06-11
1262,38,2022-09-22
1263,21,2020-04-11
1264,4,2018-09-10
1265,35,2023-06-05
1266,15,2018-09-02
1267,49,2020-12-24
1268,50,2018-09-30
1269,28,2022-03-09
1270,24,2019-08-14
1271,23,2023-08-04
1272,31,2019-03-19
1273,46,2022-01-06
1274,33,2018-01-31
1275,5,2018-09-05
1276,10,2019-08-29
1277,32,2023-04-20
1278,19,2023-12-22
1279,24,2021-09-05
1280,21,2020-01-07
1281,30,2019-11-15
1282,12,2019-04-08
1283,4,2020-01-16
1284,12,2020-12-21
1285,34,2022-02-09
1286,31,2019-05-18
1287,41,2018-03-20
1288,6,2021-05-10
1289,8,2019-06-16
1290,7,2020-05-27
1291,29,2022-04-08
1292,29,2023-05-19
1293,8,2021-03-16
1294,23,2023-07-26
1295,3,2019-08-13
1296,31,2022-04-11
1297,29,2023-11-16
1298,2,2019-04-18
1299,5,2022-06-05
1300,36,2020-11-03
1301,45,2023-04-13
1302,43,2019-10-31
1303,29,2023-10-05
1304,27,2022-10-15
1305,41,2022-03-25
1306,43,2018-03-05
1307,46,2018-07-01
1308,20,2021-12-21
1309,24,2020-11-14
1310,4,2019-12-09
1311,9,2023-01-18
1312,19,2020-11-19
1313,41,2020-10-02
1314,23,2019-12-09
1315,30,2023-11-20
1316,44,2020-03-09
1317,24,2019-07-23
1318,17,2022-01-16
1319,37,2018-03-16
1320,16,2021-07-28
1321,20,2021-05-21
1322,45,2019-06-19
1323,22,2022-08-12
1324,13,2018-04-06
1325,42,2023-11-20
1326,33,2023-02-18
1327,39,2019-01-20
1328,17,2020-12-14
1329,40,2019-03-08
1330,48,2021-09-17
1331,9,2020-02-11
1332,10,2020-12-05
1333,29,2023-09-27
1334,37,2021-09-17
1335,1,2023-03-15
1336,28,2021-10-05
1337,7,2020-11-05
1338,49,2018-02-02
1339,37,2018-07-15
1340,50,2021-03-13
1341,11,2021-01-08
1342,40,2021-01-04
1343,20,2023-01-26
1344,6,2018-07-29
1345,25,2021-12-13
1346,24,2022-06-22
1347,26,2021-11-15
1348,43,2019-06-01
1349,14,2020-06-08
1350,32,2018-04-30
1351,10,2019-01-23
1352,44,2022-10-25
1353,23,2021-09-14
1354,40,2023-03-10
1355,14,2022-02-23
1356,16,2019-06-12
1357,50,2022-11-16
1358,10,2022-02-14
1359,29,2019-02-24
1360,17,2018-01-11
1361,20,2022-07-31
1362,35,2022-04-29
1363,40,2018-07-16
1364,25,2020-10-14
1365,32,2023-06-25
1366,3,2022-10-02
1367,12,2022-11-25
1368,38,2020-05-10
1369,34,2018-09-23
1370,3,2020-02-08
1371,45,2022-02-13
1372,21,2023-01-16
1373,16,2021-11-11
1374,24,2018-03-26
1375,20,2021-07-17
1376,26,2019-02-14
1377,9,2021-08-28
1378,7,2020-06-21
1379,50,2021-03-13
1380,38,2021-07-29
1381,19,2021-10-29
1382,43,2018-01-12
1383,40,2023-10-17
1384,35,2021-06-13
1385,37,2021-01-15
1386,48,2020-04-08
1387,42,2018-08-17
1388,13,2021-10-11
1389,37,2020-03-06
1390,9,2023-06-10
1391,26,2021-12-11
1392,4,2020-08-23
1393,9,2018-03-11
1394,37,2021-04-29
1395,19,2023-01-26
1396,9,2020-10-10
1397,49,2021-11-25
1398,47,2018-09-17
1399,12,2020-06-09
1400,30,2022-10-03
1401,15,2020-07-16
1402,41,2023-04-23
1403,35,2020-06-15
1404,22,2022-11-13
1405,47,2021-11-10
1406,37,2023-09-07
1407,8,2021-03-13
1408,23,2020-10-21
1409,42,2020-02-14
1410,27,2021-11-29
1411,5,2023-11-17
1412,39,2019-01-04
1413,25,2023-08-13
1414,12,2023-11-10
1415,41,2022-08-12
1416,45,2021-06-25
1417,30,2023-03-05
1418,36,2019-07-28
1419,13,2021-10-20
1420,38,2022-10-30
1421,46,2022-10-30
1422,12,2021-07-08
1423,48,2020-04-24
1424,5,2023-09-11
1425,23,2022-01-15
1426,4,2022-08-14
1427,23,2021-09-27
1428,33,2023-04-06
1429,44,2020-11-12
1430,8,2021-04-12
1431,45,2022-10-27
1432,50,2021-02-06
1433,4,2019-06-21
1434,49,2022-07-17
1435,46,2020-04-02
1436,2,2018-08-18
1437,4,2020-03-27
1438,37,2018-04-29
1439,21,2023-04-08
1440,14,2023-11-25
1441,21,2019-08-07
1442,18,2023-06-30
1443,49,2022-04-08
1444,13,2023-09-24
1445,5,2018-12-23
1446,42,2018-05-17
1447,42,2023-07-09
1448,45,2019-08-13
1449,49,2021-07-29
1450,3,2023-05-29
1451,39,2020-01-21
1452,14,2018-07-15
1453,22,2022-09-29
1454,23,2020-09-15
1455,50,2018-02-19
1456,27,2020-01-18
1457,12,2021-03-06
1458,5,2023-04-11
1459,30,2019-05-11
1460,42,2021-02-08
1461,36,2019-02-02
1462,47,2019-09-28
1463,3,2019-08-01
1464,21,2021-02-22
1465,31,2021-12-24
1466,43,2018-09-04
1467,16,2018-06-16
1468,34,2022-05-21
1469,11,2019-10-06
1470,30,2021-09-16
1471,39,2018-06-18
1472,41,2021-08-08
1473,23,2023-06-15
1474,24,2020-08-16
1475,45,2021-06-19
1476,28,2019-10-07
1477,18,2019-09-19
1478,14,2018-05-24
1479,36,2020-11-14
1480,36,2023-09-06
1481,27,2018-09-12
1482,8,2020-07-01
1483,9,2023-01-08
1484,13,2020-12-22
1485,1,2022-07-24
1486,24,2020-04-02
1487,21,2021-08-12
1488,20,2023-12-04
1489,47,2021-08-02
1490,12,2022-10-10
1491,41,2022-02-27
1492,10,2018-07-29
1493,31,2018-12-18
1494,44,2021-08-24
1495,42,2020-02-02
1496,30,2020-11-27
1497,11,2020-11-24
1498,19,2022-10-04
1499,22,2023-12-10
1500,43,2023-12-25
1501,19,2018-06-24
1502,42,2022-06-19
1503,48,2022-05-08
1504,6,2023-03-10
1505,47,2020-07-23
1506,29,2021-01-05
1507,31,2020-09-16
1508,16,2020-03-29
1509,17,2019-06-25
1510,28,2021-11-09
1511,10,2018-02-06
1512,36,2022-06-30
1513,34,2023-01-18
1514,1,2019-05-14
1515,11,2019-04-13
1516,26,2021-01-07
1517,38,2023-01-28
1518,15,2018-09-07
1519,45,2020-08-03
1520,27,2019-04-19
1521,27,2023-02-09
1522,6,2023-04-16
1523,32,2018-07-04
1524,41,2018-11-13
1525,11,2018-12-11
1526,28,2022-11-12
1527,1,2023-05-27
1528,11,2020-03-26
1529,4,2018-12-12
1530,39,2021-12-24
1531,50,2023-05-05
1532,2,2023-06-17
1533,36,2020-09-01
1534,30,2022-09-07
1535,36,2023-09-25
1536,26,2022-12-14
1537,50,2020-11-05
1538,2,2019-07-26
1539,8,2020-03-25
1540,13,2020-03-03
1541,40,2023-12-03
1542,4,2022-05-24
1543,7,2023-02-24
1544,37,2022-08-30
1545,21,2020-11-09
1546,36,2022-09-27
1547,19,2021-11-02
1548,5,2022-06-09
1549,30,2019-10-21
1550,6,2019-05-23
1551,24,2019-01-30
1552,45,2019-09-26
1553,10,2023-11-13
1554,11,2023-08-26
1555,48,2018-11-17
1556,16,2021-04-27
1557,19,2023-08-22
1558,35,2022-07-11
1559,7,2021-09-02
1560,4,2021-08-05
1561,43,2019-12-16
1562,48,2023-07-18
1563,50,2018-07-01
1564,2,2023-03-18
1565,27,2023-03-23
1566,43,2019-07-27
1567,43,2021-01-26
1568,19,2023-04-22
1569,25,2020-11-04
1570,8,2019-10-20
1571,7,2018-06-03
1572,19,2020-08-23
1573,12,2019-09-01
1574,49,2023-02-08
1575,5,2023-03-02
1576,27,2019-12-11
1577,28,2019-04-06
1578,3,2019-09-29
1579,23,2020-05-30
1580,48,2022-01-04
1581,6,2018-11-30
1582,8,2023-12-30
1583,9,2022-03-14
1584,3,2018-10-15
1585,45,2019-11-21
1586,3,2022-03-16
1587,15,2021-01-08
1588,42,2021-02-28
1589,50,2018-04-01
1590,8,2020-06-18
1591,19,2021-09-07
1592,9,2022-07-01
1593,10,2020-09-05
1594,48,2021-04-30
1595,17,2019-05-02
1596,31,2022-10-14
1597,8,2022-03-09
1598,15,2022-06-18
1599,19,2022-01-02
1600,30,2023-11-28
1601,46,2023-04-11
1602,13,2022-11-11
1603,33,2020-01-05
1604,25,2018-05-27
1605,40,2018-01-02
1606,17,2022-09-04
1607,22,2023-05-23
1608,32,2021-11-23
1609,23,2022-04-29
1610,38,2018-07-16
1611,1,2021-05-23
1612,18,2021-08-19
1613,9,2018-12-10
1614,8,2022-07-03
1615,3,2020-01-05
1616,18,2019-03-08
1617,11,2022-03-05
1618,38,2020-08-10
1619,26,2021-03-19
1620,40,2021-04-03
1621,45,2021-09-25
1622,40,2020-06-23
1623,22,2022-11-20
1624,49,2023-04-03
1625,20,2020-11-25
1626,42,2019-01-05
1627,9,2019-09-03
1628,49,2022-08-17
1629,16,2019-07-17
1630,32,2022-09-01
1631,18,2021-12-21
1632,12,2020-09-08
1633,17,2018-10-04
1634,31,2021-03-27
1635,6,2022-02-26
1636,10,2018-12-03
1637,46,2022-12-12
1638,5,2019-03-04
1639,37,2020-06-22
1640,16,2021-03-10
1641,16,2022-06-07
1642,19,2019-05-08
1643,20,2020-01-06
1644,36,2022-11-02
1645,41,2019-12-23
1646,19,2021-09-11
1647,9,2020-05-21
1648,1,2018-05-04
1649,37,2021-01-31
1650,46,2020-02-23
1651,2,2019-08-04
1652,30,2023-02-23
1653,11,2022-08-23
1654,11,2019-08-31
1655,42,2021-02-21
1656,13,2022-04-26
1657,16,2018-04-27
1658,7,2018-07-25
1659,46,2021-03-28
1660,46,2023-07-31
1661,46,2023-07-25
1662,12,2020-09-11
1663,10,2022-03-22
1664,48,2020-12-12
1665,31,2023-06-05
1666,14,2021-06-01
1667,3,2023-05-06
1668,40,2020-03-06
1669,41,2023-08-02
1670,1,2022-05-08
1671,24,2022-08-09
1672,25,2018-02-01
1673,24,2022-11-01
1674,19,2018-12-22
1675,17,2023-08-13
1676,17,2019-02-18
1677,47,2022-12-14
1678,50,2021-10-23
1679,6,2020-05-09
1680,37,2023-05-05
1681,29,2020-04-30
1682,13,2018-05-20
1683,10,2018-06-15
1684,38,2023-02-10
1685,19,2020-04-22
1686,7,2022-11-30
1687,49,2018-02-13
1688,47,2018-06-17
1689,21,2023-12-04
1690,22,2018-11-10
1691,22,2022-02-14
1692,10,2020-02-06
1693,6,2020-12-31
1694,14,2018-09-09
1695,20,2019-08-08
1696,8,2022-07-19
1697,2,2021-03-19
1698,47,2021-01-08
1699,44,2023-09-01
1700,16,2020-06-18
1701,31,2022-10-27
1702,8,2022-05-07
1703,47,2020-10-06
1704,41,2019-10-04
1705,9,2020-02-15
1706,11,2023-03-24
1707,17,2019-11-01
1708,5,2021-12-03
1709,18,2018-09-30
1710,34,2020-01-29
1711,37,2023-08-09
1712,1,2021-03-28
1713,18,2022-12-07
1714,42,2019-07-23
1715,44,2022-07-26
1716,29,2023-11-28
1717,37,2023-07-20
1718,13,2020-08-11
1719,44,2022-02-02
1720,24,2023-05-18
1721,35,2022-11-17
1722,14,2023-11-12
1723,9,2018-03-10
1724,27,2021-03-19
1725,27,2022-09-30
1726,29,2022-05-18
1727,41,2018-12-03
1728,39,2021-06-07
1729,16,2018-12-29
1730,24,2018-07-20
1731,5,2018-09-02
1732,40,2023-09-17
1733,7,2019-08-19
1734,4,2020-09-27
1735,27,2019-07-16
1736,47,2023-05-12
1737,19,2023-05-01
1738,10,2021-12-06
1739,10,2022-12-20
1740,42,2018-08-19
1741,34,2023-12-30
1742,25,2020-07-02
1743,47,2020-05-27
1744,6,2019-03-05
1745,31,2023-04-05
1746,18,2019-01-07
1747,12,2023-02-22
1748,46,2022-04-16
1749,48,2022-08-18
1750,42,2018-03-07
1751,8,2022-06-06
1752,37,2023-10-17
1753,18,2020-05-13
1754,19,2020-09-12
1755,10,2018-09-03
1756,30,2020-12-08
1757,43,2022-01-14
1758,12,2019-10-18
1759,27,2022-06-12
1760,33,2018-07-07
1761,32,2022-01-16
1762,14,2021-07-12
1763,2,2019-05-19
1764,42,2020-01-26
1765,30,2019-06-10
1766,36,2021-09-28
1767,27,2021-10-26
1768,20,2021-05-02
1769,13,2019-03-01
1770,33,2019-04-21
1771,42,2022-11-11
1772,17,2020-10-08
1773,2,2020-08-11
1774,8,2019-11-06
1775,29,2023-07-30
1776,12,2019-06-09
1777,41,2022-08-11
1778,14,2022-08-13
1779,25,2019-06-18
1780,12,2018-01-27
1781,23,2019-07-02
1782,34,2019-08-12
1783,40,2022-06-20
1784,37,2021-03-09
1785,26,2020-07-31
1786,23,2020-11-08
1787,17,2023-09-18
1788,50,2023-08-21
1789,37,2018-02-26
1790,45,2023-01-22
1791,37,2020-03-02
1792,5,2022-07-05
1793,14,2023-11-27
1794,24,2021-01-30
1795,16,2021-09-28
1796,46,2020-07-28
1797,25,2018-06-13
1798,12,2018-03-22
1799,30,2020-02-29
1800,19,2022-12-05
1801,7,2020-01-18
1802,48,2020-08-01
1803,48,2021-03-09
1804,39,2019-12-04
1805,16,2020-12-08
1806,42,2021-08-21
1807,15,2023-02-08
1808,44,2022-07-10
1809,45,2022-11-26
1810,9,2021-02-19
1811,16,2022-03-11
1812,35,2018-11-24
1813,12,2018-11-20
1814,41,2023-07-12
1815,34,2021-08-15
1816,12,2018-09-05
1817,39,2020-06-12
1818,3,2023-10-25
1819,20,2018-02-16
1820,9,2020-08-27
1821,1,2023-01-07
1822,38,2023-09-05
1823,8,2020-03-18
1824,35,2023-06-27
1825,4,2022-04-18
1826,45,2020-06-08
1827,49,2022-09-04
1828,16,2022-10-19
1829,25,2019-08-26
1830,32,2018-07-16
1831,30,2022-09-07
1832,2,2018-07-01
1833,49,2022-09-01
1834,47,2020-02-19
1835,25,2022-03-20
1836,28,2021-08-28
1837,9,2018-03-26
1838,38,2018-01-21
1839,26,2021-10-10
1840,15,2021-02-02
1841,16,2018-04-06
1842,5,2023-11-07
1843,40,2019-06-07
1844,4,2023-02-23
1845,29,2018-09-13
1846,41,2019-05-25
1847,3,2021-03-04
1848,8,2021-03-02
1849,39,2021-08-15
1850,42,2019-01-11
1851,5,2019-08-02
1852,14,2019-07-31
1853,31,2020-08-22
1854,28,2023-07-15
1855,26,2020-10-09
1856,14,2023-12-26
1857,27,2019-07-05
1858,3,2019-06-16
1859,44,2018-08-10
1860,28,2019-04-10
1861,19,2019-11-14
1862,19,2020-04-20
1863,19,2022-04-12
1864,22,2020-09-03
1865,10,2022-02-11
1866,31,2018-07-15
1867,10,2023-09-05
1868,16,2018-11-20
1869,44,2018-03-15
1870,29,2020-07-19
1871,46,2021-11-27
1872,33,2019-05-31
1873,40,2018-12-24
1874,5,2023-01-25
1875,26,2022-12-11
1876,18,2022-07-04
1877,1,2019-04-29
1878,5,2021-03-20
1879,10,2022-02-19
1880,1,2020-08-05
1881,22,2019-01-27
1882,3,2022-12-25
1883,42,2023-08-18
1884,30,2018-12-30
1885,49,2022-03-20
1886,5,2023-04-28
1887,4,2021-03-31
1888,44,2018-04-18
1889,20,2022-02-21
1890,38,2023-07-16
1891,10,2019-07-27
1892,1,2018-10-31
1893,25,2019-07-07
1894,29,2022-11-14
1895,6,2021-05-05
1896,1,2018-02-09
1897,11,2021-07-11
1898,6,2022-11-21
1899,50,2019-02-10
1900,50,2021-07-03
1901,1,2019-05-17
1902,23,2018-02-11
1903,20,2020-05-27
1904,2,2022-08-23
1905,34,2022-01-05
1906,43,2018-08-11
1907,31,2019-02-12
1908,46,2021-03-28
1909,32,2019-12-04
1910,28,2019-12-29
1911,48,2020-08-12
1912,36,2022-07-21
1913,39,2021-06-14
1914,40,2023-02-12
1915,2,2018-08-12
1916,37,2020-10-13
1917,38,2021-04-20
1918,25,2022-07-18
1919,29,2021-02-02
1920,42,2023-07-01
1921,8,2023-01-09
1922,27,2022-02-18
1923,39,2020-05-20
1924,13,2019-12-07
1925,14,2021-03-14
1926,1,2020-10-11
1927,16,2018-03-06
1928,18,2019-05-19
1929,48,2023-01-04
1930,5,2020-09-30
1931,33,2023-09-11
1932,4,2019-06-23
1933,40,2023-10-21
1934,24,2022-11-03
1935,22,2020-02-25
1936,48,2021-08-28
1937,38,2023-12-05
1938,6,2021-10-18
1939,14,2023-08-03
1940,14,2018-08-30
1941,31,2018-12-25
1942,42,2018-01-04
1943,32,2019-12-14
1944,21,2022-09-25
1945,38,2023-10-12
1946,38,2021-04-02
1947,5,2020-07-14
1948,28,2023-08-03
1949,36,2021-07-12
1950,31,2021-03-22
1951,13,2018-07-05
1952,9,2019-04-16
1953,15,2022-03-09
1954,18,2022-03-10
1955,47,2020-12-22
1956,32,2022-03-16
1957,42,2022-02-22
1958,2,2018-05-24
1959,40,2023-01-03
1960,10,2022-02-28
1961,29,2019-04-26
1962,20,2019-04-11
1963,44,2023-09-30
1964,34,2019-07-12
1965,24,2018-03-12
1966,26,2018-03-10
1967,36,2019-05-15
1968,36,2021-10-05
1969,29,2020-09-26
1970,37,2022-05-22
1971,40,2019-05-24
1972,2,2019-05-20
1973,19,2020-06-04
1974,46,2022-10-02
1975,17,2021-01-06
1976,42,2022-07-27
1977,28,2018-07-25
1978,14,2020-06-16
1979,18,2020-08-15
1980,25,2018-05-30
1981,7,2019-11-20
1982,16,2019-09-06
1983,35,2020-09-24
1984,46,2018-12-29
1985,48,2019-08-14
1986,20,2023-10-01
1987,40,2018-11-10
1988,20,2022-11-26
1989,41,2021-04-03
1990,46,2018-06-21
1991,23,2020-05-27
1992,31,2021-01-29
1993,44,2019-08-31
1994,7,2019-08-08
1995,13,2022-04-09
1996,32,2018-03-12
1997,9,2023-07-26
1998,40,2019-12-07
1999,14,2020-04-15
2000,17,2018-10-07
2001,41,2023-04-14
2002,27,2019-05-03
2003,40,2022-10-27
2004,32,2019-12-17
2005,26,2018-03-11
2006,26,2020-06-14
2007,41,2021-02-19
2008,50,2020-10-22
2009,2,2023-12-02
2010,26,2021-02-13
2011,40,2022-09-03
2012,33,2020-03-21
2013,25,2018-11-14
2014,40,2020-12-27
2015,24,2021-05-11
2016,7,2020-07-04
2017,14,2022-08-06
2018,3,2023-10-14
2019,36,2018-06-26
2020,49,2018-05-29
2021,19,2019-08-23
2022,37,2021-07-07
2023,50,2018-04-04
2024,20,2019-03-01
2025,45,2020-06-14
2026,1,2020-04-02
2027,34,2023-01-28
2028,9,2021-04-11
2029,40,2023-03-26
2030,1,2022-07-22
2031,42,2020-06-25
2032,20,2023-11-12
2033,12,2023-01-22
2034,28,2020-12-17
2035,50,2023-02-06
2036,9,2019-07-17
2037,16,2019-04-01
2038,32,2022-09-30
2039,5,2022-09-25
2040,48,2019-05-01
2041,27,2022-07-10
2042,50,2021-01-17
2043,21,2021-05-08
2044,42,2023-01-29
2045,17,2018-12-17
2046,23,2020-06-03
2047,18,2019-09-27
2048,28,2021-05-04
2049,12,2018-12-12
2050,26,2018-09-19
2051,42,2022-03-05
2052,8,2018-05-03
2053,40,2020-07-02
2054,43,2023-11-30
2055,2,2023-12-28
2056,34,2019-01-27
2057,25,2023-07-24
2058,32,2020-01-05
2059,15,2019-03-11
2060,12,2021-01-10
2061,15,2020-12-05
2062,8,2020-03-31
2063,21,2020-07-24
2064,44,2018-08-02
2065,39,2019-08-01
2066,9,2019-03-08
2067,28,2023-08-04
2068,4,2020-12-16
2069,3,2021-04-11
2070,32,2020-08-18
2071,16,2023-04-22
2072,36,2022-10-15
2073,8,2022-02-19
2074,6,2019-11-14
2075,36,2019-11-07
2076,11,2023-08-22
2077,3,2023-07-30
2078,40,2019-09-12
2079,36,2020-01-07
2080,47,2019-12-27
2081,30,2022-09-14
2082,24,2023-09-10
2083,34,2023-04-28
2084,40,2023-01-15
2085,32,2020-02-03
2086,16,2019-11-26
2087,45,2023-05-01
2088,36,2020-05-15
2089,44,2019-04-17
2090,28,2023-01-19
2091,23,2020-11-16
2092,43,2018-07-08
2093,31,2023-05-17
2094,39,2019-10-08
2095,45,2019-11-08
2096,15,2021-03-10
2097,10,2019-08-15
2098,8,2022-12-21
2099,30,2022-02-23
2100,41,2021-05-21
2101,49,2019-03-15
2102,2,2020-12-08
2103,1,2019-08-20
2104,34,2023-10-09
2105,14,2022-10-02
2106,24,2018-09-12
2107,4,2021-03-02
2108,4,2022-09-05
2109,27,2021-02-20
2110,35,2018-10-06
2111,45,2018-11-03
2112,25,2022-05-24
2113,33,2021-02-21
2114,44,2021-04-04
2115,22,2019-08-15
2116,11,2019-08-03
2117,42,2020-06-10
2118,1,2021-04-04
2119,14,2020-10-23
2120,7,2023-04-10
2121,33,2019-02-18
2122,14,2020-10-31
2123,18,2019-05-31
2124,33,2018-01-15
2125,15,2020-06-27
2126,19,2018-05-04
2127,25,2020-03-25
2128,6,2021-10-17
2129,47,2020-04-03
2130,50,2022-01-24
2131,36,2019-10-08
2132,6,2020-05-29
2133,24,2023-04-01
2134,18,2019-06-16
2135,9,2021-01-02
2136,44,2022-04-17
2137,21,2020-03-03
2138,33,2019-10-29
2139,35,2022-03-09
2140,16,2018-06-12
2141,18,2019-08-05
2142,49,2020-06-16
2143,42,2019-04-22
2144,26,2021-03-26
2145,27,2021-09-18
2146,1,2023-10-16
2147,11,2021-08-10
2148,1,2021-07-20
2149,41,2022-05-09
2150,48,2019-04-02
2151,9,2020-10-27
2152,15,2022-12-28
2153,18,2019-01-20
2154,41,2019-10-01
2155,21,2019-04-27
2156,3,2023-10-02
2157,30,2020-02-15
2158,8,2019-12-14
2159,33,2022-11-21
2160,43,2023-06-15
2161,4,2018-01-11
2162,50,2023-04-09
2163,34,2022-03-29
2164,3,2023-03-08
2165,12,2018-07-09
2166,9,2018-03-28
2167,45,2020-01-06
2168,37,2023-02-05
2169,19,2020-12-27
2170,27,2022-04-29
2171,18,2019-06-21
2172,21,2020-01-03
2173,32,2023-04-07
2174,10,2020-12-09
2175,38,2022-09-04
2176,48,2021-11-02
2177,49,2019-01-20
2178,9,2023-08-29
2179,21,2023-09-04
2180,14,2022-09-05
2181,32,2020-10-25
2182,17,2020-07-27
2183,20,2019-10-15
2184,7,2021-11-14
2185,28,2019-11-10
2186,27,2019-02-12
2187,28,2018-05-13
2188,18,2020-07-17
2189,38,2022-11-21
2190,31,2022-09-29
2191,9,2023-02-04
2192,19,2021-08-21
2193,34,2023-03-16
2194,6,2022-09-12
2195,18,2022-11-02
2196,44,2021-01-21
2197,23,2018-07-07
2198,26,2020-04-12
2199,35,2023-01-30
2200,17,2022-06-15
2201,42,2018-01-28
2202,1,2018-07-25
2203,24,2021-12-13
2204,30,2023-11-14
2205,12,2022-05-21
2206,40,2023-09-08
2207,4,2018-05-26
2208,33,2023-04-13
2209,32,2018-10-08
2210,40,2023-04-21
2211,11,2023-11-04
2212,8,2021-01-24
2213,30,2021-03-12
2214,49,2020-12-26
2215,40,2021-04-26
2216,11,2022-12-01
2217,21,2019-09-09
2218,14,2019-09-13
2219,39,2023-10-22
2220,26,2023-02-05
2221,22,2021-03-29
2222,1,2019-03-16
2223,32,2023-09-24
2224,23,2023-04-10
2225,2,2019-12-21
2226,10,2021-03-30
2227,37,2020-07-07
2228,38,2023-01-21
2229,25,2022-02-14
2230,38,2020-12-15
2231,37,2023-10-21
2232,31,2021-08-25
2233,11,2020-11-26
2234,22,2023-07-23
2235,41,2020-09-12
2236,16,2020-07-04
2237,34,2020-04-30
2238,42,2019-04-28
2239,27,2019-09-04
2240,26,2018-07-19
2241,10,2022-05-14
2242,25,2021-07-16
2243,3,2023-08-05
2244,6,2021-08-31
2245,28,2018-06-26
2246,11,2021-09-21
2247,18,2019-01-19
2248,19,2018-03-23
2249,24,2021-12-22
2250,35,2018-03-02
2251,23,2020-06-14
2252,43,2023-05-15
2253,25,2019-07-15
2254,50,2022-03-04
2255,50,2020-04-04
2256,22,2018-09-06
2257,39,2019-03-08
2258,23,2018-06-13
2259,44,2018-11-27
2260,39,2018-12-21
2261,17,2023-04-19
2262,17,2022-11-03
2263,45,2020-02-13
2264,28,2022-05-03
2265,35,2019-03-24
2266,34,2021-10-30
2267,9,2019-03-20
2268,12,2021-11-04
2269,46,2020-02-23
2270,14,2023-02-24
2271,44,2023-01-03
2272,18,2020-01-01
2273,43,2018-04-01
2274,29,2019-12-07
2275,5,2019-09-10
2276,14,2020-07-20
2277,48,2021-06-11
2278,11,2023-12-08
2279,12,2018-05-18
2280,8,2021-04-30
2281,31,2019-01-11
2282,41,2021-04-12
2283,47,2021-10-26
2284,45,2022-11-09
2285,45,2021-05-11
2286,46,2019-01-25
2287,29,2023-06-24
2288,42,2020-06-06
2289,32,2020-11-16
2290,7,2021-11-05
2291,2,2019-08-04
2292,5,2023-12-04
2293,18,2018-04-08
2294,25,2018-12-05
2295,32,2023-12-09
2296,27,2020-09-16
2297,19,2023-05-11
2298,37,2023-06-07
2299,44,2023-12-09
2300,12,2022-05-08
2301,14,2022-02-05
2302,47,2021-09-06
2303,49,2022-02-05
2304,16,2019-07-18
2305,26,2022-11-21
2306,29,2019-02-14
2307,32,2020-11-16
2308,44,2020-03-30
2309,6,2022-07-26
2310,27,2019-07-13
2311,11,2019-03-29
2312,38,2022-11-06
2313,30,2020-12-02
2314,38,2022-04-28
2315,46,2023-04-09
2316,40,2023-01-04
2317,43,2020-05-25
2318,41,2019-01-10
2319,32,2023-10-04
2320,20,2019-11-10
2321,17,2022-08-12
2322,19,2022-08-11
2323,31,2020-08-27
2324,41,2018-12-25
2325,19,2020-10-30
2326,29,2018-11-15
2327,21,2020-02-11
2328,31,2020-04-18
2329,41,2021-02-09
2330,21,2019-02-13
2331,20,2023-01-27
2332,11,2018-06-22
2333,25,2023-11-29
2334,23,2019-11-16
2335,9,2020-12-08
2336,49,2023-04-02
2337,43,2021-12-03
2338,15,2018-05-04
2339,48,2021-08-15
2340,14,2021-05-24
2341,21,2023-08-05
2342,7,2021-05-17
2343,31,2023-12-13
2344,25,2021-03-08
2345,14,2019-02-26
2346,15,2021-01-12
2347,47,2023-07-03
2348,35,2018-02-07
2349,8,2020-05-23
2350,7,2018-04-14
2351,4,2023-01-18
2352,13,2021-01-24
2353,37,2022-04-18
2354,4,2023-10-22
2355,13,2022-12-28
2356,3,2020-06-12
2357,33,2023-08-10
2358,41,2020-10-31
2359,27,2023-11-14
2360,46,2023-11-21
2361,35,2019-05-01
2362,39,2022-09-03
2363,16,2022-03-09
2364,44,2022-08-14
2365,32,2019-01-03
2366,5,2021-01-10
2367,5,2018-11-28
2368,45,2023-05-21
2369,14,2023-03-28
2370,24,2021-06-26
2371,39,2018-10-12
2372,39,2021-12-09
2373,2,2020-08-20
2374,31,2022-09-21
2375,46,2018-08-06
2376,18,2020-06-09
2377,28,2020-03-02
2378,14,2023-09-19
2379,37,2019-10-16
2380,6,2023-12-04
2381,26,2023-07-13
2382,21,2021-07-09
2383,33,2019-01-18
2384,25,2019-05-02
2385,50,2018-02-07
2386,50,2022-08-25
2387,15,2022-05-08
2388,2,2019-12-07
2389,25,2022-05-21
2390,30,2021-06-17
2391,38,2022-11-24
2392,27,2018-07-09
2393,30,2019-03-12
2394,2,2022-11-04
2395,39,2020-03-20
2396,17,2023-10-02
2397,20,2023-04-13
2398,22,2018-07-26
2399,4,2020-06-02
2400,25,2022-05-22
2401,20,2018-10-26
2402,12,2023-03-01
2403,13,2018-08-04
2404,2,2018-08-28
2405,45,2021-04-05
2406,15,2019-06-25
2407,44,2021-10-31
2408,42,2020-05-08
2409,23,2019-08-16
2410,41,2023-01-07
2411,11,2018-12-16
2412,10,2020-12-16
