customer_id,tenure_months,monthly_charges,contract_type,payment_method,num_support_tickets,account_closure_reason,last_contact_before_churn_days,churned
C01189,41,81.51,monthly,check,10,competitor,60.0,1
C01190,1,58.14,2-year,bank,10,,,0
C01191,30,23.89,1-year,bank,12,,,0
C01192,21,80.03,monthly,check,0,other,7.0,1
C01193,13,29.23,monthly,card,12,other,49.0,1
C01194,51,74.25,monthly,card,0,,,0
C01195,38,95.2,1-year,check,10,,,0
C01196,46,62.36,monthly,card,5,competitor,53.0,1
C01197,52,49.94,monthly,check,1,,,0
C01198,71,24.74,monthly,auto,11,,,0
C01199,58,22.48,monthly,card,8,,,0
C01200,45,63.0,monthly,bank,10,,,0
C01201,64,108.33,monthly,auto,6,,,0
C01202,35,44.41,1-year,card,4,,,0
C01203,71,77.41,monthly,auto,9,competitor,36.0,1
C01204,55,88.43,monthly,card,3,,,0
C01205,47,26.08,monthly,auto,12,,,0
C01206,66,35.31,monthly,bank,10,,,0
C01207,38,53.13,monthly,card,15,competitor,54.0,1
C01208,52,87.01,monthly,check,0,,,0
C01209,21,63.9,monthly,card,9,,,0
C01210,70,93.42,monthly,bank,8,price,21.0,1
C01211,45,106.76,1-year,check,13,,,0
C01212,57,95.84,monthly,check,6,,,0
C01213,34,119.22,1-year,bank,14,service,3.0,1
C01214,63,95.44,1-year,auto,3,,,0
C01215,6,105.22,monthly,bank,13,competitor,46.0,1
C01216,9,103.24,monthly,bank,8,price,60.0,1
C01217,37,93.03,monthly,bank,15,other,34.0,1
C01218,53,100.18,monthly,auto,3,,,0
C01219,59,113.47,1-year,check,4,,,0
C01220,32,67.52,monthly,card,9,price,29.0,1
C01221,47,83.83,2-year,auto,8,,,0
C01222,40,71.49,monthly,bank,2,competitor,48.0,1
C01223,70,105.1,1-year,bank,10,,,0
C01224,48,63.14,1-year,card,6,,,0
C01225,31,101.97,1-year,auto,2,,,0
C01226,70,99.94,2-year,card,8,,,0
C01227,8,116.19,2-year,auto,11,other,23.0,1
C01228,71,44.89,monthly,card,0,,,0
C01229,12,90.96,monthly,check,14,competitor,8.0,1
C01230,21,95.69,monthly,card,9,price,57.0,1
C01231,60,113.63,monthly,bank,4,competitor,16.0,1
C01232,53,110.69,1-year,auto,12,,,0
C01233,70,77.35,monthly,check,13,service,43.0,1
C01234,54,77.92,monthly,check,15,,,0
C01235,46,36.73,1-year,card,12,,,0
C01236,25,117.5,monthly,auto,3,price,59.0,1
C01237,1,45.5,1-year,bank,2,,,0
C01238,9,92.47,monthly,check,3,competitor,42.0,1
C01239,22,99.58,1-year,auto,14,other,37.0,1
C01240,3,64.12,1-year,check,4,,,0
C01241,37,41.12,monthly,check,5,price,8.0,1
C01242,56,38.9,1-year,card,14,,,0
C01243,70,105.65,monthly,bank,3,,,0
C01244,36,71.08,1-year,check,6,competitor,42.0,1
C01245,64,29.01,1-year,card,4,,,0
C01246,71,91.7,monthly,bank,4,price,14.0,1
C01247,62,45.02,1-year,auto,9,,,0
C01248,34,107.64,2-year,auto,11,,,0
C01249,24,50.96,1-year,auto,4,,,0
C01250,71,40.03,1-year,auto,0,,,0
C01251,18,28.49,1-year,auto,10,,,0
C01252,30,71.15,monthly,card,8,,,0
C01253,6,65.07,1-year,auto,10,,,0
C01254,58,95.13,2-year,check,7,,,0
C01255,47,66.46,monthly,auto,12,other,11.0,1
C01256,7,54.38,monthly,check,9,competitor,48.0,1
C01257,16,46.17,monthly,card,12,service,10.0,1
C01258,40,47.81,monthly,check,11,,,0
C01259,39,112.78,monthly,auto,7,other,38.0,1
C01260,58,36.51,monthly,card,5,,,0
C01261,20,118.82,1-year,check,9,service,41.0,1
C01262,67,52.69,monthly,check,10,,,0
C01263,33,28.84,monthly,bank,9,other,41.0,1
C01264,60,44.87,1-year,auto,8,,,0
C01265,18,25.84,monthly,card,5,,,0
C01266,3,99.0,monthly,bank,2,service,24.0,1
C01267,4,71.26,1-year,auto,6,,,0
C01268,27,53.7,2-year,check,14,,,0
C01269,69,86.2,1-year,card,11,,,0
C01270,4,83.06,monthly,card,12,service,44.0,1
C01271,27,113.99,monthly,check,11,competitor,17.0,1
C01272,8,116.13,2-year,auto,14,,,0
C01273,68,88.07,1-year,card,3,,,0
C01274,49,101.78,1-year,card,11,,,0
C01275,55,99.24,1-year,bank,1,,,0
C01276,52,69.13,monthly,card,3,,,0
C01277,48,90.45,monthly,card,0,,,0
C01278,56,27.83,1-year,bank,6,,,0
C01279,1,95.8,2-year,check,2,,,0
C01280,63,116.18,monthly,auto,6,,,0
C01281,54,28.5,1-year,bank,2,,,0
C01282,54,103.61,monthly,check,0,service,32.0,1
C01283,29,113.3,2-year,auto,7,,,0
C01284,58,42.62,monthly,card,6,,,0
C01285,28,72.48,1-year,auto,6,,,0
C01286,4,112.79,monthly,card,5,competitor,8.0,1
C01287,66,116.02,1-year,check,6,,,0
C01288,17,32.79,1-year,auto,0,,,0
C01289,8,54.9,monthly,auto,7,,,0
C01290,45,89.81,2-year,bank,13,,,0
C01291,17,42.16,2-year,check,2,,,0
C01292,62,52.48,2-year,card,2,,,0
C01293,32,22.33,monthly,bank,12,competitor,11.0,1
C01294,1,35.35,1-year,auto,8,competitor,40.0,1
C01295,69,76.23,1-year,card,4,,,0
C01296,38,85.31,1-year,card,12,other,22.0,1
C01297,19,84.89,monthly,check,5,service,8.0,1
C01298,49,97.84,1-year,check,9,,,0
C01299,39,61.53,monthly,bank,8,service,38.0,1
C01300,3,47.35,monthly,card,2,competitor,24.0,1
C01301,55,21.56,monthly,card,12,,,0
C01302,29,40.66,monthly,check,9,price,46.0,1
C01303,51,51.24,monthly,bank,3,,,0
C01304,65,37.82,monthly,auto,12,,,0
C01305,44,22.01,1-year,bank,9,,,0
C01306,49,35.74,1-year,bank,13,,,0
C01307,19,86.61,monthly,card,13,price,34.0,1
C01308,18,82.96,1-year,check,5,,,0
C01309,30,113.57,2-year,bank,14,service,60.0,1
C01310,62,99.82,2-year,auto,0,,,0
C01311,38,76.78,2-year,bank,5,,,0
C01312,26,33.76,2-year,auto,9,,,0
C01313,57,76.41,1-year,bank,8,,,0
C01314,62,26.16,2-year,bank,3,,,0
C01315,65,63.09,2-year,bank,3,,,0
C01316,22,59.03,monthly,bank,12,,,0
C01317,52,62.78,2-year,bank,14,,,0
C01318,43,47.98,1-year,auto,10,,,0
C01319,33,88.58,1-year,check,8,,,0
C01320,29,104.09,2-year,card,12,,,0
C01321,9,96.85,monthly,card,3,service,54.0,1
C01322,20,82.78,monthly,card,15,competitor,9.0,1
C01323,40,73.83,1-year,check,1,,,0
C01324,64,23.11,1-year,card,9,,,0
C01325,63,92.29,2-year,bank,5,,,0
C01326,14,74.5,2-year,auto,14,,,0
C01327,49,47.07,1-year,card,3,,,0
C01328,7,52.78,2-year,card,10,,,0
C01329,49,113.56,monthly,card,2,price,12.0,1
C01330,25,82.44,2-year,bank,2,,,0
C01331,33,67.59,monthly,card,6,,,0
C01332,52,82.09,1-year,check,12,,,0
C01333,31,61.37,monthly,check,4,price,18.0,1
C01334,59,67.02,1-year,card,11,,,0
C01335,39,49.03,monthly,check,9,,,0
C01336,72,63.99,monthly,bank,15,,,0
C01337,46,88.56,1-year,card,4,,,0
C01338,22,23.99,1-year,bank,3,,,0
C01339,56,99.5,monthly,check,14,other,20.0,1
C01340,30,48.3,1-year,card,5,,,0
C01341,39,88.26,monthly,auto,3,price,14.0,1
C01342,10,84.27,monthly,auto,13,competitor,7.0,1
C01343,9,85.26,monthly,card,13,other,2.0,1
C01344,42,80.81,1-year,card,1,,,0
C01345,14,115.91,1-year,bank,13,competitor,9.0,1
C01346,72,70.83,1-year,auto,10,,,0
C01347,62,93.23,2-year,card,4,,,0
C01348,51,90.54,1-year,bank,8,service,58.0,1
C01349,53,43.63,1-year,check,3,,,0
C01350,43,48.33,2-year,card,2,,,0
C01351,5,62.4,monthly,card,2,price,34.0,1
C01352,29,47.77,monthly,card,2,,,0
C01353,36,56.67,monthly,card,9,,,0
C01354,66,59.1,1-year,check,12,,,0
C01355,16,80.39,1-year,auto,7,competitor,22.0,1
C01356,36,41.99,monthly,bank,0,,,0
C01357,25,100.43,2-year,bank,6,,,0
C01358,10,63.75,2-year,card,11,other,36.0,1
C01359,8,90.62,monthly,auto,13,competitor,55.0,1
C01360,27,28.14,monthly,auto,11,,,0
C01361,6,67.0,monthly,check,5,price,49.0,1
C01362,5,22.82,monthly,bank,10,service,18.0,1
C01363,26,87.59,2-year,card,1,,,0
C01364,15,54.37,1-year,auto,6,price,2.0,1
C01365,40,114.93,monthly,card,8,,,0
C01366,2,52.41,monthly,card,0,competitor,36.0,1
C01367,22,76.38,monthly,check,0,competitor,39.0,1
C01368,33,45.74,monthly,card,12,,,0
C01369,70,82.01,monthly,card,3,,,0
C01370,46,66.7,1-year,check,2,,,0
C01371,64,57.06,1-year,card,9,,,0
C01372,25,40.37,2-year,bank,4,,,0
C01373,33,31.15,monthly,check,15,,,0
C01374,31,31.99,1-year,card,15,,,0
C01375,64,119.9,monthly,auto,13,service,39.0,1
C01376,70,61.23,monthly,card,4,,,0
C01377,70,20.19,2-year,check,14,,,0
C01378,55,115.29,1-year,card,4,,,0
C01379,37,22.0,monthly,check,3,,,0
C01380,39,61.86,monthly,auto,15,other,59.0,1
C01381,71,91.75,1-year,auto,10,,,0
C01382,21,111.46,2-year,bank,1,,,0
C01383,25,91.29,1-year,card,14,other,36.0,1
C01384,65,66.36,monthly,auto,2,,,0
C01385,28,117.44,monthly,check,10,price,28.0,1
C01386,17,23.93,monthly,card,7,,,0
C01387,41,118.69,monthly,card,0,,,0
C01388,24,104.94,1-year,bank,12,competitor,53.0,1
C01389,65,112.89,1-year,check,10,,,0
C01390,66,45.48,monthly,bank,14,competitor,17.0,1
C01391,23,34.25,1-year,auto,9,,,0
C01392,39,86.33,1-year,check,12,,,0
C01393,71,71.59,1-year,auto,14,,,0
C01394,54,72.32,monthly,auto,15,competitor,58.0,1
C01395,16,112.46,monthly,bank,8,price,20.0,1
C01396,43,82.01,monthly,auto,0,,,0
C01397,45,51.11,monthly,bank,5,,,0
C01398,48,60.01,monthly,card,9,other,46.0,1
C01399,2,33.35,monthly,bank,1,,,0
C01400,22,39.23,monthly,bank,1,,,0
C01401,62,34.34,monthly,auto,6,,,0
C01402,18,101.03,2-year,auto,14,,,0
C01403,22,90.49,1-year,card,5,,,0
C01404,24,73.03,monthly,card,14,service,6.0,1
C01405,13,57.44,2-year,check,12,,,0
C01406,12,86.85,monthly,check,4,price,46.0,1
C01407,25,101.29,monthly,check,3,service,21.0,1
C01408,63,108.12,2-year,bank,13,,,0
C01409,1,74.7,monthly,auto,12,other,36.0,1
C01410,21,101.99,monthly,bank,10,other,8.0,1
C01411,5,71.13,monthly,bank,15,price,44.0,1
C01412,41,67.45,1-year,bank,1,,,0
C01413,19,106.54,1-year,auto,6,competitor,30.0,1
C01414,58,58.64,monthly,bank,9,competitor,2.0,1
C01415,43,59.59,monthly,check,1,,,0
C01416,57,50.49,monthly,auto,15,,,0
C01417,46,71.87,1-year,card,9,,,0
C01418,32,74.49,monthly,check,4,,,0
C01419,62,86.05,2-year,check,3,,,0
C01420,35,63.05,1-year,auto,0,,,0
C01421,69,41.78,monthly,card,9,price,27.0,1
C01422,72,106.68,1-year,check,15,,,0
C01423,43,54.6,monthly,auto,0,price,27.0,1
C01424,49,112.29,monthly,bank,6,service,8.0,1
C01425,19,40.74,monthly,check,10,other,55.0,1
C01426,59,76.01,monthly,bank,6,,,0
C01427,49,73.66,1-year,check,10,price,54.0,1
C01428,65,102.86,2-year,bank,11,,,0
C01429,20,33.89,monthly,card,15,price,57.0,1
C01430,57,110.99,monthly,auto,9,competitor,39.0,1
C01431,34,73.14,1-year,card,11,competitor,36.0,1
C01432,14,78.61,monthly,card,4,other,15.0,1
C01433,13,71.02,monthly,auto,2,price,17.0,1
C01434,41,23.6,2-year,auto,1,,,0
C01435,24,69.71,2-year,check,1,,,0
C01436,8,46.35,2-year,check,13,,,0
C01437,31,54.27,monthly,bank,0,,,0
C01438,48,84.91,monthly,check,7,other,3.0,1
C01439,23,69.77,monthly,check,9,service,38.0,1
C01440,69,29.32,2-year,check,10,,,0
C01441,57,27.3,monthly,check,1,,,0
C01442,37,38.57,monthly,check,13,price,17.0,1
C01443,68,39.09,monthly,auto,6,,,0
C01444,32,80.83,1-year,check,0,,,0
C01445,11,37.78,1-year,bank,2,,,0
C01446,3,108.17,1-year,check,13,price,42.0,1
C01447,68,40.98,monthly,card,15,,,0
C01448,70,29.11,1-year,card,12,,,0
C01449,54,107.57,monthly,auto,5,,,0
C01450,8,49.53,monthly,check,15,price,47.0,1
C01451,22,62.54,monthly,card,4,,,0
C01452,3,115.9,1-year,bank,3,price,5.0,1
C01453,4,114.44,monthly,auto,12,other,21.0,1
C01454,18,91.49,2-year,check,5,,,0
C01455,42,26.89,monthly,auto,8,,,0
C01456,5,79.33,monthly,check,10,competitor,32.0,1
C01457,71,118.91,1-year,card,2,,,0
C01458,33,114.69,1-year,card,14,other,47.0,1
C01459,19,30.6,monthly,card,2,service,9.0,1
C01460,38,59.6,1-year,check,15,,,0
C01461,57,51.55,monthly,auto,4,,,0
C01462,23,32.97,monthly,bank,6,,,0
C01463,4,89.48,1-year,check,4,,,0
C01464,4,47.38,1-year,check,8,,,0
C01465,62,54.49,monthly,check,0,,,0
C01466,9,29.04,monthly,check,2,,,0
C01467,46,69.8,1-year,bank,8,,,0
C01468,28,35.82,monthly,check,11,competitor,5.0,1
C01469,56,63.21,2-year,bank,15,,,0
C01470,5,34.33,1-year,check,13,,,0
C01471,65,115.38,2-year,auto,14,,,0
C01472,51,34.5,monthly,card,12,,,0
C01473,33,72.19,2-year,check,12,,,0
C01474,15,39.7,monthly,card,5,other,33.0,1
C01475,71,27.64,monthly,bank,14,,,0
C01476,22,40.23,monthly,check,15,service,29.0,1
C01477,36,25.48,monthly,bank,8,,,0
C01478,29,33.94,2-year,card,1,,,0
C01479,17,69.35,1-year,bank,0,,,0
C01480,30,85.18,1-year,card,7,,,0
C01481,11,28.73,1-year,check,10,,,0
C01482,1,64.1,1-year,card,8,,,0
C01483,21,78.12,1-year,bank,14,other,45.0,1
C01484,9,43.42,2-year,bank,8,,,0
C01485,30,57.21,1-year,auto,10,competitor,4.0,1
C01486,63,27.18,1-year,auto,12,,,0
C01487,12,42.01,monthly,card,14,competitor,45.0,1
C01488,1,66.68,2-year,card,9,,,0
C01489,8,119.04,monthly,check,8,price,37.0,1
C01490,37,119.63,monthly,bank,1,competitor,17.0,1
C01491,20,117.96,2-year,check,10,,,0
C01492,36,62.31,monthly,auto,2,,,0
C01493,3,28.07,monthly,card,5,price,50.0,1
C01494,24,52.36,monthly,auto,8,,,0
C01495,30,43.77,monthly,card,1,,,0
C01496,32,21.41,2-year,card,11,,,0
C01497,40,29.52,2-year,check,4,,,0
C01498,57,65.32,monthly,auto,8,,,0
C01499,34,53.97,2-year,check,5,,,0
C01500,61,38.04,1-year,card,5,,,0
C01501,39,91.61,2-year,card,6,,,0
C01502,19,55.71,monthly,auto,0,competitor,3.0,1
C01503,17,105.19,monthly,check,3,,,0
C01504,24,44.1,monthly,card,12,other,15.0,1
C01505,44,73.84,monthly,check,1,,,0
C01506,18,38.41,1-year,bank,7,,,0
C01507,66,69.53,monthly,card,2,other,23.0,1
C01508,35,35.25,1-year,card,8,,,0
C01509,63,36.16,1-year,auto,10,,,0
C01510,50,81.22,monthly,check,7,price,42.0,1
C01511,25,46.38,monthly,card,12,other,24.0,1
C01512,17,37.24,1-year,card,4,,,0
C01513,54,112.98,2-year,bank,8,,,0
C01514,24,24.3,monthly,bank,4,,,0
C01515,18,76.51,2-year,bank,8,,,0
C01516,67,74.83,2-year,check,1,,,0
C01517,35,45.06,1-year,card,4,,,0
C01518,4,65.28,monthly,card,11,other,3.0,1
C01519,36,28.77,1-year,check,12,,,0
C01520,34,92.13,2-year,auto,4,,,0
C01521,63,42.17,monthly,card,4,,,0
C01522,52,39.34,2-year,bank,4,,,0
C01523,14,51.49,2-year,check,4,,,0
C01524,11,110.24,monthly,card,15,service,3.0,1
C01525,44,99.65,1-year,auto,10,price,50.0,1
C01526,4,114.69,1-year,card,6,competitor,24.0,1
C01527,23,85.2,1-year,check,7,,,0
C01528,10,86.29,2-year,bank,8,,,0
C01529,2,68.0,monthly,check,8,other,31.0,1
C01530,67,110.52,monthly,card,6,price,48.0,1
C01531,7,71.09,monthly,card,15,other,50.0,1
C01532,1,55.51,2-year,check,4,,,0
C01533,68,84.04,monthly,auto,6,,,0
C01534,14,74.61,2-year,check,0,,,0
C01535,59,32.4,monthly,auto,7,competitor,4.0,1
C01536,3,59.27,monthly,bank,13,service,19.0,1
C01537,12,51.33,2-year,card,15,,,0
C01538,8,104.68,1-year,bank,7,competitor,60.0,1
C01539,51,57.88,monthly,auto,2,,,0
C01540,45,102.16,monthly,auto,11,,,0
C01541,35,64.24,monthly,check,10,other,54.0,1
C01542,18,95.35,monthly,bank,15,price,42.0,1
C01543,7,33.53,monthly,check,8,service,57.0,1
C01544,41,112.47,1-year,check,0,,,0
C01545,17,68.06,monthly,check,14,other,58.0,1
C01546,43,45.98,monthly,auto,10,other,13.0,1
C01547,50,44.15,monthly,check,12,,,0
C01548,62,46.51,monthly,card,1,,,0
C01549,36,56.67,2-year,card,7,,,0
C01550,1,91.75,monthly,check,7,service,34.0,1
C01551,21,114.96,monthly,auto,4,price,34.0,1
C01552,62,86.9,1-year,auto,13,,,0
C01553,39,74.72,2-year,check,3,,,0
C01554,45,64.86,1-year,check,1,,,0
C01555,33,102.82,2-year,auto,3,,,0
C01556,12,104.97,2-year,auto,15,,,0
C01557,65,49.3,1-year,card,1,,,0
C01558,56,115.34,2-year,bank,9,,,0
C01559,72,59.51,monthly,bank,2,,,0
C01560,62,100.01,2-year,check,6,,,0
C01561,21,116.68,2-year,bank,8,,,0
C01562,19,90.37,2-year,bank,0,,,0
C01563,18,36.16,monthly,card,3,,,0
C01564,67,78.61,1-year,card,9,competitor,1.0,1
C01565,41,31.88,monthly,bank,0,,,0
C01566,33,98.91,1-year,auto,7,,,0
C01567,70,48.13,monthly,bank,9,,,0
C01568,44,89.52,1-year,card,3,,,0
C01569,66,111.01,1-year,bank,2,,,0
C01570,71,38.1,monthly,auto,7,,,0
C01571,6,59.29,monthly,check,11,price,53.0,1
C01572,27,84.71,monthly,check,0,,,0
C01573,53,61.97,1-year,card,5,,,0
C01574,59,37.48,1-year,auto,15,price,55.0,1
C01575,11,22.91,1-year,card,5,,,0
C01576,23,60.66,monthly,auto,5,price,3.0,1
C01577,40,84.92,2-year,auto,11,,,0
C01578,58,77.4,1-year,check,7,,,0
C01579,9,35.62,monthly,auto,6,service,14.0,1
C01580,44,65.07,monthly,auto,12,price,40.0,1
C01581,22,56.95,monthly,check,0,other,51.0,1
C01582,16,47.42,monthly,auto,11,competitor,51.0,1
C01583,38,92.93,monthly,check,6,,,0
C01584,30,50.97,monthly,check,14,service,47.0,1
C01585,46,74.01,monthly,bank,11,,,0
C01586,23,112.32,monthly,check,15,other,30.0,1
C01587,60,73.93,monthly,bank,2,,,0
C01588,6,81.7,2-year,card,3,,,0
C01589,63,27.32,1-year,bank,14,,,0
C01590,3,37.81,monthly,card,6,price,55.0,1
C01591,53,30.1,1-year,auto,13,,,0
C01592,25,96.48,1-year,bank,10,other,46.0,1
C01593,28,103.59,monthly,auto,7,competitor,31.0,1
C01594,2,38.65,monthly,bank,0,,,0
C01595,51,41.93,monthly,bank,1,,,0
C01596,12,52.32,1-year,card,11,,,0
C01597,48,79.11,monthly,auto,1,,,0
C01598,53,82.18,monthly,check,0,,,0
C01599,61,88.68,1-year,bank,3,,,0
C01600,51,110.52,2-year,check,14,,,0
C01601,22,49.5,monthly,auto,10,service,55.0,1
C01602,54,85.88,1-year,check,11,,,0
C01603,60,75.97,monthly,bank,10,,,0
C01604,23,50.58,1-year,auto,9,,,0
C01605,9,110.74,1-year,auto,4,price,6.0,1
C01606,65,29.55,1-year,auto,6,,,0
C01607,11,91.2,monthly,card,8,service,7.0,1
C01608,43,92.79,monthly,auto,15,price,54.0,1
C01609,18,111.53,2-year,card,14,service,47.0,1
C01610,10,71.86,monthly,check,11,price,33.0,1
C01611,56,52.16,2-year,check,13,,,0
C01612,11,102.77,monthly,card,12,other,17.0,1
C01613,49,97.08,monthly,card,10,,,0
C01614,50,70.03,monthly,auto,13,service,51.0,1
C01615,5,96.79,monthly,auto,1,price,54.0,1
C01616,13,46.79,2-year,card,0,,,0
C01617,58,78.95,monthly,check,7,,,0
C01618,37,106.52,1-year,card,0,,,0
C01619,9,51.8,1-year,check,5,,,0
C01620,72,68.35,2-year,bank,3,,,0
C01621,20,115.1,1-year,auto,15,other,54.0,1
C01622,1,99.82,2-year,check,10,,,0
C01623,67,108.7,2-year,bank,0,,,0
C01624,2,58.52,monthly,check,9,service,3.0,1
C01625,40,119.65,2-year,bank,11,,,0
C01626,72,35.26,2-year,card,5,,,0
C01627,42,71.88,monthly,check,14,other,19.0,1
C01628,43,67.93,1-year,auto,15,,,0
C01629,28,99.84,monthly,bank,15,price,58.0,1
C01630,10,110.86,1-year,card,1,other,28.0,1
C01631,42,93.11,monthly,card,7,service,27.0,1
C01632,65,82.68,1-year,bank,12,,,0
C01633,7,62.74,monthly,auto,7,other,2.0,1
C01634,64,71.03,1-year,bank,7,,,0
C01635,30,70.93,monthly,auto,5,competitor,27.0,1
C01636,39,22.04,1-year,bank,6,,,0
C01637,12,70.3,monthly,bank,11,price,52.0,1
C01638,45,105.6,1-year,auto,0,,,0
C01639,14,90.93,monthly,check,12,price,10.0,1
C01640,20,99.57,monthly,card,11,competitor,34.0,1
C01641,52,59.05,monthly,card,2,,,0
C01642,4,72.9,2-year,card,12,service,43.0,1
C01643,33,23.35,monthly,auto,8,,,0
C01644,43,58.3,1-year,card,5,,,0
C01645,10,67.44,monthly,card,7,price,27.0,1
C01646,22,45.52,1-year,auto,8,price,37.0,1
C01647,25,23.12,monthly,check,3,,,0
C01648,48,89.04,monthly,auto,9,,,0
C01649,71,63.51,monthly,card,10,,,0
C01650,61,61.57,monthly,check,5,,,0
C01651,14,45.0,monthly,card,7,other,39.0,1
C01652,2,73.78,monthly,check,9,competitor,9.0,1
C01653,4,63.8,1-year,card,8,service,36.0,1
C01654,43,67.4,2-year,auto,6,,,0
C01655,12,78.09,monthly,bank,15,,,0
C01656,17,20.63,2-year,bank,14,,,0
C01657,62,110.77,monthly,auto,6,price,23.0,1
C01658,63,27.11,monthly,card,11,,,0
C01659,61,65.09,monthly,auto,12,,,0
C01660,19,40.74,monthly,check,1,,,0
C01661,45,72.38,monthly,check,9,service,2.0,1
C01662,44,48.02,2-year,bank,12,,,0
C01663,14,106.0,1-year,auto,0,,,0
C01664,40,59.64,1-year,bank,5,,,0
C01665,38,83.88,monthly,bank,12,competitor,20.0,1
C01666,29,44.89,monthly,bank,14,service,18.0,1
C01667,55,21.94,1-year,bank,15,,,0
C01668,49,60.42,monthly,bank,9,,,0
C01669,39,73.65,monthly,card,0,competitor,2.0,1
C01670,53,65.95,monthly,bank,0,,,0
C01671,55,116.2,monthly,bank,12,,,0
C01672,41,90.68,1-year,bank,11,,,0
C01673,20,119.57,monthly,auto,3,other,34.0,1
C01674,55,49.51,monthly,card,2,,,0
C01675,52,98.91,2-year,auto,2,,,0
C01676,71,75.56,2-year,auto,14,,,0
C01677,11,81.18,monthly,card,12,competitor,43.0,1
C01678,31,118.59,monthly,check,15,other,25.0,1
C01679,67,85.4,1-year,card,1,,,0
C01680,38,109.88,monthly,card,11,other,21.0,1
C01681,68,92.58,monthly,auto,14,service,44.0,1
C01682,1,32.74,monthly,card,8,service,39.0,1
C01683,3,89.94,monthly,bank,12,service,42.0,1
C01684,58,68.43,2-year,card,9,,,0
C01685,26,111.88,1-year,card,0,price,14.0,1
C01686,38,100.68,2-year,card,6,,,0
C01687,31,30.41,1-year,auto,4,competitor,43.0,1
C01688,30,33.39,1-year,card,1,,,0
C01689,68,26.96,1-year,auto,9,,,0
C01690,7,69.32,1-year,card,14,price,52.0,1
C01691,56,28.08,monthly,auto,0,,,0
C01692,65,92.37,monthly,auto,5,,,0
C01693,48,75.24,1-year,check,10,,,0
C01694,29,103.59,monthly,auto,5,,,0
C01695,12,47.98,monthly,bank,1,,,0
C01696,50,71.91,monthly,auto,3,,,0
C01697,34,31.75,1-year,card,0,,,0
C01698,11,108.46,monthly,check,15,price,59.0,1
C01699,26,37.5,monthly,auto,7,other,22.0,1
C01700,70,30.24,monthly,check,15,,,0
C01701,20,40.51,monthly,bank,10,,,0
C01702,13,100.62,2-year,check,5,,,0
C01703,50,30.58,monthly,auto,15,,,0
C01704,15,81.44,monthly,auto,4,price,18.0,1
C01705,67,94.62,monthly,check,2,,,0
C01706,62,95.11,2-year,check,12,,,0
C01707,71,39.01,1-year,auto,8,,,0
C01708,66,26.16,monthly,check,6,,,0
C01709,18,64.88,monthly,card,9,competitor,44.0,1
C01710,16,40.25,1-year,auto,15,other,31.0,1
C01711,25,89.93,2-year,card,4,,,0
C01712,34,55.67,monthly,check,14,price,1.0,1
C01713,64,64.94,monthly,bank,14,other,59.0,1
C01714,53,31.35,monthly,card,12,,,0
C01715,47,76.76,monthly,bank,2,,,0
C01716,64,38.55,1-year,card,1,,,0
C01717,47,87.9,2-year,bank,1,,,0
C01718,28,27.12,2-year,bank,11,,,0
C01719,30,117.59,1-year,bank,6,price,22.0,1
C01720,38,88.45,monthly,card,15,competitor,40.0,1
C01721,7,38.17,2-year,check,0,,,0
C01722,54,21.41,monthly,card,5,,,0
C01723,47,53.45,monthly,auto,4,,,0
C01724,53,35.28,1-year,card,14,,,0
C01725,39,41.84,monthly,card,1,,,0
C01726,57,107.28,2-year,bank,6,,,0
C01727,69,80.32,2-year,bank,13,,,0
C01728,42,37.65,1-year,auto,15,,,0
C01729,32,75.67,1-year,check,14,service,26.0,1
C01730,8,45.58,monthly,bank,10,service,23.0,1
C01731,57,117.62,monthly,auto,2,service,30.0,1
C01732,66,23.28,1-year,card,1,,,0
C01733,51,93.23,1-year,auto,6,,,0
C01734,63,97.3,2-year,bank,7,,,0
C01735,63,26.72,monthly,bank,8,service,57.0,1
C01736,58,37.19,monthly,bank,0,,,0
C01737,37,58.43,monthly,card,10,,,0
C01738,8,106.82,1-year,check,6,other,25.0,1
C01739,1,73.7,1-year,check,1,,,0
C01740,15,85.53,2-year,check,14,,,0
C01741,32,98.3,monthly,check,5,,,0
C01742,54,102.81,monthly,card,3,price,58.0,1
C01743,33,67.63,monthly,auto,7,,,0
C01744,2,70.88,monthly,check,15,competitor,8.0,1
C01745,16,91.8,monthly,check,13,competitor,16.0,1
C01746,71,46.33,1-year,card,1,,,0
C01747,72,105.45,monthly,auto,10,,,0
C01748,28,22.08,monthly,check,10,competitor,56.0,1
C01749,58,39.58,1-year,bank,14,,,0
C01750,52,100.02,2-year,auto,15,,,0
C01751,68,54.03,monthly,check,11,,,0
C01752,64,34.98,monthly,auto,10,,,0
C01753,46,38.68,1-year,auto,5,,,0
C01754,29,73.08,1-year,card,14,,,0
C01755,46,104.62,2-year,auto,15,,,0
C01756,23,27.07,monthly,check,15,competitor,7.0,1
C01757,26,23.05,1-year,card,15,,,0
C01758,44,66.52,2-year,auto,10,,,0
C01759,42,115.62,monthly,bank,15,,,0
C01760,42,47.9,monthly,auto,12,,,0
C01761,28,115.92,2-year,card,3,,,0
C01762,30,108.77,monthly,bank,0,service,48.0,1
C01763,1,48.31,1-year,bank,15,price,39.0,1
C01764,44,101.69,2-year,bank,6,,,0
C01765,42,88.59,monthly,check,13,service,13.0,1
C01766,68,71.18,1-year,card,4,,,0
