age,income,years_experience,region,account_type,marketing_channel,subscription_months,support_tickets_last_year,n_logins_last_30d,last_login_days_ago,device_type,education_level,target
68,40049.5,30,north,basic,paid,9,14,50,61,mobile,bachelors,0
62,50097.24,26,east,basic,paid,38,15,80,16,desktop,bachelors,0
53,25430.7,26,north,basic,social,25,14,35,351,mobile,bachelors,1
43,21879.42,13,south,premium,organic,38,16,23,72,desktop,bachelors,1
63,19942.66,28,east,basic,social,45,6,61,130,mobile,high_school,0
27,72370.11,3,west,enterprise,paid,31,2,0,285,mobile,phd,1
47,40024.83,16,west,premium,referral,19,10,61,35,mobile,masters,0
61,15951.81,28,north,enterprise,referral,55,0,45,62,desktop,masters,1
68,47199.88,35,south,basic,social,40,4,69,266,mobile,bachelors,1
32,23172.17,6,west,premium,referral,54,15,68,2,mobile,high_school,0
22,132750.58,0,south,basic,organic,15,10,54,260,desktop,phd,1
35,34638.01,13,east,basic,paid,51,14,58,198,desktop,high_school,0
63,73784.47,30,south,premium,social,20,10,2,88,desktop,high_school,0
45,94219.06,19,west,basic,paid,28,11,99,224,mobile,high_school,0
20,27640.65,0,south,enterprise,social,52,6,7,117,mobile,masters,1
24,51309.35,6,west,basic,social,22,4,98,347,mobile,bachelors,0
35,68328.4,12,south,basic,paid,16,5,98,151,tablet,masters,1
36,52539.88,14,east,premium,social,55,16,72,273,mobile,masters,1
25,60880.03,7,north,basic,paid,58,20,75,97,mobile,high_school,0
44,22075.47,16,east,basic,organic,19,1,3,305,mobile,phd,1
43,68351.7,14,south,enterprise,referral,19,11,95,105,desktop,bachelors,0
28,36618.23,7,north,basic,social,14,9,53,185,mobile,bachelors,0
30,60455.98,9,south,premium,paid,2,11,34,293,desktop,high_school,0
53,85134.98,23,north,basic,organic,34,4,67,338,mobile,phd,1
68,73224.48,32,west,basic,referral,16,0,54,275,desktop,high_school,0
70,60429.45,31,west,basic,referral,51,4,36,244,tablet,high_school,0
47,72061.63,14,east,premium,referral,11,3,32,253,mobile,bachelors,0
20,74090.8,0,south,premium,paid,39,1,11,148,tablet,high_school,0
65,120246.69,34,south,basic,paid,31,7,91,251,tablet,high_school,0
68,48029.45,34,south,basic,paid,37,14,67,210,mobile,bachelors,1
32,54088.36,12,north,enterprise,organic,7,20,29,191,desktop,bachelors,0
39,85754.18,16,east,basic,social,28,13,73,114,desktop,phd,1
19,36525.56,5,west,premium,organic,38,3,70,128,desktop,high_school,1
60,22000.92,24,north,basic,paid,21,7,14,45,desktop,masters,1
59,65902.92,28,north,basic,social,53,6,17,263,desktop,bachelors,1
19,43320.7,0,north,basic,paid,32,4,23,8,mobile,bachelors,0
55,23753.46,21,south,basic,referral,22,20,10,42,desktop,bachelors,0
39,66192.68,8,north,premium,organic,2,13,83,107,mobile,bachelors,0
46,115691.2,17,south,basic,paid,11,10,15,51,desktop,phd,1
29,18437.73,3,north,premium,referral,29,9,81,274,mobile,high_school,0
61,90526.24,26,north,basic,social,25,6,53,46,desktop,high_school,0
39,10697.44,9,east,basic,referral,53,8,11,167,desktop,bachelors,0
62,38554.5,23,west,basic,organic,48,13,85,268,mobile,masters,0
25,147902.65,4,north,basic,organic,10,19,17,215,desktop,high_school,0
49,40255.65,19,north,basic,social,36,10,100,216,desktop,bachelors,1
34,51738.79,9,south,basic,paid,28,3,1,125,mobile,masters,0
69,77475.71,31,west,basic,organic,7,20,62,164,mobile,masters,0
47,17502.8,17,east,basic,paid,40,6,31,280,mobile,phd,0
56,51187.82,19,east,basic,organic,33,1,53,174,mobile,bachelors,1
22,50946.32,2,east,basic,organic,6,11,84,256,desktop,bachelors,0
53,149850.38,26,west,basic,social,29,16,79,302,mobile,high_school,0
23,23354.75,0,north,basic,paid,44,5,28,89,desktop,phd,1
37,38990.62,8,north,basic,organic,20,5,6,44,mobile,bachelors,0
29,28084.88,10,south,basic,social,22,6,28,169,mobile,masters,1
18,26353.41,0,south,basic,social,7,16,81,140,desktop,bachelors,0
49,96417.37,17,north,enterprise,social,13,20,52,54,mobile,bachelors,0
30,49810.99,10,west,basic,referral,59,17,76,278,tablet,masters,1
45,35124.69,15,east,basic,social,38,4,49,228,mobile,bachelors,1
58,35928.73,27,west,premium,organic,11,17,53,240,desktop,phd,1
27,34963.63,6,west,basic,social,29,6,6,259,desktop,bachelors,0
55,36890.82,20,east,basic,paid,12,18,2,159,desktop,bachelors,0
33,22955.96,12,west,enterprise,organic,27,20,71,186,desktop,high_school,0
35,41972.18,12,east,premium,organic,9,15,20,82,mobile,bachelors,1
48,39516.59,16,south,premium,organic,38,20,36,267,desktop,bachelors,0
51,31111.16,24,east,basic,referral,35,2,37,346,desktop,high_school,0
52,53799.95,23,west,basic,social,39,13,63,319,desktop,high_school,0
28,56609.59,10,west,basic,organic,27,1,95,149,mobile,bachelors,1
48,35101.94,23,east,premium,social,18,13,76,18,mobile,bachelors,1
31,44959.6,6,north,basic,referral,15,7,64,321,mobile,bachelors,0
32,179005.93,14,west,premium,organic,13,20,84,210,mobile,high_school,0
68,174950.78,27,south,enterprise,referral,26,10,51,284,mobile,high_school,0
23,26044.08,1,east,enterprise,organic,28,16,14,110,mobile,high_school,0
39,28320.22,14,east,basic,organic,41,6,49,315,mobile,masters,1
41,25961.19,14,east,premium,paid,4,1,98,306,mobile,masters,1
30,92432.36,4,north,premium,social,17,15,78,6,mobile,high_school,0
59,38595.17,23,east,premium,organic,52,4,35,206,desktop,bachelors,1
43,56602.28,19,north,enterprise,paid,55,15,32,174,tablet,high_school,0
56,162458.91,28,south,premium,paid,56,9,92,240,mobile,high_school,0
38,48713.97,15,north,premium,referral,19,20,9,94,mobile,high_school,0
65,74888.02,30,east,basic,social,9,7,94,35,mobile,high_school,0
56,66986.91,27,north,premium,paid,12,8,68,100,desktop,bachelors,0
35,34443.29,8,south,premium,social,8,15,81,192,tablet,phd,1
68,92549.33,37,west,premium,referral,58,16,33,98,mobile,high_school,0
63,29442.06,25,south,premium,organic,54,2,65,169,mobile,bachelors,1
49,109527.16,21,west,basic,paid,49,15,32,142,mobile,masters,0
18,34459.14,0,south,basic,paid,44,10,1,254,mobile,phd,1
49,36798.76,24,north,enterprise,referral,21,20,45,150,mobile,bachelors,0
54,25512.08,20,west,basic,organic,29,13,98,52,desktop,high_school,0
37,28153.99,14,south,premium,organic,51,16,24,232,mobile,bachelors,1
25,37946.84,0,west,premium,social,49,7,16,77,mobile,high_school,0
47,11397.97,14,south,basic,social,32,5,93,109,desktop,phd,1
60,42616.66,26,west,basic,paid,51,16,91,258,desktop,bachelors,1
34,36142.16,13,south,premium,referral,21,0,85,99,mobile,bachelors,1
42,78747.88,13,west,premium,social,25,12,98,22,desktop,high_school,0
18,63182.87,2,north,basic,organic,51,20,100,131,mobile,bachelors,0
55,32061.7,25,east,enterprise,referral,23,20,92,142,mobile,masters,0
63,37229.98,34,north,premium,organic,46,15,97,251,mobile,bachelors,1
59,42583.8,24,west,basic,social,28,10,75,259,mobile,bachelors,1
40,119560.04,11,north,basic,organic,18,17,31,0,mobile,phd,1
20,29930.02,5,south,basic,referral,14,0,46,277,desktop,masters,1
44,31829.33,14,east,basic,organic,37,16,38,273,tablet,high_school,0
67,24905.64,28,south,basic,paid,29,3,51,63,mobile,bachelors,1
22,20146.31,6,west,basic,social,23,15,70,124,mobile,bachelors,0
29,58935.69,10,east,enterprise,organic,45,7,24,280,mobile,bachelors,1
62,55367.16,23,north,premium,social,1,15,1,210,mobile,high_school,0
48,105837.18,23,west,premium,organic,6,12,60,124,desktop,high_school,0
27,91568.76,6,south,premium,paid,58,19,100,278,mobile,phd,1
19,206544.27,0,east,premium,referral,40,16,87,231,desktop,phd,1
39,46895.47,13,north,enterprise,organic,33,19,1,186,desktop,masters,1
49,41926.87,17,south,basic,referral,1,3,60,2,desktop,phd,1
62,22468.38,24,west,premium,paid,36,7,53,236,mobile,masters,1
64,74454.75,25,west,enterprise,paid,27,9,42,65,mobile,masters,0
42,52634.16,11,west,enterprise,referral,36,0,67,336,mobile,masters,1
40,72457.81,15,east,basic,paid,3,0,43,69,desktop,bachelors,0
67,24748.63,34,north,enterprise,organic,34,0,92,10,desktop,bachelors,1
59,60534.12,26,south,premium,organic,35,16,91,137,desktop,high_school,0
29,55443.5,2,north,basic,social,18,9,65,127,mobile,bachelors,1
54,53285.58,22,east,basic,paid,4,15,46,128,mobile,high_school,0
55,32533.98,27,north,basic,organic,59,17,60,339,desktop,high_school,0
30,100066.95,11,west,basic,organic,43,0,90,100,mobile,bachelors,1
69,167742.37,36,north,basic,referral,38,17,30,306,tablet,bachelors,0
33,25179.7,8,north,basic,paid,47,4,87,59,desktop,high_school,0
47,75528.58,20,west,premium,organic,41,8,59,225,mobile,masters,1
44,8719.26,11,north,enterprise,social,9,20,6,47,desktop,masters,0
54,73215.76,22,north,enterprise,social,28,6,75,83,mobile,high_school,0
65,15961.06,30,east,premium,social,54,19,20,54,tablet,high_school,0
38,35775.54,8,west,enterprise,paid,18,10,52,120,desktop,high_school,0
38,22296.5,8,south,basic,paid,59,0,95,168,mobile,masters,1
57,43072.2,28,south,basic,organic,4,17,78,314,desktop,masters,0
68,81086.86,29,north,basic,paid,20,0,70,276,mobile,high_school,0
66,16084.51,27,east,basic,referral,22,13,7,255,mobile,masters,1
57,39510.12,26,south,premium,organic,38,9,86,178,mobile,high_school,0
55,36025.37,22,east,basic,paid,11,2,33,104,mobile,bachelors,0
58,126579.93,31,south,enterprise,paid,14,10,5,108,mobile,phd,1
67,63516.6,36,west,basic,referral,40,7,96,48,tablet,high_school,1
18,24189.4,4,east,basic,organic,18,2,19,243,mobile,high_school,0
49,36946.4,18,east,basic,social,53,11,32,285,tablet,bachelors,1
19,124699.55,4,south,basic,paid,53,0,14,200,mobile,bachelors,1
48,75253.61,16,south,enterprise,paid,19,11,62,210,desktop,phd,0
38,28255.97,10,south,premium,social,34,4,87,136,desktop,phd,1
34,41762.65,15,east,basic,organic,20,17,52,352,desktop,high_school,0
65,42571.25,32,north,premium,social,21,19,87,324,desktop,high_school,0
55,35497.26,19,north,basic,social,41,19,94,148,desktop,masters,1
48,17568.67,23,south,basic,social,18,19,88,276,desktop,high_school,0
64,32644.35,25,north,basic,paid,9,2,16,127,tablet,masters,1
23,112816.69,5,north,basic,organic,16,10,20,45,mobile,bachelors,0
52,38999.86,21,east,premium,organic,56,4,30,106,mobile,high_school,0
26,46076.02,0,west,premium,referral,16,2,64,305,tablet,masters,1
30,53333.26,10,north,basic,organic,22,8,87,176,tablet,high_school,0
27,185513.85,7,west,premium,paid,38,9,31,316,desktop,bachelors,1
46,49282.53,22,north,premium,social,7,6,67,118,desktop,bachelors,0
51,94501.14,22,west,basic,paid,17,2,18,168,tablet,bachelors,0
58,34238.02,29,east,basic,organic,11,8,54,26,mobile,bachelors,1
41,41955.32,18,south,basic,referral,56,3,78,285,mobile,bachelors,1
67,49391.4,36,east,basic,organic,56,0,39,114,mobile,phd,1
37,30807.71,13,south,basic,paid,46,9,16,33,mobile,phd,1
26,43380.67,0,south,basic,organic,15,1,41,80,mobile,bachelors,0
19,83519.09,0,south,basic,paid,37,20,76,243,tablet,high_school,0
24,30326.62,4,west,premium,organic,40,17,94,298,desktop,masters,1
41,49023.42,10,west,basic,referral,53,19,62,349,desktop,phd,1
39,74999.76,9,east,enterprise,paid,10,2,67,86,desktop,high_school,0
63,29891.23,28,west,basic,paid,45,9,42,216,mobile,bachelors,1
24,94584.44,8,north,basic,social,12,17,93,167,desktop,bachelors,1
31,51212.05,6,east,premium,social,35,12,87,261,desktop,high_school,0
69,44396.97,38,south,premium,paid,53,6,98,246,desktop,bachelors,1
19,14692.78,3,south,enterprise,social,4,17,87,25,mobile,bachelors,1
40,39176.51,12,west,basic,organic,9,6,55,54,desktop,masters,1
28,61264.48,3,west,basic,paid,49,20,97,215,mobile,masters,0
46,139693.64,22,west,premium,social,2,2,61,194,mobile,masters,1
69,68922.19,36,east,premium,paid,42,14,60,324,desktop,bachelors,1
30,96348.75,8,south,premium,paid,31,0,66,310,tablet,high_school,0
37,23730.99,17,west,premium,social,21,19,18,21,mobile,masters,1
41,45429.03,10,north,basic,organic,52,7,84,213,mobile,masters,1
60,101971.42,26,west,premium,organic,51,0,36,148,tablet,bachelors,0
70,28777.81,34,north,premium,referral,20,17,66,176,tablet,masters,1
23,87477.21,0,west,premium,organic,1,20,85,23,mobile,high_school,0
43,76114.25,21,east,basic,organic,8,19,11,307,desktop,masters,1
57,57805.21,26,north,enterprise,paid,7,10,30,60,tablet,high_school,0
18,40246.5,0,north,premium,paid,59,1,95,346,mobile,high_school,0
60,27125.32,24,south,basic,paid,36,4,36,340,desktop,bachelors,0
30,142233.82,2,south,basic,referral,41,0,66,300,mobile,high_school,0
45,71619.13,18,west,premium,paid,14,0,56,43,desktop,high_school,0
69,60136.34,38,north,enterprise,referral,52,3,87,149,mobile,high_school,0
51,38264.97,16,south,basic,organic,44,11,51,8,desktop,bachelors,0
70,50147.45,32,south,enterprise,paid,46,16,42,223,desktop,masters,1
49,54113.03,22,north,basic,social,29,12,1,316,mobile,high_school,0
29,62313.0,6,south,basic,paid,42,4,47,192,desktop,bachelors,1
54,76160.95,25,west,premium,organic,33,12,59,8,mobile,masters,1
50,30653.96,22,east,basic,social,24,4,69,111,mobile,high_school,0
34,20333.84,15,west,basic,paid,36,9,78,62,tablet,high_school,0
22,51563.46,3,south,premium,paid,20,18,78,159,tablet,masters,1
52,17182.89,24,north,basic,organic,58,2,46,136,desktop,masters,1
48,40368.43,17,north,basic,referral,44,18,7,303,tablet,bachelors,0
59,36115.81,22,south,basic,organic,45,5,25,80,mobile,masters,1
24,65844.35,0,north,basic,referral,44,14,41,109,desktop,high_school,0
46,161064.18,14,north,basic,referral,27,5,98,86,tablet,bachelors,1
61,15263.9,31,east,basic,referral,58,3,77,325,tablet,masters,1
65,191858.04,25,north,enterprise,organic,13,9,90,107,mobile,high_school,0
67,42623.24,31,east,premium,organic,35,8,100,362,mobile,masters,1
29,60396.43,8,east,premium,social,5,10,13,243,desktop,bachelors,0
27,20975.3,7,east,basic,social,18,4,1,112,mobile,masters,1
48,89154.22,14,south,basic,organic,35,20,57,217,desktop,bachelors,0
42,50255.91,19,east,enterprise,paid,30,14,26,44,mobile,bachelors,1
30,47245.82,6,south,premium,referral,57,17,87,330,desktop,high_school,0
23,15330.03,0,north,premium,social,37,16,46,350,mobile,high_school,0
25,51240.12,0,south,basic,social,25,15,0,107,desktop,masters,1
35,81429.83,15,north,premium,referral,26,2,22,62,tablet,high_school,0
57,42541.39,30,south,premium,organic,37,12,34,156,desktop,high_school,0
21,99162.94,4,east,basic,referral,48,18,2,282,tablet,high_school,0
23,96735.63,1,west,premium,social,17,2,32,229,mobile,high_school,0
32,33367.67,14,north,basic,paid,36,9,54,14,mobile,masters,1
64,127652.67,27,north,basic,paid,35,3,90,3,desktop,bachelors,1
70,50371.31,30,north,basic,organic,1,16,65,86,mobile,phd,1
41,50505.99,17,west,premium,paid,55,19,9,276,mobile,high_school,0
20,52020.27,0,south,premium,social,35,1,42,95,desktop,bachelors,0
18,51102.54,0,south,basic,organic,15,16,77,327,mobile,bachelors,0
63,10116.47,31,north,enterprise,referral,39,7,37,108,tablet,bachelors,0
41,43857.29,10,west,basic,organic,41,20,56,326,mobile,masters,1
22,21625.58,7,south,enterprise,organic,55,0,99,336,mobile,phd,1
62,130066.54,24,north,premium,paid,3,4,13,266,mobile,masters,1
46,126962.85,23,south,enterprise,organic,25,15,48,64,mobile,high_school,0
36,81728.9,9,east,premium,referral,11,16,61,26,desktop,high_school,0
41,42485.56,13,south,basic,paid,35,1,80,63,mobile,bachelors,0
29,26774.12,4,west,basic,referral,31,3,84,231,tablet,high_school,0
67,33039.25,31,west,premium,social,29,7,29,253,mobile,masters,1
59,157248.89,21,east,premium,paid,59,0,47,360,mobile,bachelors,1
28,32360.1,2,west,premium,organic,32,16,83,348,desktop,bachelors,0
56,11927.99,24,west,premium,social,25,14,84,112,mobile,masters,1
27,90953.1,7,south,basic,organic,5,15,83,142,desktop,masters,1
42,120608.12,20,west,basic,organic,18,9,67,282,desktop,high_school,0
57,132657.97,29,east,basic,social,54,13,27,282,mobile,high_school,0
19,91400.74,5,east,premium,organic,28,12,37,114,desktop,bachelors,0
56,100801.83,27,east,premium,referral,55,14,66,11,tablet,bachelors,1
29,50602.71,10,west,premium,organic,32,9,25,35,mobile,high_school,0
55,14104.13,22,west,premium,referral,33,13,68,301,desktop,bachelors,0
44,49847.75,20,south,basic,referral,26,13,52,127,mobile,masters,1
19,71178.33,5,east,basic,paid,34,13,44,264,tablet,masters,1
58,45199.35,26,east,basic,paid,5,18,35,293,mobile,bachelors,1
31,43980.35,4,west,basic,organic,4,7,78,328,mobile,bachelors,0
68,27488.67,27,south,premium,organic,29,18,47,180,mobile,high_school,0
62,26875.13,28,north,premium,social,36,0,30,233,desktop,bachelors,0
28,147692.71,7,north,enterprise,social,34,10,38,71,mobile,high_school,0
49,150935.49,21,north,basic,referral,26,9,48,344,desktop,bachelors,0
37,48943.0,16,north,premium,referral,18,18,62,323,mobile,bachelors,1
49,58041.54,20,south,premium,paid,43,0,100,142,tablet,high_school,0
47,27213.95,20,north,basic,paid,37,4,34,134,tablet,high_school,0
33,72080.94,12,west,premium,referral,3,9,18,268,desktop,high_school,0
52,140897.72,26,south,enterprise,organic,28,17,98,151,desktop,masters,1
31,19583.87,9,south,basic,paid,43,9,14,265,desktop,bachelors,1
66,64752.65,32,west,premium,organic,48,13,91,33,desktop,high_school,0
68,67738.73,27,south,basic,paid,18,3,14,98,mobile,masters,1
26,67276.34,7,east,basic,referral,56,19,36,285,desktop,bachelors,1
56,131359.17,20,west,basic,paid,40,16,100,336,desktop,bachelors,1
67,166310.35,30,south,basic,referral,27,0,16,9,desktop,phd,1
24,42612.79,3,south,premium,social,38,14,16,285,mobile,high_school,0
57,73416.52,20,south,basic,social,53,2,61,25,desktop,high_school,0
67,51562.0,33,south,premium,social,14,11,19,317,mobile,bachelors,0
29,33547.94,5,east,enterprise,social,10,14,2,92,mobile,high_school,0
48,57669.78,19,south,premium,paid,27,19,70,132,mobile,bachelors,1
60,73342.81,25,south,basic,referral,6,1,96,262,desktop,high_school,0
35,55835.06,9,south,basic,referral,51,6,76,307,mobile,high_school,0
30,28891.17,6,north,basic,social,59,14,97,151,tablet,high_school,0
39,37118.23,8,north,basic,paid,37,5,53,115,desktop,bachelors,0
35,37289.07,8,east,basic,paid,59,14,62,358,tablet,high_school,0
56,29570.53,27,north,premium,social,5,3,99,352,tablet,high_school,0
37,59167.27,8,east,premium,referral,38,3,50,191,mobile,masters,1
37,62998.57,12,west,basic,organic,27,11,3,8,tablet,high_school,0
68,88230.73,28,west,basic,paid,17,14,24,354,mobile,bachelors,1
48,29302.46,19,south,enterprise,paid,19,4,62,226,mobile,high_school,0
67,34665.94,33,south,enterprise,referral,33,18,86,202,mobile,bachelors,0
55,124584.77,24,east,premium,social,39,18,61,41,mobile,high_school,0
64,44413.67,32,east,premium,referral,10,1,40,363,mobile,bachelors,0
28,49915.09,3,west,premium,social,37,6,32,263,mobile,high_school,0
67,44131.88,32,south,basic,paid,56,11,69,79,tablet,masters,1
68,96743.51,30,north,enterprise,organic,1,10,90,133,mobile,phd,1
20,99020.8,1,south,basic,paid,53,5,28,125,tablet,high_school,0
36,95599.69,6,west,premium,paid,37,11,55,318,desktop,high_school,0
39,49808.48,10,east,basic,social,21,20,43,174,tablet,high_school,0
40,29043.16,16,west,premium,referral,45,6,24,319,desktop,bachelors,1
59,155613.06,29,east,premium,paid,38,4,40,251,tablet,high_school,0
55,81943.51,21,west,premium,paid,47,15,8,134,mobile,masters,1
29,37272.26,4,east,basic,social,5,11,53,148,mobile,masters,1
50,115184.6,18,west,premium,organic,4,14,10,296,mobile,masters,0
69,35547.84,31,west,premium,organic,39,13,47,182,mobile,bachelors,0
41,114281.74,19,west,premium,referral,19,15,90,249,mobile,phd,1
67,119010.95,33,west,basic,referral,15,15,14,44,mobile,high_school,0
52,28200.93,21,east,premium,paid,26,12,25,156,tablet,bachelors,1
67,69498.12,31,east,premium,organic,44,9,72,211,mobile,high_school,0
65,78379.24,30,east,basic,paid,11,9,91,125,tablet,phd,1
18,235377.41,1,west,premium,organic,59,5,96,310,mobile,bachelors,1
60,31401.76,26,west,basic,organic,26,9,12,76,desktop,masters,1
28,115789.13,11,west,premium,paid,10,12,24,310,mobile,high_school,0
61,49533.65,25,south,basic,organic,5,15,99,23,tablet,phd,1
60,23276.08,26,west,premium,paid,52,16,51,156,desktop,bachelors,1
31,45615.72,3,west,basic,referral,7,7,84,189,mobile,bachelors,0
21,49093.35,1,east,basic,organic,26,15,1,92,tablet,phd,1
40,25969.18,18,south,basic,paid,41,9,11,197,mobile,bachelors,1
34,59118.79,15,west,enterprise,paid,31,7,20,329,tablet,bachelors,1
47,87088.97,18,west,basic,organic,16,3,8,162,mobile,bachelors,0
22,56552.26,0,south,basic,referral,7,5,89,197,mobile,high_school,0
20,35415.1,3,east,basic,organic,43,14,81,347,mobile,high_school,0
41,44842.73,16,east,premium,social,30,4,39,338,desktop,high_school,0
58,48887.35,31,east,basic,referral,3,1,7,5,desktop,high_school,0
34,55848.22,10,south,premium,organic,11,5,10,265,desktop,masters,1
35,95406.16,6,south,basic,social,34,20,26,311,mobile,bachelors,1
26,57708.74,9,west,basic,paid,11,3,73,344,mobile,bachelors,0
32,21128.58,11,west,basic,organic,24,3,80,293,mobile,bachelors,0
33,34982.64,12,south,premium,paid,8,8,54,30,mobile,bachelors,0
31,54155.38,4,west,basic,referral,48,8,91,277,mobile,bachelors,0
36,96227.91,11,south,enterprise,referral,38,19,93,309,mobile,phd,1
33,106799.43,9,north,basic,referral,48,4,77,192,desktop,phd,1
54,142174.61,20,east,premium,social,4,8,7,7,desktop,bachelors,0
35,53017.04,15,north,basic,social,23,6,89,69,mobile,high_school,0
58,77496.3,23,north,basic,organic,17,5,91,100,tablet,bachelors,0
50,20482.44,15,west,premium,social,38,6,56,315,desktop,bachelors,0
51,63445.02,18,east,premium,organic,50,5,60,46,desktop,bachelors,1
48,25715.3,24,south,premium,social,14,15,78,272,desktop,bachelors,0
66,47215.45,27,south,premium,organic,47,16,59,65,desktop,bachelors,1
31,301915.67,9,east,basic,organic,35,3,34,304,tablet,high_school,0
70,58813.84,30,east,enterprise,paid,50,10,70,4,mobile,high_school,0
28,29193.81,5,south,basic,organic,5,5,79,86,mobile,bachelors,1
25,62609.57,5,south,enterprise,social,60,18,14,37,desktop,high_school,0
61,35945.35,22,east,premium,organic,27,2,68,202,tablet,high_school,0
65,27544.37,27,east,basic,paid,17,8,17,285,mobile,masters,1
22,173144.84,3,west,premium,social,11,6,58,152,desktop,bachelors,1
49,92975.12,15,south,enterprise,referral,60,7,10,195,desktop,high_school,0
45,60314.15,17,west,basic,referral,54,19,100,234,mobile,bachelors,0
29,38750.77,8,west,basic,social,8,11,67,166,tablet,masters,1
45,40681.4,14,south,premium,organic,27,7,47,275,desktop,high_school,0
54,123684.48,19,north,basic,paid,45,16,50,103,desktop,masters,1
48,58920.63,19,east,basic,organic,36,16,62,63,desktop,phd,1
45,7710.33,19,west,premium,organic,12,3,12,68,mobile,bachelors,0
64,209517.62,24,north,enterprise,organic,22,9,51,63,tablet,bachelors,1
29,54711.95,5,north,premium,referral,23,8,72,13,mobile,high_school,0
51,60235.76,26,east,enterprise,organic,18,9,26,15,desktop,phd,1
34,94090.93,8,west,basic,referral,58,7,48,19,desktop,bachelors,1
69,64811.72,31,north,basic,referral,13,17,33,57,desktop,phd,1
31,76737.45,11,south,basic,paid,43,20,16,232,tablet,bachelors,0
64,38016.13,29,north,basic,paid,55,0,98,87,desktop,high_school,0
51,23438.21,20,west,premium,organic,48,17,59,213,mobile,high_school,0
29,57996.6,10,east,basic,referral,48,18,39,26,desktop,bachelors,0
58,115724.63,21,south,basic,paid,10,7,34,292,desktop,bachelors,0
30,33233.66,9,west,premium,social,8,10,68,130,mobile,high_school,0
31,31671.91,7,east,premium,paid,47,2,10,161,mobile,masters,1
36,101988.11,15,west,premium,referral,45,7,57,247,mobile,masters,0
54,37259.15,25,north,premium,paid,45,5,23,365,tablet,bachelors,1
38,38317.58,18,north,enterprise,paid,26,19,89,290,desktop,bachelors,1
48,39187.51,15,south,premium,paid,32,2,79,146,tablet,high_school,0
47,47146.33,15,north,enterprise,referral,1,7,76,126,mobile,masters,0
28,19068.96,10,west,enterprise,paid,18,10,14,123,tablet,high_school,1
30,35468.35,6,east,enterprise,social,32,20,8,30,desktop,masters,1
34,56287.11,13,south,basic,organic,8,17,46,123,mobile,bachelors,1
29,56046.82,9,west,premium,social,8,19,35,277,mobile,bachelors,1
66,98203.37,31,east,basic,social,3,6,73,101,tablet,high_school,0
38,147802.96,8,east,basic,organic,13,5,71,143,tablet,high_school,0
39,121478.2,8,north,premium,organic,60,11,40,25,mobile,masters,0
53,84862.83,24,west,basic,paid,42,7,16,92,desktop,bachelors,1
59,44835.67,22,east,premium,organic,57,0,32,25,tablet,bachelors,1
54,33730.53,18,west,premium,organic,16,17,50,172,mobile,phd,1
47,49549.48,15,west,basic,paid,36,1,25,108,desktop,phd,1
69,69657.61,38,east,enterprise,referral,54,4,32,354,desktop,masters,1
65,80270.92,31,north,premium,organic,22,19,24,215,mobile,high_school,0
28,71242.97,8,east,premium,social,40,15,6,136,desktop,bachelors,1
26,45583.21,7,north,basic,organic,42,13,60,196,mobile,masters,1
38,78599.24,14,west,enterprise,organic,50,2,100,351,mobile,bachelors,1
62,104456.24,25,north,basic,organic,59,5,96,66,mobile,high_school,0
69,83124.62,32,south,premium,social,37,4,93,92,desktop,masters,0
55,48088.2,24,east,basic,social,35,13,66,199,mobile,bachelors,1
54,29723.43,28,east,basic,organic,53,10,75,38,mobile,bachelors,1
30,29303.42,11,east,basic,referral,42,7,6,190,mobile,phd,1
49,32573.99,23,west,premium,organic,22,15,20,57,mobile,bachelors,0
27,57196.34,8,west,enterprise,organic,38,16,71,316,desktop,bachelors,1
46,66962.11,21,west,premium,organic,33,15,99,283,mobile,bachelors,1
28,20979.07,8,south,premium,social,14,2,91,17,mobile,bachelors,0
22,36228.56,6,east,basic,paid,31,12,63,196,mobile,high_school,0
69,56725.05,28,west,enterprise,paid,38,4,10,76,desktop,masters,1
65,28572.27,25,south,basic,organic,55,5,97,212,mobile,masters,1
54,63598.33,22,north,enterprise,social,35,20,32,199,desktop,high_school,1
51,40763.53,16,north,premium,social,10,8,4,354,desktop,high_school,0
30,31759.52,5,east,basic,organic,60,16,77,64,mobile,masters,1
48,50610.95,16,east,basic,referral,35,5,17,184,mobile,high_school,0
57,62029.68,30,south,premium,referral,18,20,30,353,mobile,bachelors,1
46,29462.77,20,north,enterprise,social,46,5,68,42,tablet,bachelors,1
32,42380.03,4,north,premium,paid,24,3,97,92,mobile,bachelors,1
38,64900.27,14,south,enterprise,organic,23,6,91,262,desktop,high_school,0
62,31031.12,31,north,enterprise,paid,51,3,16,39,tablet,bachelors,1
31,18130.41,6,west,basic,referral,53,12,17,76,mobile,bachelors,0
68,19497.78,36,west,premium,paid,32,3,81,350,mobile,bachelors,0
58,38145.74,31,west,premium,organic,23,4,32,212,desktop,high_school,0
65,22224.47,35,west,basic,social,52,14,7,20,tablet,bachelors,0
45,39789.84,13,west,premium,social,11,0,59,312,mobile,bachelors,1
29,133114.6,6,east,basic,paid,45,9,66,191,desktop,high_school,0
19,21436.3,3,east,premium,paid,36,14,100,174,desktop,high_school,0
46,41375.21,17,west,premium,paid,52,9,49,363,mobile,high_school,0
39,176201.36,13,east,premium,paid,26,0,80,115,desktop,high_school,0
24,62622.38,1,south,premium,organic,50,3,53,138,desktop,high_school,0
