transaction_id,customer_id,amount,category,txn_date
Q2T0200433,C04802,142.15,books,2024-01-14 05:04:11
Q2T0200434,C04243,15.77,books,2024-01-14 05:35:23
Q2T0200435,C01009,106.7,books,2024-01-14 05:49:16
Q2T0200436,C03937,149.92,home,2024-01-14 05:55:19
Q2T0200437,C00233,124.04,books,2024-01-14 06:22:20
Q2T0200438,C04802,134.78,home,2024-01-14 06:53:19
Q2T0200439,C01380,23.88,groceries,2024-01-14 07:47:48
Q2T0200440,C04510,116.68,home,2024-01-14 08:37:31
Q2T0200441,C02855,22.26,home,2024-01-14 09:03:33
Q2T0200442,C00113,134.53,home,2024-01-14 10:17:18
Q2T0200443,C00632,8.94,groceries,2024-01-14 10:40:37
Q2T0200444,C03363,68.83,home,2024-01-14 10:57:29
Q2T0200445,C00402,174.8,books,2024-01-14 10:58:45
Q2T0200446,C02416,113.68,books,2024-01-14 11:47:19
Q2T0200447,C00204,170.88,books,2024-01-14 12:02:31
Q2T0200448,C01214,228.47,apparel,2024-01-14 12:06:32
Q2T0200449,C04464,33.6,home,2024-01-14 14:38:09
Q2T0200450,C01794,79.65,electronics,2024-01-14 15:30:23
Q2T0200451,C00854,161.14,groceries,2024-01-14 16:04:01
Q2T0200452,C02380,241.16,electronics,2024-01-14 16:15:16
Q2T0200453,C00523,157.87,books,2024-01-14 19:46:25
Q2T0200454,C01520,53.66,apparel,2024-01-14 20:53:17
Q2T0200455,C02559,107.84,apparel,2024-01-14 21:31:38
Q2T0200456,C03800,47.73,apparel,2024-01-14 22:00:30
Q2T0200457,C00194,182.84,books,2024-01-14 22:30:24
Q2T0200458,C03132,222.68,books,2024-01-14 22:51:52
Q2T0200459,C00860,55.56,groceries,2024-01-15 00:09:55
Q2T0200460,C04135,228.81,electronics,2024-01-15 00:10:05
Q2T0200461,C02035,20.46,electronics,2024-01-15 01:13:00
Q2T0200462,C00368,169.81,books,2024-01-15 01:34:03
Q2T0200463,C01297,75.7,groceries,2024-01-15 01:34:06
Q2T0200464,C04594,204.0,books,2024-01-15 03:42:57
Q2T0200465,C01583,164.33,apparel,2024-01-15 04:05:09
Q2T0200466,C02287,222.93,home,2024-01-15 04:46:48
Q2T0200467,C00417,229.94,electronics,2024-01-15 05:29:38
Q2T0200468,C04830,116.18,groceries,2024-01-15 05:31:28
Q2T0200469,C04086,79.54,groceries,2024-01-15 06:04:38
Q2T0200470,C03838,223.35,groceries,2024-01-15 07:23:13
Q2T0200471,C02419,26.98,home,2024-01-15 08:07:18
Q2T0200472,C02349,189.18,groceries,2024-01-15 08:19:02
Q2T0200473,C03224,126.06,books,2024-01-15 09:06:45
Q2T0200474,C04522,144.06,books,2024-01-15 09:18:04
Q2T0200475,C02036,234.36,groceries,2024-01-15 09:35:22
Q2T0200476,C01867,131.05,electronics,2024-01-15 10:15:42
Q2T0200477,C02295,18.41,apparel,2024-01-15 10:29:50
Q2T0200478,C02187,72.75,groceries,2024-01-15 10:44:34
Q2T0200479,C03331,88.54,electronics,2024-01-15 12:59:21
Q2T0200480,C02815,44.43,electronics,2024-01-15 13:43:40
Q2T0200481,C02690,144.44,groceries,2024-01-15 13:47:37
Q2T0200482,C04864,107.64,apparel,2024-01-15 13:51:58
Q2T0200483,C01799,128.78,home,2024-01-15 14:03:09
Q2T0200484,C00438,165.27,apparel,2024-01-15 14:55:27
Q2T0200485,C02826,247.7,home,2024-01-15 15:01:42
Q2T0200486,C02129,111.54,electronics,2024-01-15 17:25:23
Q2T0200487,C04415,115.94,home,2024-01-15 18:40:27
Q2T0200488,C02510,9.28,electronics,2024-01-15 19:06:29
Q2T0200489,C01901,121.62,home,2024-01-15 19:44:01
Q2T0200490,C02113,127.63,books,2024-01-15 20:21:33
Q2T0200491,C01839,48.49,books,2024-01-15 20:27:44
Q2T0200492,C00852,188.58,electronics,2024-01-15 20:31:08
Q2T0200493,C00929,161.38,groceries,2024-01-15 20:53:56
Q2T0200494,C01849,17.86,apparel,2024-01-15 22:04:21
Q2T0200495,C01921,186.6,apparel,2024-01-15 22:16:21
Q2T0200496,C01733,134.46,home,2024-01-15 22:28:48
Q2T0200497,C03436,40.33,books,2024-01-15 22:56:00
Q2T0200498,C01451,155.4,home,2024-01-16 00:14:43
Q2T0200499,C00223,88.38,books,2024-01-16 00:47:53
Q2T0200500,C02072,83.96,groceries,2024-01-16 01:10:10
Q2T0200501,C03444,209.83,books,2024-01-16 01:30:54
Q2T0200502,C02561,123.36,home,2024-01-16 01:32:06
Q2T0200503,C04735,143.37,apparel,2024-01-16 01:54:54
Q2T0200504,C01683,119.64,apparel,2024-01-16 01:58:53
Q2T0200505,C03343,43.93,books,2024-01-16 02:09:31
Q2T0200506,C00429,81.09,groceries,2024-01-16 03:34:58
Q2T0200507,C01823,209.49,electronics,2024-01-16 03:38:49
Q2T0200508,C03484,235.91,apparel,2024-01-16 04:16:46
Q2T0200509,C01103,233.24,electronics,2024-01-16 05:11:41
Q2T0200510,C03452,248.93,groceries,2024-01-16 06:21:59
Q2T0200511,C03814,249.54,books,2024-01-16 07:51:24
Q2T0200512,C03274,138.43,books,2024-01-16 08:06:49
Q2T0200513,C04949,54.91,home,2024-01-16 08:35:09
Q2T0200514,C04895,119.17,electronics,2024-01-16 10:28:26
Q2T0200515,C04463,246.49,home,2024-01-16 10:30:48
Q2T0200516,C03540,211.32,electronics,2024-01-16 10:54:12
Q2T0200517,C00035,225.08,books,2024-01-16 11:12:53
Q2T0200518,C03006,117.11,apparel,2024-01-16 12:07:57
Q2T0200519,C04620,78.45,home,2024-01-16 14:00:10
Q2T0200520,C00506,212.7,apparel,2024-01-16 14:28:15
Q2T0200521,C03574,222.42,apparel,2024-01-16 14:38:09
Q2T0200522,C03407,16.54,electronics,2024-01-16 15:06:23
Q2T0200523,C00881,146.66,apparel,2024-01-16 16:29:48
Q2T0200524,C02793,201.18,home,2024-01-16 16:31:10
Q2T0200525,C04260,106.15,apparel,2024-01-16 17:11:29
Q2T0200526,C03331,225.43,groceries,2024-01-16 18:13:11
Q2T0200527,C04434,108.08,home,2024-01-16 18:37:17
Q2T0200528,C04964,200.9,home,2024-01-16 21:00:22
Q2T0200529,C00333,163.39,books,2024-01-16 21:21:22
Q2T0200530,C00172,221.25,books,2024-01-16 22:14:24
Q2T0200531,C01532,213.03,home,2024-01-16 22:53:34
Q2T0200532,C00991,146.55,books,2024-01-16 23:26:54
Q2T0200533,C01408,6.75,books,2024-01-16 23:49:22
Q2T0200534,C00177,24.22,groceries,2024-01-17 01:20:40
Q2T0200535,C04534,75.01,electronics,2024-01-17 02:01:14
Q2T0200536,C02948,28.73,books,2024-01-17 03:16:10
Q2T0200537,C04087,119.46,electronics,2024-01-17 03:37:40
Q2T0200538,C03874,205.02,apparel,2024-01-17 03:47:41
Q2T0200539,C00011,28.81,home,2024-01-17 05:17:30
Q2T0200540,C01181,43.3,books,2024-01-17 05:42:47
Q2T0200541,C01179,43.45,books,2024-01-17 06:35:53
Q2T0200542,C04563,197.4,groceries,2024-01-17 06:46:26
Q2T0200543,C02150,23.39,books,2024-01-17 06:56:21
Q2T0200544,C02857,72.77,apparel,2024-01-17 07:24:11
Q2T0200545,C00737,148.91,apparel,2024-01-17 07:54:39
Q2T0200546,C00946,246.41,apparel,2024-01-17 07:59:12
Q2T0200547,C00170,70.44,home,2024-01-17 08:12:44
Q2T0200548,C03109,241.73,home,2024-01-17 08:13:52
Q2T0200549,C00038,195.44,apparel,2024-01-17 09:58:42
Q2T0200550,C03952,50.84,apparel,2024-01-17 10:04:07
Q2T0200551,C03816,144.57,home,2024-01-17 10:38:41
Q2T0200552,C01977,8.47,home,2024-01-17 10:55:59
Q2T0200553,C00691,247.63,electronics,2024-01-17 10:56:52
Q2T0200554,C01557,144.49,electronics,2024-01-17 11:04:37
Q2T0200555,C03002,167.08,apparel,2024-01-17 11:31:38
Q2T0200556,C01265,161.78,books,2024-01-17 11:33:59
Q2T0200557,C02315,146.19,groceries,2024-01-17 11:38:27
Q2T0200558,C01306,211.26,electronics,2024-01-17 11:49:23
Q2T0200559,C03513,70.64,apparel,2024-01-17 12:26:19
Q2T0200560,C03275,84.37,electronics,2024-01-17 12:40:51
Q2T0200561,C03594,205.29,apparel,2024-01-17 13:12:21
Q2T0200562,C01669,151.85,apparel,2024-01-17 13:32:43
Q2T0200563,C00728,32.38,books,2024-01-17 14:53:19
Q2T0200564,C00220,128.7,books,2024-01-17 15:01:50
Q2T0200565,C00038,216.57,home,2024-01-17 15:13:13
Q2T0200566,C01915,170.63,groceries,2024-01-17 15:24:04
Q2T0200567,C02811,75.98,electronics,2024-01-17 16:26:50
Q2T0200568,C01135,46.16,groceries,2024-01-17 16:57:09
Q2T0200569,C04731,58.54,apparel,2024-01-17 17:22:51
Q2T0200570,C00942,78.14,apparel,2024-01-17 17:51:40
Q2T0200571,C02886,218.37,books,2024-01-17 18:58:06
Q2T0200572,C00158,98.54,electronics,2024-01-17 19:38:06
Q2T0200573,C03468,78.53,books,2024-01-17 20:38:20
Q2T0200574,C02736,70.55,groceries,2024-01-17 20:51:09
Q2T0200575,C02732,127.58,apparel,2024-01-17 20:56:03
Q2T0200576,C04500,51.61,electronics,2024-01-17 21:34:57
Q2T0200577,C03680,169.19,apparel,2024-01-17 21:37:44
Q2T0200578,C03881,48.86,electronics,2024-01-17 21:43:46
Q2T0200579,C02086,183.02,home,2024-01-17 21:55:45
Q2T0200580,C04003,11.7,groceries,2024-01-17 22:12:12
Q2T0200581,C02296,90.17,groceries,2024-01-17 22:46:34
Q2T0200582,C04872,41.87,home,2024-01-18 01:13:11
Q2T0200583,C00819,210.28,books,2024-01-18 01:49:38
Q2T0200584,C02161,80.53,groceries,2024-01-18 01:58:22
Q2T0200585,C03650,239.06,apparel,2024-01-18 03:24:44
Q2T0200586,C04534,103.1,groceries,2024-01-18 04:13:17
Q2T0200587,C00513,125.12,groceries,2024-01-18 05:59:17
Q2T0200588,C00242,211.49,electronics,2024-01-18 06:41:11
Q2T0200589,C04620,148.49,electronics,2024-01-18 06:50:07
Q2T0200590,C03749,180.64,electronics,2024-01-18 07:04:18
Q2T0200591,C04322,45.36,home,2024-01-18 07:08:11
Q2T0200592,C01254,59.13,apparel,2024-01-18 07:26:48
Q2T0200593,C04744,18.94,groceries,2024-01-18 07:39:37
Q2T0200594,C02453,53.71,books,2024-01-18 08:52:24
Q2T0200595,C01709,212.37,books,2024-01-18 09:08:52
Q2T0200596,C02386,130.58,home,2024-01-18 10:35:52
Q2T0200597,C04901,39.28,books,2024-01-18 11:04:56
Q2T0200598,C03577,69.21,electronics,2024-01-18 12:39:45
Q2T0200599,C03647,124.72,home,2024-01-18 12:52:13
Q2T0200600,C03147,234.35,home,2024-01-18 14:28:34
Q2T0200601,C01905,115.97,electronics,2024-01-18 15:00:29
Q2T0200602,C00926,9.68,electronics,2024-01-18 15:26:05
Q2T0200603,C03220,140.09,apparel,2024-01-18 15:35:25
Q2T0200604,C04846,115.57,books,2024-01-18 16:46:57
Q2T0200605,C03862,216.39,groceries,2024-01-18 17:45:36
Q2T0200606,C04621,243.14,electronics,2024-01-18 18:41:19
Q2T0200607,C03223,151.07,books,2024-01-18 18:47:31
Q2T0200608,C04708,208.89,electronics,2024-01-18 19:25:49
Q2T0200609,C02859,100.28,groceries,2024-01-18 19:47:53
Q2T0200610,C03761,55.05,apparel,2024-01-18 21:06:16
Q2T0200611,C01372,23.91,groceries,2024-01-18 21:48:01
Q2T0200612,C03610,194.99,books,2024-01-18 22:14:13
Q2T0200613,C00414,37.94,home,2024-01-18 22:38:14
Q2T0200614,C04993,17.83,books,2024-01-18 23:11:43
Q2T0200615,C02266,5.26,books,2024-01-18 23:53:05
Q2T0200616,C01295,105.98,electronics,2024-01-19 00:00:53
Q2T0200617,C02383,199.84,books,2024-01-19 01:01:28
Q2T0200618,C04547,229.91,home,2024-01-19 02:31:13
Q2T0200619,C00615,210.13,books,2024-01-19 04:00:46
Q2T0200620,C01705,227.96,home,2024-01-19 04:34:59
Q2T0200621,C01809,60.42,apparel,2024-01-19 06:05:31
Q2T0200622,C03525,77.42,home,2024-01-19 06:44:46
Q2T0200623,C00783,101.3,home,2024-01-19 08:22:39
Q2T0200624,C01891,245.84,electronics,2024-01-19 08:25:32
Q2T0200625,C00928,173.3,groceries,2024-01-19 09:17:28
Q2T0200626,C02355,119.45,groceries,2024-01-19 09:27:31
Q2T0200627,C01194,52.48,apparel,2024-01-19 09:44:52
Q2T0200628,C04863,14.69,books,2024-01-19 09:50:58
Q2T0200629,C04790,74.39,apparel,2024-01-19 10:04:12
Q2T0200630,C00261,78.87,groceries,2024-01-19 11:32:21
Q2T0200631,C02541,193.78,electronics,2024-01-19 11:40:21
Q2T0200632,C01744,42.51,books,2024-01-19 12:01:24
Q2T0200633,C04049,12.31,apparel,2024-01-19 12:49:56
Q2T0200634,C02073,135.54,apparel,2024-01-19 13:31:50
Q2T0200635,C03802,6.54,books,2024-01-19 13:39:49
Q2T0200636,C04791,207.49,home,2024-01-19 14:46:40
Q2T0200637,C00202,89.99,home,2024-01-19 14:54:07
Q2T0200638,C03295,99.86,apparel,2024-01-19 15:42:21
Q2T0200639,C01873,197.67,electronics,2024-01-19 15:51:19
Q2T0200640,C01158,165.4,home,2024-01-19 15:57:36
Q2T0200641,C03912,21.89,home,2024-01-19 16:38:02
Q2T0200642,C00931,245.35,books,2024-01-19 16:41:24
Q2T0200643,C01260,91.34,electronics,2024-01-19 17:47:10
Q2T0200644,C00920,104.25,apparel,2024-01-19 18:04:28
Q2T0200645,C03250,72.57,apparel,2024-01-19 18:24:31
Q2T0200646,C00500,28.57,books,2024-01-19 18:27:25
Q2T0200647,C00291,132.02,home,2024-01-19 18:41:03
Q2T0200648,C01721,235.1,groceries,2024-01-19 18:48:02
Q2T0200649,C02057,249.51,apparel,2024-01-19 19:35:19
Q2T0200650,C02646,126.91,groceries,2024-01-19 20:50:47
Q2T0200651,C03140,213.05,apparel,2024-01-19 20:53:47
Q2T0200652,C00914,10.19,groceries,2024-01-19 21:05:23
Q2T0200653,C03810,12.02,apparel,2024-01-19 22:15:55
Q2T0200654,C03837,19.64,groceries,2024-01-19 22:19:53
Q2T0200655,C04674,68.82,apparel,2024-01-19 22:28:47
Q2T0200656,C01618,180.41,books,2024-01-19 22:53:35
Q2T0200657,C01780,117.41,apparel,2024-01-19 22:55:46
Q2T0200658,C02864,76.37,books,2024-01-19 23:13:22
Q2T0200659,C01639,215.34,groceries,2024-01-19 23:31:47
Q2T0200660,C02270,111.39,home,2024-01-19 23:44:49
Q2T0200661,C00818,138.21,electronics,2024-01-19 23:48:46
Q2T0200662,C01992,91.4,groceries,2024-01-20 01:04:47
Q2T0200663,C01672,185.75,apparel,2024-01-20 01:29:27
Q2T0200664,C04971,197.0,books,2024-01-20 01:32:07
Q2T0200665,C00516,93.67,books,2024-01-20 01:38:33
Q2T0200666,C03554,38.65,groceries,2024-01-20 02:06:58
Q2T0200667,C04994,54.35,electronics,2024-01-20 02:54:23
Q2T0200668,C04004,84.12,apparel,2024-01-20 02:55:21
Q2T0200669,C01567,146.67,apparel,2024-01-20 03:01:43
Q2T0200670,C01593,29.0,apparel,2024-01-20 03:08:12
Q2T0200671,C03910,65.95,electronics,2024-01-20 04:43:16
Q2T0200672,C00379,60.38,apparel,2024-01-20 05:09:36
Q2T0200673,C03143,248.98,books,2024-01-20 05:22:31
Q2T0200674,C03248,64.08,books,2024-01-20 05:29:11
Q2T0200675,C01720,100.09,electronics,2024-01-20 06:24:27
Q2T0200676,C00574,8.31,groceries,2024-01-20 08:25:24
Q2T0200677,C00106,151.83,books,2024-01-20 08:29:16
Q2T0200678,C01137,223.27,home,2024-01-20 08:50:38
Q2T0200679,C01160,196.08,groceries,2024-01-20 09:26:31
Q2T0200680,C02536,242.29,books,2024-01-20 09:45:18
Q2T0200681,C04597,129.56,books,2024-01-20 10:20:19
Q2T0200682,C01255,175.41,home,2024-01-20 11:41:37
Q2T0200683,C02265,15.9,home,2024-01-20 14:22:42
Q2T0200684,C04504,164.04,groceries,2024-01-20 15:23:34
Q2T0200685,C04037,12.09,books,2024-01-20 15:54:40
Q2T0200686,C04115,159.0,groceries,2024-01-20 17:56:06
Q2T0200687,C04555,104.55,books,2024-01-20 18:18:17
Q2T0200688,C04386,94.71,groceries,2024-01-20 18:21:15
Q2T0200689,C00674,239.04,electronics,2024-01-20 18:56:16
Q2T0200690,C01132,113.16,apparel,2024-01-20 19:07:57
Q2T0200691,C02813,126.0,electronics,2024-01-20 19:38:29
Q2T0200692,C02599,104.6,electronics,2024-01-20 21:11:25
Q2T0200693,C04310,157.8,groceries,2024-01-20 21:24:52
Q2T0200694,C03790,238.43,groceries,2024-01-20 21:54:31
Q2T0200695,C03081,123.21,apparel,2024-01-20 22:22:19
Q2T0200696,C01149,83.69,groceries,2024-01-21 00:36:59
Q2T0200697,C04771,105.07,electronics,2024-01-21 05:04:19
Q2T0200698,C00475,65.31,apparel,2024-01-21 05:56:23
Q2T0200699,C01481,42.85,books,2024-01-21 08:20:03
Q2T0200700,C01693,192.86,apparel,2024-01-21 08:26:55
Q2T0200701,C01114,43.95,books,2024-01-21 10:22:58
Q2T0200702,C03688,132.75,apparel,2024-01-21 11:19:43
Q2T0200703,C03300,88.63,electronics,2024-01-21 11:36:10
Q2T0200704,C00832,39.43,apparel,2024-01-21 12:09:08
Q2T0200705,C03003,220.54,groceries,2024-01-21 12:18:52
Q2T0200706,C03136,151.24,electronics,2024-01-21 12:22:37
Q2T0200707,C04991,32.3,home,2024-01-21 12:26:30
Q2T0200708,C04372,116.63,apparel,2024-01-21 12:35:26
Q2T0200709,C03996,96.2,books,2024-01-21 13:12:40
Q2T0200710,C03902,216.01,apparel,2024-01-21 14:12:44
Q2T0200711,C04231,120.7,books,2024-01-21 14:16:40
Q2T0200712,C01710,142.48,books,2024-01-21 14:22:52
Q2T0200713,C02029,116.36,home,2024-01-21 14:54:31
Q2T0200714,C00847,235.21,home,2024-01-21 16:54:57
Q2T0200715,C01073,238.01,groceries,2024-01-21 17:32:01
Q2T0200716,C03316,148.83,electronics,2024-01-21 18:03:21
Q2T0200717,C03673,88.74,books,2024-01-21 18:22:02
Q2T0200718,C01441,245.99,apparel,2024-01-21 18:31:33
Q2T0200719,C04995,185.95,home,2024-01-21 18:50:48
Q2T0200720,C04790,180.61,books,2024-01-21 20:07:32
Q2T0200721,C03745,224.07,groceries,2024-01-21 21:42:37
Q2T0200722,C02376,102.67,home,2024-01-21 21:43:10
Q2T0200723,C00247,93.05,apparel,2024-01-21 22:34:49
Q2T0200724,C00388,103.73,apparel,2024-01-21 23:09:37
Q2T0200725,C04907,222.9,home,2024-01-21 23:21:58
Q2T0200726,C02425,107.32,books,2024-01-21 23:50:33
Q2T0200727,C02173,34.57,apparel,2024-01-22 00:50:08
Q2T0200728,C00456,161.84,apparel,2024-01-22 01:02:02
Q2T0200729,C00144,5.46,electronics,2024-01-22 02:25:09
Q2T0200730,C01249,159.57,electronics,2024-01-22 03:59:13
Q2T0200731,C03682,230.72,books,2024-01-22 05:20:08
Q2T0200732,C04215,237.4,groceries,2024-01-22 05:43:46
Q2T0200733,C01406,192.64,home,2024-01-22 05:46:36
Q2T0200734,C01016,125.86,books,2024-01-22 05:46:47
Q2T0200735,C00873,242.07,apparel,2024-01-22 05:47:26
Q2T0200736,C04811,249.78,books,2024-01-22 07:55:03
Q2T0200737,C01952,154.85,apparel,2024-01-22 08:23:55
Q2T0200738,C03170,62.79,books,2024-01-22 09:34:38
Q2T0200739,C03279,242.28,books,2024-01-22 10:22:08
Q2T0200740,C03688,86.88,groceries,2024-01-22 10:34:06
Q2T0200741,C04489,211.64,electronics,2024-01-22 11:24:11
Q2T0200742,C01269,40.61,home,2024-01-22 11:51:15
Q2T0200743,C02638,7.78,electronics,2024-01-22 11:55:36
Q2T0200744,C00757,67.7,home,2024-01-22 11:58:36
Q2T0200745,C03378,156.09,apparel,2024-01-22 12:46:06
Q2T0200746,C04710,227.95,electronics,2024-01-22 12:50:37
Q2T0200747,C03481,196.64,groceries,2024-01-22 13:22:50
Q2T0200748,C00603,53.26,apparel,2024-01-22 13:25:32
Q2T0200749,C02961,163.48,electronics,2024-01-22 13:26:35
Q2T0200750,C02985,142.48,home,2024-01-22 13:57:41
Q2T0200751,C03303,204.82,electronics,2024-01-22 15:01:30
Q2T0200752,C00777,112.55,electronics,2024-01-22 15:15:02
Q2T0200753,C02044,24.9,groceries,2024-01-22 15:36:23
Q2T0200754,C02297,202.93,groceries,2024-01-22 19:53:04
Q2T0200755,C03311,189.8,books,2024-01-22 22:09:11
Q2T0200756,C00062,200.61,apparel,2024-01-22 22:42:39
Q2T0200757,C03844,43.34,books,2024-01-22 23:15:21
Q2T0200758,C02264,222.95,books,2024-01-22 23:37:33
Q2T0200759,C03045,135.27,electronics,2024-01-23 02:18:20
Q2T0200760,C01412,199.17,apparel,2024-01-23 03:47:51
Q2T0200761,C03036,217.02,home,2024-01-23 03:59:47
Q2T0200762,C03005,45.28,books,2024-01-23 04:13:56
Q2T0200763,C03380,226.03,books,2024-01-23 05:53:00
Q2T0200764,C00739,231.77,electronics,2024-01-23 06:04:37
Q2T0200765,C03900,102.59,groceries,2024-01-23 06:17:11
Q2T0200766,C02415,105.93,apparel,2024-01-23 06:19:37
Q2T0200767,C00677,237.17,groceries,2024-01-23 06:54:13
Q2T0200768,C01563,163.95,home,2024-01-23 06:59:35
Q2T0200769,C01640,58.83,home,2024-01-23 07:11:26
Q2T0200770,C03710,169.9,books,2024-01-23 10:10:18
Q2T0200771,C00159,183.99,electronics,2024-01-23 11:01:27
Q2T0200772,C03665,210.33,books,2024-01-23 11:04:40
Q2T0200773,C04843,197.21,home,2024-01-23 11:36:59
Q2T0200774,C00072,73.78,groceries,2024-01-23 12:42:46
Q2T0200775,C01145,213.66,groceries,2024-01-23 13:07:10
Q2T0200776,C01993,80.57,home,2024-01-23 13:10:31
Q2T0200777,C03252,131.95,apparel,2024-01-23 13:27:42
Q2T0200778,C00142,79.8,apparel,2024-01-23 14:15:51
Q2T0200779,C03139,14.92,groceries,2024-01-23 14:43:02
Q2T0200780,C01039,79.49,home,2024-01-23 15:30:30
Q2T0200781,C04242,29.1,home,2024-01-23 15:31:36
Q2T0200782,C03988,200.31,apparel,2024-01-23 17:23:20
Q2T0200783,C02462,202.44,home,2024-01-23 17:47:39
Q2T0200784,C03168,135.47,home,2024-01-23 17:50:46
Q2T0200785,C02158,117.82,books,2024-01-23 17:54:43
Q2T0200786,C01277,218.26,apparel,2024-01-23 20:14:52
Q2T0200787,C02669,217.05,books,2024-01-23 21:15:07
Q2T0200788,C00947,108.73,groceries,2024-01-23 23:10:24
Q2T0200789,C03118,177.02,apparel,2024-01-24 00:18:06
Q2T0200790,C00814,209.35,apparel,2024-01-24 01:25:42
Q2T0200791,C00735,184.43,books,2024-01-24 01:41:22
Q2T0200792,C03658,44.36,groceries,2024-01-24 03:07:15
Q2T0200793,C03597,127.48,apparel,2024-01-24 03:41:02
Q2T0200794,C04046,224.68,electronics,2024-01-24 04:03:26
Q2T0200795,C00223,82.77,electronics,2024-01-24 04:34:02
Q2T0200796,C04488,10.16,home,2024-01-24 05:56:48
Q2T0200797,C00341,218.22,apparel,2024-01-24 06:20:44
Q2T0200798,C03457,30.95,electronics,2024-01-24 06:22:39
Q2T0200799,C04998,57.49,groceries,2024-01-24 06:31:26
Q2T0200800,C00420,46.9,groceries,2024-01-24 06:36:25
Q2T0200801,C04912,16.77,electronics,2024-01-24 06:45:44
Q2T0200802,C01655,60.1,apparel,2024-01-24 07:21:38
Q2T0200803,C04118,214.08,home,2024-01-24 07:22:55
Q2T0200804,C00098,192.15,electronics,2024-01-24 07:51:21
Q2T0200805,C01763,6.36,groceries,2024-01-24 08:45:35
Q2T0200806,C03280,94.51,electronics,2024-01-24 10:49:41
Q2T0200807,C04444,26.92,apparel,2024-01-24 11:17:13
Q2T0200808,C04592,195.04,groceries,2024-01-24 11:45:43
Q2T0200809,C00600,79.89,apparel,2024-01-24 12:13:53
Q2T0200810,C04722,41.82,books,2024-01-24 12:30:46
Q2T0200811,C04029,49.03,groceries,2024-01-24 13:52:43
Q2T0200812,C02186,57.68,apparel,2024-01-24 14:13:34
Q2T0200813,C00849,174.37,apparel,2024-01-24 14:23:56
Q2T0200814,C04652,113.08,electronics,2024-01-24 16:56:43
Q2T0200815,C02735,175.45,electronics,2024-01-24 17:12:23
Q2T0200816,C03116,104.94,apparel,2024-01-24 17:22:12
Q2T0200817,C02596,240.85,apparel,2024-01-24 18:32:52
Q2T0200818,C04737,17.96,books,2024-01-24 19:02:48
Q2T0200819,C03405,88.25,groceries,2024-01-24 19:14:13
Q2T0200820,C04998,202.51,home,2024-01-24 19:53:15
Q2T0200821,C02313,218.5,home,2024-01-24 20:05:44
Q2T0200822,C02529,123.44,home,2024-01-24 20:40:53
Q2T0200823,C00466,216.92,groceries,2024-01-24 21:00:53
Q2T0200824,C00079,104.43,apparel,2024-01-24 21:58:26
Q2T0200825,C02444,51.54,electronics,2024-01-24 23:55:51
Q2T0200826,C04523,175.28,books,2024-01-25 00:39:15
Q2T0200827,C01538,170.63,home,2024-01-25 02:10:01
Q2T0200828,C04158,118.2,groceries,2024-01-25 02:49:15
Q2T0200829,C01369,237.9,home,2024-01-25 03:04:39
Q2T0200830,C04219,12.07,electronics,2024-01-25 03:25:05
Q2T0200831,C04021,124.71,home,2024-01-25 05:38:12
Q2T0200832,C04195,193.22,books,2024-01-25 06:37:11
Q2T0200833,C04583,32.28,books,2024-01-25 07:29:57
Q2T0200834,C02692,157.36,books,2024-01-25 08:17:19
Q2T0200835,C04031,157.83,groceries,2024-01-25 08:25:21
Q2T0200836,C02015,8.37,books,2024-01-25 09:34:56
Q2T0200837,C00723,19.5,apparel,2024-01-25 10:50:46
Q2T0200838,C03502,20.14,home,2024-01-25 11:55:15
Q2T0200839,C01939,104.79,home,2024-01-25 12:06:58
Q2T0200840,C00209,160.22,home,2024-01-25 12:42:24
Q2T0200841,C01822,134.62,electronics,2024-01-25 13:22:10
Q2T0200842,C04177,240.95,books,2024-01-25 13:57:01
Q2T0200843,C04017,191.31,groceries,2024-01-25 14:14:27
Q2T0200844,C02047,72.49,apparel,2024-01-25 14:21:22
Q2T0200845,C04270,171.46,home,2024-01-25 15:25:48
Q2T0200846,C03230,159.25,home,2024-01-25 15:31:47
Q2T0200847,C00560,199.85,groceries,2024-01-25 15:51:18
Q2T0200848,C02809,66.03,electronics,2024-01-25 16:27:21
Q2T0200849,C04163,28.43,electronics,2024-01-25 16:47:07
Q2T0200850,C00972,36.77,electronics,2024-01-25 16:50:52
Q2T0200851,C04310,179.41,books,2024-01-25 17:10:12
Q2T0200852,C01360,184.84,home,2024-01-25 17:16:34
Q2T0200853,C00643,68.12,apparel,2024-01-25 18:31:52
Q2T0200854,C02177,225.6,apparel,2024-01-25 18:39:39
Q2T0200855,C04170,231.71,apparel,2024-01-25 20:56:36
Q2T0200856,C03900,98.19,apparel,2024-01-25 22:00:01
Q2T0200857,C02180,246.82,home,2024-01-25 22:27:20
Q2T0200858,C03396,222.98,electronics,2024-01-25 23:22:40
Q2T0200859,C02484,33.34,home,2024-01-25 23:36:53
Q2T0200860,C02308,150.32,books,2024-01-26 00:02:39
Q2T0200861,C03813,193.66,electronics,2024-01-26 02:13:21
Q2T0200862,C02021,180.94,apparel,2024-01-26 03:10:48
Q2T0200863,C02643,113.52,home,2024-01-26 04:06:05
Q2T0200864,C00241,39.14,books,2024-01-26 04:25:03
Q2T0200865,C00976,112.81,home,2024-01-26 05:38:11
Q2T0200866,C02177,201.01,books,2024-01-26 06:00:38
