transaction_id,customer_id,amount,category,transaction_date
Q1T0100435,C04042,194.21,apparel,2023-12-16 10:25:51
Q1T0100436,C04477,122.32,electronics,2023-12-18 03:25:14
Q1T0100437,C04659,143.31,books,2023-10-07 12:54:13
Q1T0100438,C00875,112.77,electronics,2023-11-02 22:01:44
Q1T0100439,C02634,176.16,books,2023-11-23 10:46:38
Q1T0100440,C02979,47.05,home,2023-12-03 05:00:27
Q1T0100441,C04377,233.04,home,2023-10-24 08:43:06
Q1T0100442,C04631,115.04,books,2023-12-05 16:47:12
Q1T0100443,C04262,202.8,home,2023-12-25 08:42:11
Q1T0100444,C03943,148.57,apparel,2023-10-13 15:56:49
Q1T0100445,C01084,204.62,apparel,2023-11-06 02:00:51
Q1T0100446,C01506,239.98,books,2023-11-26 19:38:31
Q1T0100447,C01324,132.93,books,2023-10-26 09:06:30
Q1T0100448,C04352,7.97,home,2023-10-10 21:42:45
Q1T0100449,C01041,245.94,home,2023-10-13 08:58:25
Q1T0100450,C00609,132.11,books,2023-10-08 00:09:28
Q1T0100451,C02665,184.22,groceries,2023-10-09 00:44:16
Q1T0100452,C04855,15.4,books,2023-10-06 15:15:15
Q1T0100453,C04296,230.73,books,2023-10-15 17:51:59
Q1T0100454,C03955,40.19,home,2023-12-13 14:50:26
Q1T0100455,C01645,53.96,home,2023-10-10 15:45:03
Q1T0100456,C02846,238.02,apparel,2023-10-31 02:05:47
Q1T0100457,C00324,246.23,apparel,2023-12-01 16:37:41
Q1T0100458,C02660,72.52,home,2023-12-27 10:42:36
Q1T0100459,C03638,84.95,apparel,2023-11-16 09:09:55
Q1T0100460,C02323,198.88,home,2023-12-21 16:53:07
Q1T0100461,C04092,213.36,electronics,2023-12-16 07:11:23
Q1T0100462,C03931,46.96,groceries,2023-11-10 11:39:20
Q1T0100463,C04566,37.18,home,2023-10-08 07:27:46
Q1T0100464,C01378,73.79,electronics,2023-11-14 12:35:03
Q1T0100465,C02723,231.17,home,2023-11-18 12:26:21
Q1T0100466,C03493,64.23,books,2023-11-17 20:51:45
Q1T0100467,C04610,13.39,apparel,2023-10-07 16:37:43
Q1T0100468,C02418,235.45,books,2023-10-13 11:24:32
Q1T0100469,C02496,36.77,home,2023-10-15 10:09:43
Q1T0100470,C00243,88.65,groceries,2023-10-26 04:23:06
Q1T0100471,C03361,245.52,groceries,2023-11-01 11:43:12
Q1T0100472,C02265,68.41,books,2023-11-30 21:10:18
Q1T0100473,C01719,147.51,electronics,2023-10-18 03:26:35
Q1T0100474,C04289,170.25,apparel,2023-11-13 06:56:00
Q1T0100475,C00561,22.07,apparel,2023-12-26 18:13:42
Q1T0100476,C02576,14.87,books,2023-11-22 18:14:29
Q1T0100477,C00738,213.9,home,2023-12-19 21:02:42
Q1T0100478,C00006,37.71,electronics,2023-12-17 08:53:19
Q1T0100479,C03470,174.69,books,2023-11-22 12:11:53
Q1T0100480,C04397,66.95,electronics,2023-12-06 09:27:07
Q1T0100481,C00150,191.15,books,2023-12-26 09:44:32
Q1T0100482,C04208,28.68,groceries,2023-11-26 21:57:20
Q1T0100483,C00362,167.91,electronics,2023-12-19 22:03:52
Q1T0100484,C03641,160.05,electronics,2023-12-02 15:50:15
Q1T0100485,C01743,234.5,books,2023-11-23 19:39:03
Q1T0100486,C04756,61.2,apparel,2023-11-25 11:08:55
Q1T0100487,C04304,97.34,home,2023-11-14 06:39:52
Q1T0100488,C00129,163.75,home,2023-12-22 14:56:59
Q1T0100489,C01059,217.23,books,2023-10-14 09:01:01
Q1T0100490,C04402,112.15,electronics,2023-10-07 12:07:54
Q1T0100491,C01009,186.16,home,2023-12-21 06:35:27
Q1T0100492,C03077,22.7,home,2023-12-20 01:41:32
Q1T0100493,C01659,105.43,apparel,2023-10-25 20:17:13
Q1T0100494,C04534,247.23,electronics,2023-12-30 15:44:23
Q1T0100495,C01125,116.63,books,2023-12-30 16:37:55
Q1T0100496,C01872,138.66,books,2023-10-01 04:58:35
Q1T0100497,C00000,179.15,apparel,2023-11-13 02:20:53
Q1T0100498,C00406,62.88,books,2023-10-23 20:40:43
Q1T0100499,C03957,165.74,apparel,2023-10-09 18:34:31
Q1T0100500,C01105,231.89,groceries,2023-12-27 16:34:42
Q1T0100501,C02886,129.87,apparel,2023-10-17 07:47:17
Q1T0100502,C03407,246.04,apparel,2023-12-30 04:52:32
Q1T0100503,C02872,121.95,apparel,2023-10-26 08:39:28
Q1T0100504,C00366,231.93,books,2023-11-16 21:34:24
Q1T0100505,C03616,201.18,books,2023-12-28 11:15:00
Q1T0100506,C04845,162.26,apparel,2023-12-17 11:14:44
Q1T0100507,C00663,218.17,electronics,2023-11-21 02:30:58
Q1T0100508,C01294,234.88,home,2023-12-14 10:28:48
Q1T0100509,C00046,134.09,groceries,2023-10-09 10:14:26
Q1T0100510,C02240,21.14,groceries,2023-10-28 06:28:10
Q1T0100511,C00137,32.4,home,2023-12-22 23:50:45
Q1T0100512,C01182,93.05,groceries,2023-10-02 17:40:20
Q1T0100513,C02323,84.1,groceries,2023-10-03 21:05:44
Q1T0100514,C00093,8.03,books,2023-11-19 13:20:28
Q1T0100515,C01454,164.29,home,2023-11-21 08:41:08
Q1T0100516,C03070,18.01,groceries,2023-11-12 15:41:46
Q1T0100517,C02989,173.2,apparel,2023-11-26 04:20:06
Q1T0100518,C01442,184.2,home,2023-12-06 05:28:23
Q1T0100519,C03125,83.46,books,2023-10-11 18:44:50
Q1T0100520,C00181,13.72,groceries,2023-11-12 02:24:49
Q1T0100521,C02355,71.56,home,2023-11-01 14:21:10
Q1T0100522,C02742,249.69,apparel,2023-11-17 20:30:56
Q1T0100523,C04722,66.81,home,2023-12-30 20:34:27
Q1T0100524,C01729,23.19,groceries,2023-10-22 22:07:06
Q1T0100525,C01376,48.72,groceries,2023-12-22 00:13:30
Q1T0100526,C00168,78.65,electronics,2023-11-23 02:15:00
Q1T0100527,C00593,66.35,books,2023-12-16 06:29:38
Q1T0100528,C02104,115.37,home,2023-10-25 22:17:33
Q1T0100529,C01821,66.67,electronics,2023-12-09 11:48:05
Q1T0100530,C02710,164.85,groceries,2023-10-05 04:15:22
Q1T0100531,C03037,164.21,apparel,2023-10-02 23:40:17
Q1T0100532,C01016,42.47,home,2023-10-09 14:00:39
Q1T0100533,C01911,185.53,groceries,2023-11-07 19:17:11
Q1T0100534,C02145,215.52,electronics,2023-12-30 17:25:15
Q1T0100535,C00552,192.17,electronics,2023-10-28 08:25:03
Q1T0100536,C02205,47.37,home,2023-12-28 15:41:20
Q1T0100537,C00470,23.73,apparel,2023-10-07 07:50:51
Q1T0100538,C00767,75.51,apparel,2023-11-23 16:35:19
Q1T0100539,C00130,95.13,electronics,2023-11-16 23:59:36
Q1T0100540,C03769,242.59,books,2023-10-07 07:40:00
Q1T0100541,C01310,215.17,books,2023-11-24 04:13:53
Q1T0100542,C02643,22.43,home,2023-11-11 14:32:58
Q1T0100543,C04282,122.65,books,2023-10-13 21:30:32
Q1T0100544,C04088,131.63,apparel,2023-10-14 13:59:52
Q1T0100545,C02779,211.48,books,2023-12-08 10:56:14
Q1T0100546,C04850,178.69,home,2023-11-25 06:26:53
Q1T0100547,C04542,217.45,electronics,2023-10-20 06:43:17
Q1T0100548,C00502,221.05,groceries,2023-12-19 18:27:18
Q1T0100549,C00600,48.21,groceries,2023-11-16 06:32:59
Q1T0100550,C02943,213.45,home,2023-12-03 23:24:37
Q1T0100551,C00542,57.74,electronics,2023-11-09 06:32:37
Q1T0100552,C04318,11.39,electronics,2023-10-31 04:11:04
Q1T0100553,C01777,210.57,apparel,2023-10-24 21:28:18
Q1T0100554,C00205,207.29,groceries,2023-11-05 20:10:16
Q1T0100555,C02758,226.43,groceries,2023-11-07 06:33:38
Q1T0100556,C00316,120.83,electronics,2023-11-05 06:48:09
Q1T0100557,C00657,50.81,home,2023-10-07 22:27:18
Q1T0100558,C04493,97.73,books,2023-10-08 11:20:40
Q1T0100559,C02764,50.87,books,2023-12-23 22:06:09
Q1T0100560,C03585,78.34,home,2023-11-09 01:58:17
Q1T0100561,C04438,178.96,home,2023-10-27 05:51:35
Q1T0100562,C04810,7.01,apparel,2023-11-27 07:53:28
Q1T0100563,C01947,116.17,home,2023-10-12 04:58:24
Q1T0100564,C03223,144.78,home,2023-10-17 17:51:38
Q1T0100565,C02951,39.41,home,2023-10-15 20:47:08
Q1T0100566,C04453,115.69,home,2023-10-02 17:51:33
Q1T0100567,C02257,160.26,books,2023-10-24 21:40:46
Q1T0100568,C01021,116.54,groceries,2023-11-10 10:02:11
Q1T0100569,C03681,182.46,groceries,2023-12-20 01:25:38
Q1T0100570,C00520,109.68,apparel,2023-10-06 02:52:40
Q1T0100571,C01549,155.09,electronics,2023-10-20 11:43:10
Q1T0100572,C00530,160.44,electronics,2023-10-29 07:42:07
Q1T0100573,C02430,147.43,books,2023-10-13 07:05:54
Q1T0100574,C04477,244.07,home,2023-10-11 23:26:46
Q1T0100575,C00417,113.1,home,2023-11-16 18:27:08
Q1T0100576,C00711,24.38,groceries,2023-10-06 21:52:43
Q1T0100577,C01629,62.61,books,2023-10-02 05:57:23
Q1T0100578,C04879,177.09,groceries,2023-11-02 18:48:55
Q1T0100579,C03602,129.18,electronics,2023-12-30 09:41:05
Q1T0100580,C03913,145.74,groceries,2023-10-15 03:19:28
Q1T0100581,C00300,54.56,groceries,2023-10-04 20:00:06
Q1T0100582,C04173,37.94,electronics,2023-11-10 10:38:41
Q1T0100583,C02812,205.87,electronics,2023-12-01 16:08:04
Q1T0100584,C01691,221.15,electronics,2023-11-18 20:56:18
Q1T0100585,C03294,50.16,apparel,2023-11-12 06:48:36
Q1T0100586,C00034,66.38,home,2023-10-18 11:24:59
Q1T0100587,C02708,134.01,electronics,2023-11-06 17:28:20
Q1T0100588,C03839,248.91,groceries,2023-10-20 23:10:54
Q1T0100589,C00809,87.55,home,2023-12-27 03:52:40
Q1T0100590,C01311,193.8,groceries,2023-10-05 18:41:16
Q1T0100591,C04513,37.51,electronics,2023-10-31 10:05:08
Q1T0100592,C01996,247.55,groceries,2023-12-12 09:28:13
Q1T0100593,C03066,49.46,books,2023-10-26 18:09:47
Q1T0100594,C00703,74.6,home,2023-10-21 00:47:34
Q1T0100595,C03563,164.52,groceries,2023-11-16 10:16:09
Q1T0100596,C04419,10.08,apparel,2023-10-13 23:43:45
Q1T0100597,C04731,139.91,home,2023-10-03 12:46:11
Q1T0100598,C04879,14.6,apparel,2023-10-10 18:28:14
Q1T0100599,C01701,222.85,groceries,2023-12-15 01:16:59
Q1T0100600,C04101,214.09,books,2023-11-19 06:56:43
Q1T0100601,C00549,117.82,home,2023-12-12 14:29:38
Q1T0100602,C04637,167.86,groceries,2023-12-31 06:58:25
Q1T0100603,C03195,144.63,books,2023-10-03 04:02:08
Q1T0100604,C02667,242.23,apparel,2023-10-28 02:04:11
Q1T0100605,C03332,73.71,home,2023-12-20 02:23:44
Q1T0100606,C02914,202.88,electronics,2023-12-13 16:38:03
Q1T0100607,C02076,110.46,groceries,2023-12-29 10:49:24
Q1T0100608,C02155,5.37,home,2023-11-11 00:15:39
Q1T0100609,C00677,101.63,home,2023-11-17 00:59:50
Q1T0100610,C02016,148.99,apparel,2023-10-23 15:30:56
Q1T0100611,C00886,139.79,groceries,2023-11-03 00:27:59
Q1T0100612,C00433,247.1,home,2023-12-22 02:10:51
Q1T0100613,C01392,31.81,groceries,2023-10-16 02:15:29
Q1T0100614,C03352,95.69,groceries,2023-12-08 09:02:19
Q1T0100615,C03156,8.16,groceries,2023-10-11 18:59:28
Q1T0100616,C00104,241.05,groceries,2023-12-04 01:17:47
Q1T0100617,C02555,154.07,home,2023-11-30 06:33:03
Q1T0100618,C02083,53.54,electronics,2023-10-20 20:34:48
Q1T0100619,C02637,209.99,groceries,2023-12-15 15:49:57
Q1T0100620,C01142,156.2,home,2023-12-06 12:25:17
Q1T0100621,C04595,185.35,apparel,2023-11-24 07:52:51
Q1T0100622,C03834,225.82,electronics,2023-11-03 12:46:51
Q1T0100623,C00203,87.69,home,2023-10-08 06:03:17
Q1T0100624,C04778,43.01,apparel,2023-11-20 08:13:30
Q1T0100625,C01658,200.89,electronics,2023-11-24 14:45:26
Q1T0100626,C03684,56.87,home,2023-11-11 16:55:13
Q1T0100627,C04233,78.49,home,2023-12-08 15:49:17
Q1T0100628,C01546,139.13,home,2023-10-20 09:45:54
Q1T0100629,C04267,65.24,apparel,2023-10-11 14:28:32
Q1T0100630,C04487,216.07,apparel,2023-10-08 00:04:57
Q1T0100631,C03451,169.96,home,2023-11-10 01:52:35
Q1T0100632,C03695,37.38,electronics,2023-12-10 01:59:19
Q1T0100633,C04297,26.65,home,2023-10-29 13:57:29
Q1T0100634,C00278,90.55,groceries,2023-12-05 06:09:45
Q1T0100635,C01027,145.66,home,2023-11-06 15:41:38
Q1T0100636,C04551,196.95,home,2023-12-15 00:57:54
Q1T0100637,C01317,29.08,home,2023-12-01 03:51:34
Q1T0100638,C02598,70.97,books,2023-12-03 13:29:36
Q1T0100639,C03942,129.43,home,2023-11-07 19:48:48
Q1T0100640,C02059,79.2,books,2023-11-03 03:36:06
Q1T0100641,C01386,140.17,groceries,2023-11-08 05:17:00
Q1T0100642,C04253,150.24,groceries,2023-12-13 00:22:54
Q1T0100643,C00581,5.78,groceries,2023-10-09 16:55:05
Q1T0100644,C00652,192.07,electronics,2023-11-04 01:55:40
Q1T0100645,C00338,114.15,apparel,2023-12-04 08:35:24
Q1T0100646,C00427,149.29,home,2023-12-20 19:40:42
Q1T0100647,C03141,43.5,electronics,2023-12-03 04:34:59
Q1T0100648,C00280,70.79,home,2023-12-07 18:52:07
Q1T0100649,C01729,179.1,groceries,2023-10-24 10:52:31
Q1T0100650,C00704,118.64,apparel,2023-11-08 00:06:26
Q1T0100651,C04378,158.12,home,2023-11-26 13:11:42
Q1T0100652,C04413,126.59,apparel,2023-11-28 05:55:38
Q1T0100653,C04123,38.76,apparel,2023-10-27 20:14:11
Q1T0100654,C03562,22.11,books,2023-10-29 03:59:40
Q1T0100655,C01083,221.78,electronics,2023-12-29 13:46:59
Q1T0100656,C00844,223.39,groceries,2023-12-08 22:53:27
Q1T0100657,C02752,165.0,apparel,2023-12-31 16:31:36
Q1T0100658,C03304,248.99,apparel,2023-12-11 07:28:51
Q1T0100659,C02776,81.92,apparel,2023-11-21 00:29:43
Q1T0100660,C03257,177.65,electronics,2023-12-03 04:13:03
Q1T0100661,C03556,137.3,electronics,2023-12-11 06:49:25
Q1T0100662,C02832,94.17,home,2023-12-27 11:12:08
Q1T0100663,C01628,9.81,books,2023-12-22 11:22:54
Q1T0100664,C01517,119.59,electronics,2023-11-16 17:55:03
Q1T0100665,C00224,62.3,groceries,2023-12-18 14:18:12
Q1T0100666,C01281,49.27,groceries,2023-11-15 15:19:17
Q1T0100667,C03505,53.53,electronics,2023-10-01 16:53:29
Q1T0100668,C04076,205.01,home,2023-10-12 04:07:28
Q1T0100669,C02891,85.78,electronics,2023-11-24 05:44:15
Q1T0100670,C02935,237.38,home,2023-12-08 11:17:10
Q1T0100671,C04134,30.71,books,2023-10-06 23:24:56
Q1T0100672,C03284,32.15,books,2023-11-27 02:05:22
Q1T0100673,C01700,121.68,books,2023-12-07 08:18:33
Q1T0100674,C03015,155.07,books,2023-12-03 19:29:23
Q1T0100675,C01498,194.9,electronics,2023-10-26 22:29:40
Q1T0100676,C02387,66.86,home,2023-11-24 00:22:52
Q1T0100677,C02405,28.21,home,2023-11-25 03:26:27
Q1T0100678,C02454,211.01,apparel,2023-11-24 07:19:22
Q1T0100679,C00220,150.06,electronics,2023-11-23 04:26:08
Q1T0100680,C01184,229.43,home,2023-12-17 12:51:26
Q1T0100681,C02280,82.11,apparel,2023-11-15 17:24:29
Q1T0100682,C03871,100.29,apparel,2023-11-07 00:18:37
Q1T0100683,C02689,34.9,apparel,2023-10-19 23:29:11
Q1T0100684,C01491,8.12,books,2023-12-16 13:52:33
Q1T0100685,C03288,159.72,groceries,2023-11-06 01:13:59
Q1T0100686,C03547,133.5,home,2023-11-03 13:56:21
Q1T0100687,C02561,171.41,apparel,2023-10-14 15:24:23
Q1T0100688,C03246,77.62,books,2023-12-09 00:40:15
Q1T0100689,C01106,109.29,electronics,2023-11-18 03:07:25
Q1T0100690,C00505,33.79,apparel,2023-11-15 17:10:17
Q1T0100691,C01343,105.93,groceries,2023-11-07 12:54:53
Q1T0100692,C03263,144.58,groceries,2023-10-26 19:23:56
Q1T0100693,C04303,46.4,books,2023-11-28 11:10:47
Q1T0100694,C02700,106.25,books,2023-12-19 22:44:54
Q1T0100695,C03603,44.62,apparel,2023-10-23 22:28:41
Q1T0100696,C02090,89.75,apparel,2023-11-10 11:48:51
Q1T0100697,C03699,97.03,books,2023-10-07 00:51:54
Q1T0100698,C02257,34.32,electronics,2023-12-06 18:58:21
Q1T0100699,C00117,142.51,books,2023-12-14 01:49:49
Q1T0100700,C00980,54.65,books,2023-11-29 07:10:11
Q1T0100701,C04605,63.11,apparel,2023-10-14 03:03:52
Q1T0100702,C00074,148.89,apparel,2023-10-06 23:48:27
Q1T0100703,C04929,99.08,apparel,2023-11-19 20:51:19
Q1T0100704,C02719,241.68,books,2023-11-21 08:20:29
Q1T0100705,C04197,32.64,electronics,2023-11-13 15:14:02
Q1T0100706,C03404,23.7,apparel,2023-11-10 10:45:51
Q1T0100707,C03825,174.18,groceries,2023-10-08 05:26:05
Q1T0100708,C00917,7.3,home,2023-11-02 10:26:00
Q1T0100709,C00738,62.51,books,2023-11-25 08:11:01
Q1T0100710,C00006,208.78,books,2023-10-10 19:40:32
Q1T0100711,C01758,190.52,groceries,2023-12-25 10:31:24
Q1T0100712,C00602,164.54,electronics,2023-10-04 18:49:32
Q1T0100713,C03500,112.16,groceries,2023-12-29 04:21:51
Q1T0100714,C04556,218.14,home,2023-10-15 19:07:06
Q1T0100715,C03664,82.04,books,2023-11-15 20:21:31
Q1T0100716,C02577,227.31,apparel,2023-11-20 21:15:24
Q1T0100717,C01170,67.16,groceries,2023-12-28 04:14:40
Q1T0100718,C02035,234.88,groceries,2023-10-22 16:19:32
Q1T0100719,C01579,152.99,home,2023-11-17 04:30:55
Q1T0100720,C03809,203.94,home,2023-11-15 11:52:05
Q1T0100721,C04140,141.96,home,2023-11-29 11:48:44
Q1T0100722,C04596,201.66,books,2023-10-01 10:40:32
Q1T0100723,C04084,189.91,electronics,2023-11-13 22:34:58
Q1T0100724,C04686,125.27,home,2023-10-25 08:01:05
Q1T0100725,C02639,188.21,electronics,2023-10-06 13:55:32
Q1T0100726,C02697,10.35,electronics,2023-12-10 00:13:03
Q1T0100727,C03838,144.7,books,2023-10-10 04:15:02
Q1T0100728,C00091,154.33,groceries,2023-12-28 11:43:14
Q1T0100729,C02901,208.98,books,2023-10-30 20:45:02
Q1T0100730,C01570,212.09,apparel,2023-10-01 13:19:11
Q1T0100731,C04664,126.3,home,2023-12-16 13:48:08
Q1T0100732,C04558,148.66,books,2023-12-26 17:47:35
Q1T0100733,C03368,188.38,apparel,2023-11-08 23:32:30
Q1T0100734,C01833,214.47,groceries,2023-10-26 20:50:14
Q1T0100735,C01192,112.05,apparel,2023-11-14 09:50:16
Q1T0100736,C00552,101.81,apparel,2023-10-23 19:43:19
Q1T0100737,C01427,206.28,electronics,2023-12-09 08:11:44
Q1T0100738,C01621,41.96,apparel,2023-11-27 12:03:46
Q1T0100739,C01789,31.69,apparel,2023-12-22 23:21:00
Q1T0100740,C03679,217.87,home,2023-10-31 06:41:42
Q1T0100741,C01880,84.69,home,2023-11-21 00:12:46
Q1T0100742,C00969,37.44,apparel,2023-12-27 00:12:47
Q1T0100743,C02296,144.06,electronics,2023-12-13 20:29:02
Q1T0100744,C04441,134.52,apparel,2023-12-25 02:24:34
Q1T0100745,C00315,110.93,books,2023-10-07 06:31:21
Q1T0100746,C00177,137.43,groceries,2023-12-09 16:47:55
Q1T0100747,C02101,244.14,electronics,2023-11-25 12:21:31
Q1T0100748,C02825,172.52,groceries,2023-10-02 20:53:03
Q1T0100749,C01319,166.56,books,2023-11-13 10:57:57
Q1T0100750,C00334,19.87,apparel,2023-10-26 04:50:39
Q1T0100751,C02323,26.44,books,2023-10-23 14:54:40
Q1T0100752,C02649,92.62,home,2023-11-22 09:37:47
Q1T0100753,C04172,161.01,books,2023-12-26 22:50:00
Q1T0100754,C02711,93.44,home,2023-11-17 15:47:23
Q1T0100755,C01013,201.13,home,2023-10-09 12:52:14
Q1T0100756,C02660,234.22,electronics,2023-11-25 00:03:11
Q1T0100757,C00563,222.96,books,2023-11-01 19:30:31
Q1T0100758,C02694,40.04,home,2023-12-27 02:54:10
Q1T0100759,C03983,127.86,books,2023-12-07 21:04:24
Q1T0100760,C02102,153.1,groceries,2023-10-08 15:54:53
Q1T0100761,C01529,238.74,groceries,2023-11-01 21:08:43
Q1T0100762,C00653,234.05,home,2023-10-09 09:06:13
Q1T0100763,C03969,6.5,groceries,2023-11-04 22:50:06
Q1T0100764,C02757,68.07,electronics,2023-12-19 14:59:16
Q1T0100765,C02630,242.01,groceries,2023-11-18 09:58:24
Q1T0100766,C02520,73.98,apparel,2023-12-06 18:20:08
Q1T0100767,C03054,96.39,groceries,2023-10-22 22:52:35
Q1T0100768,C02028,31.61,electronics,2023-10-09 06:05:08
Q1T0100769,C03489,165.24,electronics,2023-11-14 01:07:16
Q1T0100770,C00620,151.64,books,2023-10-21 03:44:01
Q1T0100771,C01403,46.86,groceries,2023-11-08 10:59:55
Q1T0100772,C03999,164.2,groceries,2023-11-05 18:35:03
Q1T0100773,C01679,141.71,groceries,2023-10-18 20:37:53
Q1T0100774,C00899,45.58,books,2023-11-03 20:51:02
Q1T0100775,C00128,211.59,groceries,2023-10-19 01:03:31
Q1T0100776,C03389,246.09,books,2023-10-26 09:21:59
Q1T0100777,C03870,129.68,electronics,2023-12-03 10:15:35
Q1T0100778,C00281,150.55,electronics,2023-10-23 21:45:13
Q1T0100779,C00557,209.31,electronics,2023-10-04 12:36:32
Q1T0100780,C01162,211.57,groceries,2023-11-24 04:06:02
Q1T0100781,C00257,37.93,books,2023-10-09 20:05:49
Q1T0100782,C00440,220.12,apparel,2023-12-11 13:23:51
Q1T0100783,C03071,247.1,electronics,2023-12-19 18:30:24
Q1T0100784,C01759,96.97,books,2023-12-05 14:58:10
Q1T0100785,C02217,41.0,books,2023-12-15 02:09:38
Q1T0100786,C01449,245.91,home,2023-10-01 19:47:49
Q1T0100787,C01564,203.7,apparel,2023-11-15 04:32:24
Q1T0100788,C02260,93.68,books,2023-10-29 18:33:23
Q1T0100789,C00378,141.9,home,2023-12-09 13:46:21
Q1T0100790,C00345,40.47,home,2023-10-05 03:29:49
Q1T0100791,C02535,142.02,groceries,2023-12-16 01:13:59
Q1T0100792,C03948,45.29,apparel,2023-10-06 18:30:17
Q1T0100793,C00451,156.03,groceries,2023-12-15 22:22:18
Q1T0100794,C03894,197.19,books,2023-10-04 03:12:35
Q1T0100795,C04731,26.52,apparel,2023-10-17 12:22:27
Q1T0100796,C00998,184.95,electronics,2023-12-16 22:56:42
Q1T0100797,C00553,199.82,apparel,2023-10-28 03:48:08
Q1T0100798,C00351,122.82,books,2023-10-05 22:04:20
Q1T0100799,C03119,34.95,home,2023-10-19 15:23:16
Q1T0100800,C02984,193.53,electronics,2023-12-29 09:41:47
Q1T0100801,C01530,173.1,apparel,2023-10-01 20:52:27
Q1T0100802,C03098,231.55,electronics,2023-10-09 13:08:12
Q1T0100803,C03253,86.93,books,2023-10-19 17:57:18
Q1T0100804,C03632,17.48,home,2023-10-03 15:42:30
Q1T0100805,C00506,61.4,home,2023-11-12 22:14:40
Q1T0100806,C04151,7.81,electronics,2023-12-24 00:10:31
Q1T0100807,C03539,86.75,groceries,2023-10-08 21:36:46
Q1T0100808,C03105,118.69,groceries,2023-12-15 05:23:49
Q1T0100809,C01941,6.92,books,2023-11-27 17:56:40
Q1T0100810,C04280,94.22,apparel,2023-11-14 12:27:46
Q1T0100811,C02008,236.64,electronics,2023-11-14 01:08:18
Q1T0100812,C01501,85.86,apparel,2023-12-08 17:00:17
Q1T0100813,C01057,47.71,books,2023-12-26 22:51:17
Q1T0100814,C04798,151.33,apparel,2023-10-20 17:21:38
Q1T0100815,C00642,69.06,books,2023-11-14 06:51:55
Q1T0100816,C03139,220.21,home,2023-12-24 12:18:43
Q1T0100817,C04743,67.29,books,2023-10-26 11:03:50
Q1T0100818,C02089,109.87,groceries,2023-11-10 12:32:15
Q1T0100819,C03723,179.01,books,2023-11-28 07:51:42
Q1T0100820,C03960,150.49,apparel,2023-11-03 05:25:42
Q1T0100821,C00131,185.99,books,2023-10-15 15:45:50
Q1T0100822,C04523,133.31,home,2023-11-01 19:21:17
Q1T0100823,C03528,188.21,groceries,2023-10-12 13:30:28
Q1T0100824,C01123,244.71,books,2023-12-11 07:51:42
Q1T0100825,C04307,187.17,groceries,2023-11-22 02:29:18
Q1T0100826,C02946,96.98,books,2023-12-07 18:08:27
Q1T0100827,C01726,113.12,home,2023-12-08 16:39:52
Q1T0100828,C01785,151.61,apparel,2023-12-17 06:11:55
Q1T0100829,C00771,98.69,apparel,2023-11-03 01:58:53
Q1T0100830,C01559,218.06,apparel,2023-10-05 00:22:42
Q1T0100831,C02265,52.73,groceries,2023-10-19 15:28:52
Q1T0100832,C01857,208.73,electronics,2023-11-26 01:50:58
Q1T0100833,C00050,185.18,books,2023-12-21 05:13:52
Q1T0100834,C02465,212.93,electronics,2023-10-17 07:20:35
Q1T0100835,C04922,157.62,home,2023-12-01 18:46:09
Q1T0100836,C00707,225.98,apparel,2023-12-12 14:24:10
Q1T0100837,C00368,49.05,apparel,2023-11-04 20:31:23
Q1T0100838,C03180,208.94,books,2023-10-24 04:39:58
Q1T0100839,C00232,202.59,home,2023-11-01 12:09:22
Q1T0100840,C02560,45.86,electronics,2023-10-14 20:40:28
Q1T0100841,C01199,93.36,groceries,2023-12-12 05:22:28
Q1T0100842,C04839,58.44,home,2023-10-08 00:23:48
Q1T0100843,C04261,39.74,groceries,2023-12-14 08:50:00
Q1T0100844,C00928,188.3,electronics,2023-12-28 12:39:37
Q1T0100845,C03959,161.84,home,2023-12-01 02:09:56
Q1T0100846,C03806,135.0,books,2023-12-26 14:15:46
Q1T0100847,C01669,155.02,groceries,2023-12-31 05:53:30
Q1T0100848,C00975,238.65,electronics,2023-10-22 20:49:18
Q1T0100849,C02400,244.44,home,2023-11-05 00:32:50
Q1T0100850,C01793,113.42,books,2023-11-25 22:51:10
Q1T0100851,C00969,65.36,home,2023-11-17 21:15:46
Q1T0100852,C02803,84.71,books,2023-10-03 20:00:34
Q1T0100853,C01545,15.67,groceries,2023-10-13 01:18:03
Q1T0100854,C02122,36.68,home,2023-10-24 16:32:17
Q1T0100855,C03907,98.36,home,2023-10-17 09:46:04
Q1T0100856,C03204,87.15,electronics,2023-10-12 13:51:40
Q1T0100857,C02614,212.51,electronics,2023-12-22 20:32:29
Q1T0100858,C00590,70.57,apparel,2023-11-07 02:13:43
Q1T0100859,C04618,93.95,books,2023-11-26 00:19:18
Q1T0100860,C04227,223.37,apparel,2023-10-24 16:35:35
Q1T0100861,C00148,233.27,electronics,2023-11-21 22:34:57
Q1T0100862,C04675,27.56,home,2023-10-07 13:01:40
Q1T0100863,C03534,122.65,home,2023-12-06 13:37:43
Q1T0100864,C00336,99.11,home,2023-12-08 10:33:51
Q1T0100865,C01019,59.67,books,2023-11-15 03:34:23
Q1T0100866,C02261,79.15,groceries,2023-12-26 22:09:47
Q1T0100867,C02880,157.53,groceries,2023-11-15 13:08:44
Q1T0100868,C04818,82.13,electronics,2023-10-31 20:46:08
Q1T0100869,C03681,189.57,apparel,2023-10-20 15:37:49
