transaction_id,customer_id,amount,category,date,discount_code
Q3T0300748,C01372,$78.50,home,2024-06-09 08:03:56,VIP15
Q3T0300749,C01235,$78.75,apparel,2024-04-14 02:33:35,VIP15
Q3T0300750,C04721,$53.03,books,2024-06-26 18:47:39,FLASH20
Q3T0300751,C02084,$53.34,apparel,2024-04-03 04:36:11,SUMMER10
Q3T0300752,C01193,$213.93,electronics,2024-06-13 16:33:17,FLASH20
Q3T0300753,C01677,$174.06,groceries,2024-05-22 04:37:09,FLASH20
Q3T0300754,C01114,$234.16,groceries,2024-06-24 08:51:19,FLASH20
Q3T0300755,C03078,$60.92,home,2024-05-08 17:31:40,VIP15
Q3T0300756,C03334,$34.19,electronics,2024-06-06 07:53:38,FLASH20
Q3T0300757,C03626,$103.28,home,2024-05-02 12:35:52,SUMMER10
Q3T0300758,C01514,$217.58,apparel,2024-04-11 11:06:20,VIP15
Q3T0300759,C01909,$237.63,groceries,2024-04-10 06:24:20,FLASH20
Q3T0300760,C00799,$37.30,apparel,2024-05-19 06:04:33,
Q3T0300761,C03235,$170.62,electronics,2024-05-01 17:12:31,SUMMER10
Q3T0300762,C04848,$153.22,electronics,2024-05-08 09:02:50,FLASH20
Q3T0300763,C01226,$130.04,apparel,2024-05-18 06:13:50,
Q3T0300764,C02315,$226.36,groceries,2024-06-16 05:59:09,SUMMER10
Q3T0300765,C02522,$245.13,apparel,2024-04-02 03:12:05,WELCOME5
Q3T0300766,C03030,$38.49,books,2024-05-05 13:19:03,FLASH20
Q3T0300767,C02475,$190.92,groceries,2024-04-04 03:13:05,SUMMER10
Q3T0300768,C00579,$120.67,apparel,2024-06-11 05:17:14,SUMMER10
Q3T0300769,C03012,$6.20,apparel,2024-06-11 17:03:27,FLASH20
Q3T0300770,C02062,$85.38,home,2024-04-12 15:02:04,SUMMER10
Q3T0300771,C00247,$85.87,home,2024-04-10 17:52:09,
Q3T0300772,C01735,$151.45,electronics,2024-05-02 16:24:16,VIP15
Q3T0300773,C04527,$25.27,groceries,2024-04-11 11:57:59,FLASH20
Q3T0300774,C01702,$129.36,apparel,2024-06-24 13:01:09,VIP15
Q3T0300775,C01601,$81.93,apparel,2024-06-27 21:48:35,
Q3T0300776,C00859,$32.06,books,2024-04-09 03:04:53,
Q3T0300777,C04337,$159.74,apparel,2024-05-29 01:05:43,SUMMER10
Q3T0300778,C00273,$108.20,groceries,2024-05-12 16:38:36,WELCOME5
Q3T0300779,C04790,$209.95,home,2024-06-09 09:31:40,
Q3T0300780,C04792,$52.66,electronics,2024-04-17 00:07:03,
Q3T0300781,C04821,$182.50,home,2024-04-12 23:41:19,SUMMER10
Q3T0300782,C04599,$71.21,home,2024-04-26 21:10:01,SUMMER10
Q3T0300783,C02219,$93.66,home,2024-04-09 03:21:14,VIP15
Q3T0300784,C04589,$194.37,electronics,2024-04-10 09:17:24,FLASH20
Q3T0300785,C03748,$154.05,electronics,2024-05-21 11:58:12,VIP15
Q3T0300786,C01134,$19.34,electronics,2024-05-21 09:26:41,
Q3T0300787,C00226,$163.29,groceries,2024-06-30 19:31:38,SUMMER10
Q3T0300788,C03527,$85.97,groceries,2024-06-05 19:44:00,SUMMER10
Q3T0300789,C03018,$43.63,apparel,2024-04-23 10:31:07,FLASH20
Q3T0300790,C02980,$247.73,apparel,2024-05-04 13:31:54,FLASH20
Q3T0300791,C00697,$215.52,apparel,2024-06-21 22:32:29,WELCOME5
Q3T0300792,C00613,$62.62,books,2024-06-21 21:36:40,SUMMER10
Q3T0300793,C02241,$233.55,apparel,2024-05-04 10:18:55,VIP15
Q3T0300794,C04640,$48.42,apparel,2024-04-16 01:32:32,WELCOME5
Q3T0300795,C01518,$81.67,books,2024-04-23 07:49:20,WELCOME5
Q3T0300796,C00318,$116.28,apparel,2024-04-26 22:01:45,FLASH20
Q3T0300797,C01131,$179.44,apparel,2024-06-10 09:22:29,WELCOME5
Q3T0300798,C01420,$166.64,apparel,2024-04-05 08:23:34,
Q3T0300799,C00486,$66.60,home,2024-04-30 17:20:47,SUMMER10
Q3T0300800,C03487,$151.23,apparel,2024-05-31 14:24:50,SUMMER10
Q3T0300801,C01828,$179.50,books,2024-06-12 19:10:15,VIP15
Q3T0300802,C01854,$188.96,groceries,2024-05-07 10:29:45,
Q3T0300803,C04367,$22.73,books,2024-05-27 01:40:10,FLASH20
Q3T0300804,C02446,$177.80,electronics,2024-06-08 07:22:08,WELCOME5
Q3T0300805,C03450,$161.10,home,2024-04-08 10:33:15,
Q3T0300806,C03825,$51.21,books,2024-05-26 08:50:45,FLASH20
Q3T0300807,C01175,$163.64,groceries,2024-04-08 16:13:22,SUMMER10
Q3T0300808,C02022,$29.71,books,2024-04-26 11:42:28,VIP15
Q3T0300809,C00823,$33.56,apparel,2024-06-01 15:15:33,WELCOME5
Q3T0300810,C03851,$185.71,home,2024-04-27 17:05:54,FLASH20
Q3T0300811,C03065,$161.19,electronics,2024-04-06 23:30:41,VIP15
Q3T0300812,C02848,$198.39,home,2024-06-23 13:53:36,SUMMER10
Q3T0300813,C00430,$128.21,electronics,2024-05-10 03:40:11,VIP15
Q3T0300814,C00367,$27.62,electronics,2024-05-29 09:45:48,FLASH20
Q3T0300815,C00536,$110.29,groceries,2024-06-24 23:06:11,
Q3T0300816,C00870,$102.93,books,2024-05-23 04:39:25,WELCOME5
Q3T0300817,C02131,$206.89,books,2024-06-13 20:59:52,
Q3T0300818,C04970,$108.63,books,2024-05-24 14:12:07,FLASH20
Q3T0300819,C01623,$78.86,home,2024-06-18 21:09:47,
Q3T0300820,C03918,$236.46,apparel,2024-04-17 22:17:40,FLASH20
Q3T0300821,C04657,$81.46,groceries,2024-06-16 06:19:27,VIP15
Q3T0300822,C01085,$144.30,electronics,2024-05-27 08:33:42,
Q3T0300823,C00814,$78.35,books,2024-04-20 02:49:29,
Q3T0300824,C01997,$36.99,apparel,2024-06-14 17:55:13,WELCOME5
Q3T0300825,C02134,$125.83,groceries,2024-05-08 04:26:40,
Q3T0300826,C00732,$41.13,books,2024-05-01 08:19:02,VIP15
Q3T0300827,C04505,$193.74,electronics,2024-05-25 10:09:12,SUMMER10
Q3T0300828,C01119,$47.99,apparel,2024-06-26 09:10:19,FLASH20
Q3T0300829,C02217,$214.61,electronics,2024-05-11 04:47:42,
Q3T0300830,C03987,$223.64,electronics,2024-06-18 13:39:15,VIP15
Q3T0300831,C01044,$59.24,books,2024-04-21 23:30:05,
Q3T0300832,C01193,$60.72,home,2024-04-30 05:22:16,VIP15
Q3T0300833,C02355,$221.97,home,2024-06-18 01:04:31,FLASH20
Q3T0300834,C03980,$177.96,electronics,2024-04-02 09:15:38,FLASH20
Q3T0300835,C04511,$128.96,home,2024-04-14 02:53:25,VIP15
Q3T0300836,C03333,$23.61,electronics,2024-05-03 03:27:03,VIP15
Q3T0300837,C02501,$237.00,electronics,2024-04-07 04:15:03,
Q3T0300838,C00259,$79.99,apparel,2024-06-10 05:17:53,SUMMER10
Q3T0300839,C04823,$76.62,home,2024-05-29 06:08:55,
Q3T0300840,C00593,$136.23,home,2024-06-22 21:01:34,SUMMER10
Q3T0300841,C01707,$21.42,home,2024-04-10 02:30:23,VIP15
Q3T0300842,C01217,$200.02,home,2024-06-12 14:42:59,VIP15
Q3T0300843,C00630,$233.85,groceries,2024-06-19 09:56:59,FLASH20
Q3T0300844,C03028,$168.91,home,2024-05-25 01:13:08,SUMMER10
Q3T0300845,C02444,$161.92,apparel,2024-04-12 07:38:16,SUMMER10
Q3T0300846,C03998,$99.69,apparel,2024-05-30 23:22:03,WELCOME5
Q3T0300847,C01155,$111.29,home,2024-04-14 02:59:20,
Q3T0300848,C00109,$26.62,groceries,2024-04-11 23:17:57,FLASH20
Q3T0300849,C03231,$49.62,apparel,2024-04-12 16:42:22,SUMMER10
Q3T0300850,C03457,$64.06,books,2024-04-13 00:54:45,WELCOME5
Q3T0300851,C03132,$156.56,electronics,2024-05-28 07:23:47,VIP15
Q3T0300852,C02613,$164.07,groceries,2024-04-16 07:20:46,VIP15
Q3T0300853,C00806,$9.58,groceries,2024-05-02 06:59:40,FLASH20
Q3T0300854,C03061,$148.84,electronics,2024-04-22 04:53:27,WELCOME5
Q3T0300855,C00778,$56.64,apparel,2024-05-21 06:02:08,WELCOME5
Q3T0300856,C03760,$225.58,electronics,2024-05-01 14:10:23,SUMMER10
Q3T0300857,C02996,$91.98,books,2024-04-18 01:05:51,VIP15
Q3T0300858,C02130,$163.20,electronics,2024-06-17 18:04:55,VIP15
Q3T0300859,C01597,$113.72,home,2024-06-14 09:02:41,WELCOME5
Q3T0300860,C03325,$80.09,groceries,2024-05-13 11:18:42,WELCOME5
Q3T0300861,C04170,$53.88,books,2024-04-03 14:05:53,
Q3T0300862,C02028,$16.06,groceries,2024-04-19 04:13:11,FLASH20
Q3T0300863,C03680,$38.41,books,2024-04-01 14:26:45,FLASH20
Q3T0300864,C04837,$103.65,books,2024-05-17 11:32:12,
Q3T0300865,C03793,$238.31,electronics,2024-06-01 16:55:04,
Q3T0300866,C03204,$178.54,groceries,2024-05-16 17:12:33,VIP15
Q3T0300867,C01191,$5.03,groceries,2024-06-10 17:29:39,
Q3T0300868,C02533,$241.45,groceries,2024-05-10 01:29:37,WELCOME5
Q3T0300869,C01444,$129.27,apparel,2024-06-24 08:05:16,SUMMER10
Q3T0300870,C00728,$112.51,groceries,2024-05-21 06:35:47,SUMMER10
Q3T0300871,C02379,$153.35,home,2024-05-10 19:21:06,VIP15
Q3T0300872,C02436,$28.51,home,2024-06-11 02:56:48,VIP15
Q3T0300873,C00447,$118.16,home,2024-04-19 01:32:21,VIP15
Q3T0300874,C02272,$62.62,electronics,2024-04-29 21:56:37,VIP15
Q3T0300875,C01656,$232.23,groceries,2024-05-20 03:30:09,WELCOME5
Q3T0300876,C03171,$36.23,home,2024-05-09 06:36:43,VIP15
Q3T0300877,C00004,$213.28,electronics,2024-05-20 05:34:24,VIP15
Q3T0300878,C01257,$123.60,apparel,2024-04-18 18:23:02,SUMMER10
Q3T0300879,C04066,$61.94,electronics,2024-06-21 02:09:21,
Q3T0300880,C01775,$88.19,electronics,2024-05-11 01:03:50,
Q3T0300881,C04521,$8.67,home,2024-04-10 04:26:11,
Q3T0300882,C00852,$166.48,home,2024-04-10 17:09:26,WELCOME5
Q3T0300883,C03001,$8.27,apparel,2024-04-04 15:22:57,WELCOME5
Q3T0300884,C04927,$218.81,electronics,2024-05-15 15:07:16,WELCOME5
Q3T0300885,C00213,$217.37,home,2024-04-18 17:24:47,WELCOME5
Q3T0300886,C03599,$51.08,home,2024-06-10 10:49:01,
Q3T0300887,C04653,$184.56,home,2024-06-27 06:37:44,FLASH20
Q3T0300888,C01552,$48.49,electronics,2024-06-19 21:15:01,VIP15
Q3T0300889,C04050,$226.52,books,2024-04-23 00:53:16,
Q3T0300890,C01666,$134.43,home,2024-04-14 08:17:03,
Q3T0300891,C01932,$128.42,home,2024-05-23 10:32:08,VIP15
Q3T0300892,C00811,$241.83,books,2024-06-05 01:05:49,
Q3T0300893,C02144,$190.39,apparel,2024-05-20 06:03:17,FLASH20
Q3T0300894,C03702,$205.20,home,2024-05-26 18:30:25,SUMMER10
Q3T0300895,C02450,$145.06,home,2024-04-01 18:11:51,SUMMER10
Q3T0300896,C02910,$239.77,groceries,2024-05-02 15:46:41,SUMMER10
Q3T0300897,C03470,$195.67,books,2024-05-25 21:32:15,
Q3T0300898,C03126,$110.06,apparel,2024-06-05 20:37:46,SUMMER10
Q3T0300899,C01617,$57.03,books,2024-04-26 12:25:14,SUMMER10
Q3T0300900,C03959,$128.61,electronics,2024-05-17 08:13:53,
Q3T0300901,C01892,$248.03,groceries,2024-05-11 18:07:21,VIP15
Q3T0300902,C00957,$7.77,books,2024-06-10 13:10:21,WELCOME5
Q3T0300903,C02786,$139.20,home,2024-05-07 16:45:01,WELCOME5
Q3T0300904,C00808,$82.56,books,2024-05-27 19:26:59,WELCOME5
Q3T0300905,C02617,$91.00,home,2024-06-11 22:42:01,FLASH20
Q3T0300906,C03986,$45.45,apparel,2024-04-09 17:25:46,SUMMER10
Q3T0300907,C04261,$31.76,home,2024-05-19 10:09:23,VIP15
Q3T0300908,C02138,$202.35,apparel,2024-06-20 01:57:12,VIP15
Q3T0300909,C04886,$47.26,groceries,2024-06-01 15:33:06,VIP15
Q3T0300910,C04782,$239.31,groceries,2024-05-08 15:05:34,SUMMER10
Q3T0300911,C00937,$103.55,groceries,2024-05-11 09:33:39,FLASH20
Q3T0300912,C00488,$209.93,books,2024-06-24 19:51:19,
Q3T0300913,C00107,$179.35,apparel,2024-04-19 06:12:18,FLASH20
Q3T0300914,C01282,$20.40,groceries,2024-04-18 11:51:37,WELCOME5
Q3T0300915,C04063,$188.15,electronics,2024-06-14 06:36:37,VIP15
Q3T0300916,C02404,$111.22,apparel,2024-04-24 07:17:49,
Q3T0300917,C04648,$89.44,apparel,2024-05-31 20:03:04,
Q3T0300918,C04303,$181.28,apparel,2024-04-05 15:18:44,VIP15
Q3T0300919,C01369,$221.01,groceries,2024-06-13 13:22:29,
Q3T0300920,C02173,$171.17,home,2024-04-15 23:38:07,
Q3T0300921,C04798,$87.59,home,2024-06-18 02:06:04,FLASH20
Q3T0300922,C00917,$153.55,apparel,2024-05-08 17:48:28,SUMMER10
Q3T0300923,C02877,$212.75,apparel,2024-04-25 13:16:09,WELCOME5
Q3T0300924,C00874,$107.83,groceries,2024-05-28 11:20:57,FLASH20
Q3T0300925,C04325,$203.30,groceries,2024-05-19 10:41:41,FLASH20
Q3T0300926,C03815,$231.10,home,2024-05-06 21:03:47,
Q3T0300927,C04442,$184.59,electronics,2024-04-25 03:11:03,FLASH20
Q3T0300928,C04650,$62.37,electronics,2024-04-28 14:46:37,SUMMER10
Q3T0300929,C00833,$6.84,electronics,2024-05-17 04:49:02,FLASH20
Q3T0300930,C00276,$172.38,home,2024-04-29 21:50:41,VIP15
Q3T0300931,C03767,$205.53,groceries,2024-05-03 11:45:42,SUMMER10
Q3T0300932,C03780,$228.91,books,2024-05-18 10:38:49,VIP15
Q3T0300933,C04262,$152.21,groceries,2024-04-05 23:48:42,
Q3T0300934,C00352,$126.89,apparel,2024-06-30 01:32:32,VIP15
Q3T0300935,C04045,$149.86,home,2024-04-16 12:24:44,FLASH20
Q3T0300936,C03379,$88.26,groceries,2024-04-04 19:52:16,VIP15
Q3T0300937,C04632,$95.12,books,2024-06-10 07:13:38,WELCOME5
Q3T0300938,C01288,$65.63,home,2024-06-20 23:58:43,WELCOME5
Q3T0300939,C04977,$46.14,books,2024-05-19 00:39:32,VIP15
Q3T0300940,C02240,$201.54,home,2024-05-10 16:04:26,FLASH20
Q3T0300941,C03063,$20.93,apparel,2024-05-08 00:46:16,SUMMER10
Q3T0300942,C03832,$76.39,home,2024-05-26 12:14:45,SUMMER10
Q3T0300943,C04289,$140.54,apparel,2024-04-27 15:23:46,VIP15
Q3T0300944,C03933,$17.94,home,2024-06-02 14:55:23,FLASH20
Q3T0300945,C01431,$196.71,electronics,2024-04-10 14:59:29,SUMMER10
Q3T0300946,C00691,$175.78,apparel,2024-04-25 09:09:36,FLASH20
Q3T0300947,C00403,$67.05,groceries,2024-04-15 18:55:13,FLASH20
Q3T0300948,C01919,$19.42,apparel,2024-05-31 10:09:59,VIP15
Q3T0300949,C02024,$107.06,home,2024-06-16 16:01:04,WELCOME5
Q3T0300950,C03157,$179.55,electronics,2024-05-06 17:43:49,WELCOME5
Q3T0300951,C04209,$74.33,books,2024-05-26 21:05:47,SUMMER10
Q3T0300952,C04533,$249.91,electronics,2024-05-18 04:45:46,SUMMER10
Q3T0300953,C03631,$183.48,home,2024-06-01 00:13:10,SUMMER10
Q3T0300954,C02432,$181.66,groceries,2024-04-06 10:04:30,
Q3T0300955,C03415,$208.52,home,2024-04-03 20:54:59,SUMMER10
Q3T0300956,C02057,$143.61,groceries,2024-05-11 14:30:47,VIP15
Q3T0300957,C00634,$38.17,groceries,2024-05-25 02:03:17,
Q3T0300958,C02705,$13.60,apparel,2024-05-05 23:13:09,VIP15
Q3T0300959,C04823,$11.99,electronics,2024-05-19 06:13:43,WELCOME5
Q3T0300960,C02149,$19.43,home,2024-06-20 21:13:11,VIP15
Q3T0300961,C02273,$236.37,apparel,2024-06-05 23:40:07,VIP15
Q3T0300962,C04696,$172.06,home,2024-05-03 09:11:04,FLASH20
Q3T0300963,C04270,$67.08,books,2024-06-19 13:55:10,VIP15
Q3T0300964,C04690,$41.65,groceries,2024-05-13 07:49:28,VIP15
Q3T0300965,C04884,$139.53,electronics,2024-06-23 10:20:01,
Q3T0300966,C00023,$165.31,books,2024-05-06 00:54:27,SUMMER10
Q3T0300967,C04705,$10.38,groceries,2024-04-14 05:32:51,SUMMER10
Q3T0300968,C01667,$79.75,apparel,2024-05-28 00:07:40,SUMMER10
Q3T0300969,C04385,$49.55,electronics,2024-05-03 13:13:50,VIP15
Q3T0300970,C04382,$154.35,electronics,2024-06-04 19:10:49,FLASH20
Q3T0300971,C03707,$197.39,apparel,2024-06-29 15:33:26,
Q3T0300972,C00033,$28.60,apparel,2024-04-17 00:11:24,SUMMER10
Q3T0300973,C00588,$123.06,books,2024-05-19 19:10:41,SUMMER10
Q3T0300974,C01238,$34.30,books,2024-04-21 14:48:17,SUMMER10
Q3T0300975,C04171,$242.37,electronics,2024-06-11 19:33:52,FLASH20
Q3T0300976,C01036,$147.66,home,2024-04-21 10:24:15,SUMMER10
Q3T0300977,C00680,$33.23,apparel,2024-06-08 23:43:55,
Q3T0300978,C03186,$90.78,apparel,2024-05-17 14:44:42,SUMMER10
Q3T0300979,C04048,$185.66,books,2024-04-22 07:46:10,WELCOME5
Q3T0300980,C02809,$219.04,books,2024-04-16 09:27:20,FLASH20
Q3T0300981,C03078,$48.28,groceries,2024-06-11 17:52:44,
Q3T0300982,C04633,$188.42,electronics,2024-04-04 16:30:59,SUMMER10
Q3T0300983,C01076,$206.91,books,2024-04-01 12:29:41,SUMMER10
Q3T0300984,C02490,$202.50,books,2024-06-03 01:41:54,
Q3T0300985,C02302,$136.22,apparel,2024-04-26 12:18:30,
Q3T0300986,C01683,$34.47,books,2024-05-16 03:57:42,WELCOME5
Q3T0300987,C00933,$123.24,apparel,2024-06-19 15:45:54,FLASH20
Q3T0300988,C00708,$24.81,electronics,2024-06-29 22:54:24,
Q3T0300989,C04418,$137.34,home,2024-05-31 05:43:41,WELCOME5
Q3T0300990,C01216,$152.63,electronics,2024-04-25 10:16:40,
Q3T0300991,C04019,$146.34,apparel,2024-06-24 14:00:54,SUMMER10
Q3T0300992,C03184,$241.16,apparel,2024-04-28 09:28:05,
Q3T0300993,C02354,$133.15,books,2024-06-13 14:45:50,SUMMER10
Q3T0300994,C01870,$65.02,books,2024-05-01 09:10:56,VIP15
Q3T0300995,C01729,$122.85,home,2024-05-13 11:50:11,
Q3T0300996,C01847,$82.84,electronics,2024-05-01 02:38:44,VIP15
Q3T0300997,C02254,$79.95,groceries,2024-05-25 03:08:04,FLASH20
Q3T0300998,C03466,$206.30,apparel,2024-06-16 17:51:27,VIP15
Q3T0300999,C04805,$40.29,books,2024-04-26 13:14:04,SUMMER10
Q3T0301000,C00830,$245.14,apparel,2024-05-07 17:46:52,
Q3T0301001,C04013,$65.68,books,2024-04-07 16:51:54,
Q3T0301002,C02160,$226.67,electronics,2024-06-28 23:10:31,FLASH20
Q3T0301003,C00854,$127.46,electronics,2024-06-04 22:38:35,SUMMER10
Q3T0301004,C04284,$133.96,home,2024-05-29 08:58:52,SUMMER10
Q3T0301005,C03973,$195.05,groceries,2024-05-22 06:03:14,VIP15
Q3T0301006,C00889,$6.28,electronics,2024-04-30 04:27:31,WELCOME5
Q3T0301007,C00390,$122.78,home,2024-05-13 12:40:53,VIP15
Q3T0301008,C01922,$103.44,home,2024-05-07 08:09:55,SUMMER10
Q3T0301009,C04072,$116.23,home,2024-05-27 21:26:20,WELCOME5
Q3T0301010,C03019,$228.78,apparel,2024-06-02 22:15:53,FLASH20
Q3T0301011,C04152,$143.44,home,2024-04-13 08:03:59,SUMMER10
Q3T0301012,C00705,$202.91,apparel,2024-06-02 00:29:18,
Q3T0301013,C04762,$36.70,electronics,2024-06-28 03:11:46,VIP15
Q3T0301014,C01269,$130.43,electronics,2024-04-26 02:32:45,WELCOME5
Q3T0301015,C01581,$20.22,electronics,2024-05-22 10:17:53,WELCOME5
Q3T0301016,C01013,$246.15,groceries,2024-05-30 11:55:12,SUMMER10
Q3T0301017,C01553,$50.13,apparel,2024-06-17 12:32:29,VIP15
Q3T0301018,C01952,$92.77,apparel,2024-04-20 23:33:12,WELCOME5
Q3T0301019,C02323,$34.62,home,2024-05-19 20:39:05,VIP15
Q3T0301020,C00138,$177.83,electronics,2024-04-12 01:52:34,FLASH20
Q3T0301021,C03346,$222.95,books,2024-04-14 19:57:22,FLASH20
Q3T0301022,C03188,$177.17,home,2024-04-16 09:43:48,SUMMER10
Q3T0301023,C01475,$86.53,books,2024-06-24 14:50:11,
Q3T0301024,C03016,$178.14,groceries,2024-06-22 23:58:52,WELCOME5
Q3T0301025,C03521,$18.24,books,2024-04-18 01:55:54,SUMMER10
Q3T0301026,C04732,$104.70,electronics,2024-06-26 05:58:09,SUMMER10
Q3T0301027,C00102,$91.75,books,2024-06-04 01:43:27,
Q3T0301028,C00217,$62.00,electronics,2024-05-02 00:51:51,FLASH20
Q3T0301029,C02226,$97.74,apparel,2024-05-26 02:01:21,VIP15
Q3T0301030,C04989,$221.94,home,2024-04-10 21:03:07,WELCOME5
Q3T0301031,C04101,$7.47,home,2024-05-30 07:01:42,
Q3T0301032,C03596,$196.02,apparel,2024-05-06 10:20:06,WELCOME5
Q3T0301033,C04901,$67.41,home,2024-05-20 03:34:01,FLASH20
Q3T0301034,C03200,$102.18,home,2024-06-19 19:04:29,SUMMER10
Q3T0301035,C03600,$9.73,home,2024-04-21 05:07:30,WELCOME5
Q3T0301036,C00224,$44.99,apparel,2024-06-17 07:10:42,VIP15
Q3T0301037,C02113,$208.56,apparel,2024-05-13 15:04:46,FLASH20
Q3T0301038,C04728,$90.84,home,2024-04-04 09:27:55,VIP15
Q3T0301039,C01251,$167.48,apparel,2024-06-05 09:11:20,
Q3T0301040,C01430,$155.49,groceries,2024-06-17 05:28:23,WELCOME5
Q3T0301041,C03283,$13.32,books,2024-06-09 17:32:15,VIP15
Q3T0301042,C01847,$153.02,groceries,2024-06-05 18:43:26,SUMMER10
Q3T0301043,C01184,$77.58,electronics,2024-04-26 07:57:59,WELCOME5
Q3T0301044,C01647,$170.21,home,2024-04-19 13:31:53,SUMMER10
Q3T0301045,C00710,$125.55,apparel,2024-06-09 05:06:52,VIP15
Q3T0301046,C00988,$63.15,home,2024-04-15 20:42:24,SUMMER10
Q3T0301047,C02766,$99.95,apparel,2024-04-14 15:50:45,SUMMER10
Q3T0301048,C00123,$160.31,groceries,2024-04-28 21:41:44,WELCOME5
Q3T0301049,C00323,$55.47,electronics,2024-06-01 06:31:00,SUMMER10
Q3T0301050,C04220,$60.12,groceries,2024-06-28 13:18:02,SUMMER10
Q3T0301051,C03735,$53.22,electronics,2024-04-08 05:26:50,FLASH20
Q3T0301052,C04086,$29.32,electronics,2024-04-29 04:23:48,VIP15
Q3T0301053,C01104,$82.23,books,2024-05-27 08:02:59,WELCOME5
Q3T0301054,C02360,$116.92,electronics,2024-04-23 17:04:58,FLASH20
Q3T0301055,C04417,$31.54,groceries,2024-05-09 02:40:57,SUMMER10
Q3T0301056,C04405,$236.46,apparel,2024-05-02 09:02:29,FLASH20
Q3T0301057,C04814,$84.70,groceries,2024-04-16 23:49:03,
Q3T0301058,C01047,$146.96,electronics,2024-06-09 23:33:18,FLASH20
Q3T0301059,C01065,$8.17,books,2024-06-04 08:05:19,VIP15
Q3T0301060,C00539,$241.71,books,2024-06-10 15:25:51,VIP15
Q3T0301061,C02189,$75.68,books,2024-05-06 07:50:31,SUMMER10
Q3T0301062,C00103,$185.66,home,2024-05-12 23:34:10,
Q3T0301063,C00368,$56.00,groceries,2024-06-15 20:09:49,SUMMER10
Q3T0301064,C02944,$188.93,groceries,2024-05-16 17:22:51,WELCOME5
Q3T0301065,C00784,$215.13,apparel,2024-04-17 22:42:37,FLASH20
Q3T0301066,C01809,$243.60,electronics,2024-04-07 09:42:12,VIP15
Q3T0301067,C04620,$104.35,home,2024-06-14 19:44:29,WELCOME5
Q3T0301068,C03647,$74.38,books,2024-05-07 13:41:02,WELCOME5
Q3T0301069,C04940,$80.63,home,2024-04-13 23:11:16,VIP15
Q3T0301070,C00177,$152.87,apparel,2024-06-16 04:12:39,FLASH20
Q3T0301071,C03501,$95.22,books,2024-06-18 18:14:06,VIP15
Q3T0301072,C04306,$95.08,groceries,2024-04-27 15:02:07,VIP15
Q3T0301073,C00118,$160.72,electronics,2024-04-23 07:52:56,WELCOME5
Q3T0301074,C02616,$108.16,electronics,2024-05-25 01:04:44,SUMMER10
Q3T0301075,C00355,$232.18,groceries,2024-04-29 15:23:42,VIP15
Q3T0301076,C01861,$54.27,electronics,2024-04-02 17:35:21,WELCOME5
Q3T0301077,C02187,$47.85,electronics,2024-06-25 07:19:43,VIP15
Q3T0301078,C03084,$241.51,books,2024-05-31 07:29:00,FLASH20
Q3T0301079,C00247,$131.02,home,2024-06-24 07:50:21,FLASH20
Q3T0301080,C01068,$23.43,books,2024-05-22 22:58:30,VIP15
Q3T0301081,C02297,$34.52,home,2024-04-25 15:59:45,VIP15
Q3T0301082,C03367,$246.57,apparel,2024-06-22 22:00:53,WELCOME5
Q3T0301083,C03610,$76.92,books,2024-05-30 20:44:10,
Q3T0301084,C01557,$200.39,groceries,2024-06-10 19:34:26,
Q3T0301085,C02239,$161.63,electronics,2024-06-05 23:00:07,
Q3T0301086,C04787,$161.23,home,2024-04-01 10:58:56,VIP15
Q3T0301087,C04384,$37.60,books,2024-06-03 01:20:22,WELCOME5
Q3T0301088,C00658,$111.73,electronics,2024-06-05 10:58:15,WELCOME5
Q3T0301089,C00474,$11.58,electronics,2024-04-11 13:02:22,VIP15
Q3T0301090,C03633,$42.23,books,2024-06-21 20:58:24,SUMMER10
Q3T0301091,C02918,$119.46,home,2024-05-24 23:08:36,VIP15
Q3T0301092,C00146,$224.13,apparel,2024-04-23 08:12:20,FLASH20
Q3T0301093,C04584,$247.68,books,2024-04-13 19:55:11,FLASH20
Q3T0301094,C02410,$230.62,books,2024-05-05 15:06:34,FLASH20
Q3T0301095,C00165,$40.53,books,2024-04-09 05:07:59,
Q3T0301096,C04001,$16.68,books,2024-05-25 06:03:16,FLASH20
Q3T0301097,C04873,$32.08,books,2024-06-07 18:08:56,VIP15
Q3T0301098,C01360,$84.50,apparel,2024-06-13 00:10:39,VIP15
Q3T0301099,C00235,$52.06,apparel,2024-04-06 12:36:50,
Q3T0301100,C00799,$18.24,electronics,2024-04-30 01:06:18,FLASH20
Q3T0301101,C01733,$240.43,electronics,2024-06-12 19:27:17,
Q3T0301102,C01805,$12.97,books,2024-06-10 13:49:58,FLASH20
Q3T0301103,C03861,$133.44,electronics,2024-06-22 00:56:58,SUMMER10
Q3T0301104,C01249,$44.70,books,2024-05-11 09:59:18,
Q3T0301105,C02118,$247.08,apparel,2024-04-07 20:58:03,WELCOME5
Q3T0301106,C01062,$246.39,books,2024-04-16 08:26:55,
Q3T0301107,C02359,$95.48,home,2024-04-16 06:03:54,VIP15
Q3T0301108,C04361,$91.19,home,2024-04-13 00:07:10,SUMMER10
Q3T0301109,C02274,$116.86,apparel,2024-06-26 06:22:05,SUMMER10
Q3T0301110,C02908,$93.09,apparel,2024-06-29 05:58:18,WELCOME5
Q3T0301111,C01510,$41.77,electronics,2024-04-03 18:35:11,FLASH20
